,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
76054,2009-09-03 10:00:00,43.3913,-72.0576,loon,1.0,20.83,edi.499.2,9,2009-09-03 15:00:00+00:00,0 days 00:22:30.120000,1350
76055,2009-09-03 10:10:00,43.3913,-72.0576,loon,1.0,20.87,edi.499.2,9,2009-09-03 15:10:00+00:00,0 days 00:12:30.120000,750
76056,2009-09-03 10:20:00,43.3913,-72.0576,loon,1.0,21.0,edi.499.2,9,2009-09-03 15:20:00+00:00,0 days 00:02:30.120000,150
76057,2009-09-03 10:30:00,43.3913,-72.0576,loon,1.0,21.01,edi.499.2,9,2009-09-03 15:30:00+00:00,-1 days +23:52:30.120000,-450
76058,2009-09-03 10:40:00,43.3913,-72.0576,loon,1.0,21.09,edi.499.2,9,2009-09-03 15:40:00+00:00,-1 days +23:42:30.120000,-1050
76059,2009-09-03 10:50:00,43.3913,-72.0576,loon,1.0,21.23,edi.499.2,9,2009-09-03 15:50:00+00:00,-1 days +23:32:30.120000,-1650
379843,2009-09-03 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.32,edi.498.1,9,2009-09-03 15:00:00+00:00,0 days 00:22:30.120000,1350
379844,2009-09-03 10:30:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.48,edi.498.1,9,2009-09-03 15:30:00+00:00,-1 days +23:52:30.120000,-450
412196,2009-09-03 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,9,2009-09-03 15:00:00+00:00,0 days 00:22:30.120000,1350
412197,2009-09-03 10:30:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,9,2009-09-03 15:30:00+00:00,-1 days +23:52:30.120000,-450
439303,2009-09-03 10:00:00,43.3235,-72.0411,Newbury,1.5,21.16,edi.498.1,9,2009-09-03 15:00:00+00:00,0 days 00:22:30.120000,1350
439304,2009-09-03 10:30:00,43.3235,-72.0411,Newbury,1.5,21.33,edi.498.1,9,2009-09-03 15:30:00+00:00,-1 days +23:52:30.120000,-450
471656,2009-09-03 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.34,edi.498.1,9,2009-09-03 15:00:00+00:00,0 days 00:22:30.120000,1350
471657,2009-09-03 10:30:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.17,edi.498.1,9,2009-09-03 15:30:00+00:00,-1 days +23:52:30.120000,-450
