,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
413972,2010-07-04 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.96,edi.498.1,7,2010-07-04 15:00:00+00:00,0 days 00:23:26.405000,1406
441079,2010-07-04 10:00:00,43.3235,-72.0411,Newbury,1.5,21.49,edi.498.1,7,2010-07-04 15:00:00+00:00,0 days 00:23:26.405000,1406
473432,2010-07-04 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.17,edi.498.1,7,2010-07-04 15:00:00+00:00,0 days 00:23:26.405000,1406
95282,2010-07-04 10:00:00,43.3913,-72.0576,loon,1.0,21.759999999999994,edi.499.2,7,2010-07-04 15:00:00+00:00,0 days 00:23:26.405000,1406
381619,2010-07-04 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.64,edi.498.1,7,2010-07-04 15:00:00+00:00,0 days 00:23:26.405000,1406
95283,2010-07-04 10:10:00,43.3913,-72.0576,loon,1.0,21.81000000000001,edi.499.2,7,2010-07-04 15:10:00+00:00,0 days 00:13:26.405000,806
95284,2010-07-04 10:20:00,43.3913,-72.0576,loon,1.0,21.84,edi.499.2,7,2010-07-04 15:20:00+00:00,0 days 00:03:26.405000,206
95285,2010-07-04 10:30:00,43.3913,-72.0576,loon,1.0,21.84,edi.499.2,7,2010-07-04 15:30:00+00:00,-1 days +23:53:26.405000,-394
95286,2010-07-04 10:40:00,43.3913,-72.0576,loon,1.0,21.9,edi.499.2,7,2010-07-04 15:40:00+00:00,-1 days +23:43:26.405000,-994
95287,2010-07-04 10:50:00,43.3913,-72.0576,loon,1.0,22.03,edi.499.2,7,2010-07-04 15:50:00+00:00,-1 days +23:33:26.405000,-1594
