,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
204652,2014-07-23 10:10:00,43.3913,-72.0576,loon,1.5,24.16,edi.499.2,7,2014-07-23 15:10:00+00:00,0 days 00:20:28.429000,1228
204653,2014-07-23 10:20:00,43.3913,-72.0576,loon,1.5,24.17,edi.499.2,7,2014-07-23 15:20:00+00:00,0 days 00:10:28.429000,628
204654,2014-07-23 10:30:00,43.3913,-72.0576,loon,1.5,24.19,edi.499.2,7,2014-07-23 15:30:00+00:00,0 days 00:00:28.429000,28
204655,2014-07-23 10:40:00,43.3913,-72.0576,loon,1.5,24.2,edi.499.2,7,2014-07-23 15:40:00+00:00,-1 days +23:50:28.429000,-572
204656,2014-07-23 10:50:00,43.3913,-72.0576,loon,1.5,24.22,edi.499.2,7,2014-07-23 15:50:00+00:00,-1 days +23:40:28.429000,-1172
204657,2014-07-23 11:00:00,43.3913,-72.0576,loon,1.5,24.23,edi.499.2,7,2014-07-23 16:00:00+00:00,-1 days +23:30:28.429000,-1772
393558,2014-07-23 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.2,23.49,edi.498.1,7,2014-07-23 16:00:00+00:00,-1 days +23:30:28.429000,-1772
425911,2014-07-23 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,24.18,edi.498.1,7,2014-07-23 16:00:00+00:00,-1 days +23:30:28.429000,-1772
453018,2014-07-23 11:00:00,43.3235,-72.0411,Newbury,1.4,23.16,edi.498.1,7,2014-07-23 16:00:00+00:00,-1 days +23:30:28.429000,-1772
479688,2014-07-23 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,25.17,edi.498.1,7,2014-07-23 16:00:00+00:00,-1 days +23:30:28.429000,-1772
