,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
202353,2014-07-07 10:10:00,43.3913,-72.0576,loon,1.5,21.479999999999997,edi.499.2,7,2014-07-07 15:10:00+00:00,0 days 00:20:25.204000,1225
202354,2014-07-07 10:20:00,43.3913,-72.0576,loon,1.5,21.47,edi.499.2,7,2014-07-07 15:20:00+00:00,0 days 00:10:25.204000,625
202355,2014-07-07 10:30:00,43.3913,-72.0576,loon,1.5,21.52,edi.499.2,7,2014-07-07 15:30:00+00:00,0 days 00:00:25.204000,25
202356,2014-07-07 10:40:00,43.3913,-72.0576,loon,1.5,21.55,edi.499.2,7,2014-07-07 15:40:00+00:00,-1 days +23:50:25.204000,-575
202357,2014-07-07 10:50:00,43.3913,-72.0576,loon,1.5,21.59,edi.499.2,7,2014-07-07 15:50:00+00:00,-1 days +23:40:25.204000,-1175
479304,2014-07-07 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.26,edi.498.1,7,2014-07-07 16:00:00+00:00,-1 days +23:30:25.204000,-1775
425527,2014-07-07 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,21.15,edi.498.1,7,2014-07-07 16:00:00+00:00,-1 days +23:30:25.204000,-1775
452634,2014-07-07 11:00:00,43.3235,-72.0411,Newbury,1.4,21.33,edi.498.1,7,2014-07-07 16:00:00+00:00,-1 days +23:30:25.204000,-1775
202358,2014-07-07 11:00:00,43.3913,-72.0576,loon,1.5,21.6,edi.499.2,7,2014-07-07 16:00:00+00:00,-1 days +23:30:25.204000,-1775
393174,2014-07-07 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.2,20.66,edi.498.1,7,2014-07-07 16:00:00+00:00,-1 days +23:30:25.204000,-1775
