,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
233928,2015-08-19 10:10:00,43.3913,-72.0576,loon,1.5,24.95,edi.499.2,8,2015-08-19 15:10:00+00:00,0 days 00:22:38.478000,1358
233929,2015-08-19 10:15:00,43.3913,-72.0576,loon,0.5,24.930999999999997,edi.499.2,8,2015-08-19 15:15:00+00:00,0 days 00:17:38.478000,1058
233930,2015-08-19 10:20:00,43.3913,-72.0576,loon,1.5,24.97,edi.499.2,8,2015-08-19 15:20:00+00:00,0 days 00:12:38.478000,758
233931,2015-08-19 10:30:00,43.3913,-72.0576,loon,0.5,24.930999999999997,edi.499.2,8,2015-08-19 15:30:00+00:00,0 days 00:02:38.478000,158
233932,2015-08-19 10:40:00,43.3913,-72.0576,loon,1.5,24.97,edi.499.2,8,2015-08-19 15:40:00+00:00,-1 days +23:52:38.478000,-442
233933,2015-08-19 10:45:00,43.3913,-72.0576,loon,0.5,24.835,edi.499.2,8,2015-08-19 15:45:00+00:00,-1 days +23:47:38.478000,-742
233934,2015-08-19 10:50:00,43.3913,-72.0576,loon,1.5,24.99,edi.499.2,8,2015-08-19 15:50:00+00:00,-1 days +23:42:38.478000,-1042
233935,2015-08-19 11:00:00,43.3913,-72.0576,loon,0.5,24.835,edi.499.2,8,2015-08-19 16:00:00+00:00,-1 days +23:32:38.478000,-1642
396891,2015-08-19 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,24.52,edi.498.1,8,2015-08-19 16:00:00+00:00,-1 days +23:32:38.478000,-1642
429244,2015-08-19 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,25.05,edi.498.1,8,2015-08-19 16:00:00+00:00,-1 days +23:32:38.478000,-1642
456351,2015-08-19 11:00:00,43.3235,-72.0411,Newbury,1.5,24.72,edi.498.1,8,2015-08-19 16:00:00+00:00,-1 days +23:32:38.478000,-1642
483021,2015-08-19 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.4,25.38,edi.498.1,8,2015-08-19 16:00:00+00:00,-1 days +23:32:38.478000,-1642
