,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
59901,2008-09-08 10:00:00,43.3913,-72.0576,loon,0.5,21.06,edi.499.2,9,2008-09-08 15:00:00+00:00,0 days 00:21:51.720000,1311
59902,2008-09-08 10:10:00,43.3913,-72.0576,loon,0.5,21.130000000000006,edi.499.2,9,2008-09-08 15:10:00+00:00,0 days 00:11:51.720000,711
59903,2008-09-08 10:20:00,43.3913,-72.0576,loon,0.5,21.16,edi.499.2,9,2008-09-08 15:20:00+00:00,0 days 00:01:51.720000,111
59904,2008-09-08 10:30:00,43.3913,-72.0576,loon,0.5,21.19,edi.499.2,9,2008-09-08 15:30:00+00:00,-1 days +23:51:51.720000,-489
59905,2008-09-08 10:40:00,43.3913,-72.0576,loon,0.5,21.14,edi.499.2,9,2008-09-08 15:40:00+00:00,-1 days +23:41:51.720000,-1089
59906,2008-09-08 10:50:00,43.3913,-72.0576,loon,0.5,21.130000000000006,edi.499.2,9,2008-09-08 15:50:00+00:00,-1 days +23:31:51.720000,-1689
374612,2008-09-08 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.97,edi.498.1,9,2008-09-08 15:00:00+00:00,0 days 00:21:51.720000,1311
406965,2008-09-08 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.96,edi.498.1,9,2008-09-08 15:00:00+00:00,0 days 00:21:51.720000,1311
434072,2008-09-08 10:00:00,43.3235,-72.0411,Newbury,1.5,20.99,edi.498.1,9,2008-09-08 15:00:00+00:00,0 days 00:21:51.720000,1311
466425,2008-09-08 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.34,edi.498.1,9,2008-09-08 15:00:00+00:00,0 days 00:21:51.720000,1311
