,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
495716,2018-07-02 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 15:10:00+00:00,0 days 00:22:15.711000,1335
495717,2018-07-02 10:10:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 15:10:00+00:00,0 days 00:22:15.711000,1335
495718,2018-07-02 10:10:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 15:10:00+00:00,0 days 00:22:15.711000,1335
302729,2018-07-02 10:10:00,43.3913,-72.0576,loon,0.85,23.69,edi.499.2,7,2018-07-02 15:10:00+00:00,0 days 00:22:15.711000,1335
302730,2018-07-02 10:15:00,43.3913,-72.0576,loon,0.25,23.46,edi.499.2,7,2018-07-02 15:15:00+00:00,0 days 00:17:15.711000,1035
495719,2018-07-02 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 15:20:00+00:00,0 days 00:12:15.711000,735
495720,2018-07-02 10:20:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 15:20:00+00:00,0 days 00:12:15.711000,735
495721,2018-07-02 10:20:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 15:20:00+00:00,0 days 00:12:15.711000,735
302731,2018-07-02 10:30:00,43.3913,-72.0576,loon,0.25,23.44,edi.499.2,7,2018-07-02 15:30:00+00:00,0 days 00:02:15.711000,135
495722,2018-07-02 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 15:30:00+00:00,0 days 00:02:15.711000,135
495723,2018-07-02 10:30:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 15:30:00+00:00,0 days 00:02:15.711000,135
495724,2018-07-02 10:30:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 15:30:00+00:00,0 days 00:02:15.711000,135
495726,2018-07-02 10:40:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 15:40:00+00:00,-1 days +23:52:15.711000,-465
495725,2018-07-02 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 15:40:00+00:00,-1 days +23:52:15.711000,-465
495727,2018-07-02 10:40:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 15:40:00+00:00,-1 days +23:52:15.711000,-465
302732,2018-07-02 10:45:00,43.3913,-72.0576,loon,0.25,23.4,edi.499.2,7,2018-07-02 15:45:00+00:00,-1 days +23:47:15.711000,-765
495730,2018-07-02 10:50:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 15:50:00+00:00,-1 days +23:42:15.711000,-1065
495729,2018-07-02 10:50:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 15:50:00+00:00,-1 days +23:42:15.711000,-1065
495728,2018-07-02 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 15:50:00+00:00,-1 days +23:42:15.711000,-1065
302733,2018-07-02 10:50:00,43.3913,-72.0576,loon,0.85,24.08,edi.499.2,7,2018-07-02 15:50:00+00:00,-1 days +23:42:15.711000,-1065
495732,2018-07-02 11:00:00,43.4096,-72.033,HerrickCove,0.1,23.68,edi.395.2,7,2018-07-02 16:00:00+00:00,-1 days +23:32:15.711000,-1665
495731,2018-07-02 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,7,2018-07-02 16:00:00+00:00,-1 days +23:32:15.711000,-1665
302734,2018-07-02 11:00:00,43.3913,-72.0576,loon,0.25,23.4,edi.499.2,7,2018-07-02 16:00:00+00:00,-1 days +23:32:15.711000,-1665
495733,2018-07-02 11:00:00,43.3436,-72.0595,StateBeach,0.1,23.39,edi.395.2,7,2018-07-02 16:00:00+00:00,-1 days +23:32:15.711000,-1665
