,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
15049,2016-10-24 10:15:00,43.3913,-72.0576,loon,1.5,13.845999999999998,edi.500.2,10,2016-10-24 15:15:00+00:00,0 days 00:18:14.718000,1094
15050,2016-10-24 10:30:00,43.3913,-72.0576,loon,1.5,13.845999999999998,edi.500.2,10,2016-10-24 15:30:00+00:00,0 days 00:03:14.718000,194
15051,2016-10-24 10:45:00,43.3913,-72.0576,loon,1.5,13.942,edi.500.2,10,2016-10-24 15:45:00+00:00,-1 days +23:48:14.718000,-706
15052,2016-10-24 11:00:00,43.3913,-72.0576,loon,1.5,13.942,edi.500.2,10,2016-10-24 16:00:00+00:00,-1 days +23:33:14.718000,-1606
268434,2016-10-24 10:10:00,43.3857,-72.0812,harbor,1.5,13.2,edi.499.2,10,2016-10-24 15:10:00+00:00,0 days 00:23:14.718000,1394
268435,2016-10-24 10:20:00,43.3857,-72.0812,harbor,1.5,13.14,edi.499.2,10,2016-10-24 15:20:00+00:00,0 days 00:13:14.718000,794
268436,2016-10-24 10:30:00,43.3857,-72.0812,harbor,1.5,13.11,edi.499.2,10,2016-10-24 15:30:00+00:00,0 days 00:03:14.718000,194
268437,2016-10-24 10:40:00,43.3857,-72.0812,harbor,1.5,13.11,edi.499.2,10,2016-10-24 15:40:00+00:00,-1 days +23:53:14.718000,-406
268438,2016-10-24 10:50:00,43.3857,-72.0812,harbor,1.5,13.11,edi.499.2,10,2016-10-24 15:50:00+00:00,-1 days +23:43:14.718000,-1006
268439,2016-10-24 11:00:00,43.3857,-72.0812,harbor,1.5,13.02,edi.499.2,10,2016-10-24 16:00:00+00:00,-1 days +23:33:14.718000,-1606
