,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
311944,2018-09-04 10:10:00,43.3913,-72.0576,loon,0.85,23.9,edi.499.2,9,2018-09-04 15:10:00+00:00,0 days 00:21:02.812000,1262
523144,2018-09-04 10:10:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 15:10:00+00:00,0 days 00:21:02.812000,1262
523143,2018-09-04 10:10:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 15:10:00+00:00,0 days 00:21:02.812000,1262
523142,2018-09-04 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 15:10:00+00:00,0 days 00:21:02.812000,1262
311945,2018-09-04 10:15:00,43.3913,-72.0576,loon,0.25,23.5,edi.499.2,9,2018-09-04 15:15:00+00:00,0 days 00:16:02.812000,962
523147,2018-09-04 10:20:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 15:20:00+00:00,0 days 00:11:02.812000,662
523146,2018-09-04 10:20:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 15:20:00+00:00,0 days 00:11:02.812000,662
523145,2018-09-04 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 15:20:00+00:00,0 days 00:11:02.812000,662
311946,2018-09-04 10:30:00,43.3913,-72.0576,loon,0.25,23.5,edi.499.2,9,2018-09-04 15:30:00+00:00,0 days 00:01:02.812000,62
523149,2018-09-04 10:30:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 15:30:00+00:00,0 days 00:01:02.812000,62
523150,2018-09-04 10:30:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 15:30:00+00:00,0 days 00:01:02.812000,62
523148,2018-09-04 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 15:30:00+00:00,0 days 00:01:02.812000,62
523153,2018-09-04 10:40:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 15:40:00+00:00,-1 days +23:51:02.812000,-538
523152,2018-09-04 10:40:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 15:40:00+00:00,-1 days +23:51:02.812000,-538
523151,2018-09-04 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 15:40:00+00:00,-1 days +23:51:02.812000,-538
311947,2018-09-04 10:45:00,43.3913,-72.0576,loon,0.25,23.5,edi.499.2,9,2018-09-04 15:45:00+00:00,-1 days +23:46:02.812000,-838
523155,2018-09-04 10:50:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 15:50:00+00:00,-1 days +23:41:02.812000,-1138
311948,2018-09-04 10:50:00,43.3913,-72.0576,loon,0.85,24.08,edi.499.2,9,2018-09-04 15:50:00+00:00,-1 days +23:41:02.812000,-1138
523154,2018-09-04 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 15:50:00+00:00,-1 days +23:41:02.812000,-1138
523156,2018-09-04 10:50:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 15:50:00+00:00,-1 days +23:41:02.812000,-1138
311949,2018-09-04 11:00:00,43.3913,-72.0576,loon,0.25,23.5,edi.499.2,9,2018-09-04 16:00:00+00:00,-1 days +23:31:02.812000,-1738
523159,2018-09-04 11:00:00,43.3436,-72.0595,StateBeach,0.1,23.58,edi.395.2,9,2018-09-04 16:00:00+00:00,-1 days +23:31:02.812000,-1738
523157,2018-09-04 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,23.97,edi.395.2,9,2018-09-04 16:00:00+00:00,-1 days +23:31:02.812000,-1738
523158,2018-09-04 11:00:00,43.4096,-72.033,HerrickCove,0.5,23.77,edi.395.2,9,2018-09-04 16:00:00+00:00,-1 days +23:31:02.812000,-1738
