,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
404833,2007-09-14 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,19.18,edi.498.1,9,2007-09-14 15:00:00+00:00,0 days 00:25:59.297000,1559
464293,2007-09-14 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,19.71,edi.498.1,9,2007-09-14 15:00:00+00:00,0 days 00:25:59.297000,1559
372480,2007-09-14 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,19.18,edi.498.1,9,2007-09-14 15:00:00+00:00,0 days 00:25:59.297000,1559
30169,2007-09-14 10:00:00,43.3913,-72.0576,loon,0.5,19.56,edi.499.2,9,2007-09-14 15:00:00+00:00,0 days 00:25:59.297000,1559
431940,2007-09-14 10:00:00,43.3235,-72.0411,Newbury,1.5,19.37,edi.498.1,9,2007-09-14 15:00:00+00:00,0 days 00:25:59.297000,1559
30170,2007-09-14 10:10:00,43.3913,-72.0576,loon,0.5,19.56,edi.499.2,9,2007-09-14 15:10:00+00:00,0 days 00:15:59.297000,959
30171,2007-09-14 10:20:00,43.3913,-72.0576,loon,0.5,19.62,edi.499.2,9,2007-09-14 15:20:00+00:00,0 days 00:05:59.297000,359
30172,2007-09-14 10:30:00,43.3913,-72.0576,loon,0.5,19.62,edi.499.2,9,2007-09-14 15:30:00+00:00,-1 days +23:55:59.297000,-241
30173,2007-09-14 10:40:00,43.3913,-72.0576,loon,0.5,19.62,edi.499.2,9,2007-09-14 15:40:00+00:00,-1 days +23:45:59.297000,-841
30174,2007-09-14 10:50:00,43.3913,-72.0576,loon,0.5,19.66,edi.499.2,9,2007-09-14 15:50:00+00:00,-1 days +23:35:59.297000,-1441
