,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
78358,2009-09-19 10:00:00,43.3913,-72.0576,loon,1.0,17.830000000000005,edi.499.2,9,2009-09-19 15:00:00+00:00,0 days 00:22:42.884000,1362
472424,2009-09-19 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,17.93,edi.498.1,9,2009-09-19 15:00:00+00:00,0 days 00:22:42.884000,1362
380611,2009-09-19 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,17.89,edi.498.1,9,2009-09-19 15:00:00+00:00,0 days 00:22:42.884000,1362
412964,2009-09-19 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,17.72,edi.498.1,9,2009-09-19 15:00:00+00:00,0 days 00:22:42.884000,1362
440071,2009-09-19 10:00:00,43.3235,-72.0411,Newbury,1.5,17.75,edi.498.1,9,2009-09-19 15:00:00+00:00,0 days 00:22:42.884000,1362
78359,2009-09-19 10:10:00,43.3913,-72.0576,loon,1.0,17.82,edi.499.2,9,2009-09-19 15:10:00+00:00,0 days 00:12:42.884000,762
78360,2009-09-19 10:20:00,43.3913,-72.0576,loon,1.0,17.830000000000005,edi.499.2,9,2009-09-19 15:20:00+00:00,0 days 00:02:42.884000,162
412965,2009-09-19 10:30:00,43.3446,-72.0438,SouthOfTheFells,1.5,17.88,edi.498.1,9,2009-09-19 15:30:00+00:00,-1 days +23:52:42.884000,-438
78361,2009-09-19 10:30:00,43.3913,-72.0576,loon,1.0,17.830000000000005,edi.499.2,9,2009-09-19 15:30:00+00:00,-1 days +23:52:42.884000,-438
440072,2009-09-19 10:30:00,43.3235,-72.0411,Newbury,1.5,17.75,edi.498.1,9,2009-09-19 15:30:00+00:00,-1 days +23:52:42.884000,-438
380612,2009-09-19 10:30:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,17.89,edi.498.1,9,2009-09-19 15:30:00+00:00,-1 days +23:52:42.884000,-438
472425,2009-09-19 10:30:00,43.4096,-72.0365,HerrickCoveSouth,1.5,17.77,edi.498.1,9,2009-09-19 15:30:00+00:00,-1 days +23:52:42.884000,-438
78362,2009-09-19 10:40:00,43.3913,-72.0576,loon,1.0,17.830000000000005,edi.499.2,9,2009-09-19 15:40:00+00:00,-1 days +23:42:42.884000,-1038
78363,2009-09-19 10:50:00,43.3913,-72.0576,loon,1.0,17.82,edi.499.2,9,2009-09-19 15:50:00+00:00,-1 days +23:32:42.884000,-1638
