,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
105650,2010-09-14 10:00:00,43.3913,-72.0576,loon,1.0,17.439999999999994,edi.499.2,9,2010-09-14 15:00:00+00:00,0 days 00:25:10.984000,1510
383347,2010-09-14 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,18.69,edi.498.1,9,2010-09-14 15:00:00+00:00,0 days 00:25:10.984000,1510
415700,2010-09-14 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,18.69,edi.498.1,9,2010-09-14 15:00:00+00:00,0 days 00:25:10.984000,1510
475160,2010-09-14 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,19.06,edi.498.1,9,2010-09-14 15:00:00+00:00,0 days 00:25:10.984000,1510
442807,2010-09-14 10:00:00,43.3235,-72.0411,Newbury,1.5,18.72,edi.498.1,9,2010-09-14 15:00:00+00:00,0 days 00:25:10.984000,1510
105651,2010-09-14 10:10:00,43.3913,-72.0576,loon,1.0,17.459999999999994,edi.499.2,9,2010-09-14 15:10:00+00:00,0 days 00:15:10.984000,910
105652,2010-09-14 10:20:00,43.3913,-72.0576,loon,1.0,17.5,edi.499.2,9,2010-09-14 15:20:00+00:00,0 days 00:05:10.984000,310
105653,2010-09-14 10:30:00,43.3913,-72.0576,loon,1.0,17.52,edi.499.2,9,2010-09-14 15:30:00+00:00,-1 days +23:55:10.984000,-290
105654,2010-09-14 10:40:00,43.3913,-72.0576,loon,1.0,17.47,edi.499.2,9,2010-09-14 15:40:00+00:00,-1 days +23:45:10.984000,-890
105655,2010-09-14 10:50:00,43.3913,-72.0576,loon,1.0,17.5,edi.499.2,9,2010-09-14 15:50:00+00:00,-1 days +23:35:10.984000,-1490
