,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
92978,2010-06-18 10:00:00,43.3913,-72.0576,loon,1.0,17.779999999999994,edi.499.2,6,2010-06-18 15:00:00+00:00,0 days 00:23:31.122000,1411
92979,2010-06-18 10:10:00,43.3913,-72.0576,loon,1.0,17.89,edi.499.2,6,2010-06-18 15:10:00+00:00,0 days 00:13:31.122000,811
92980,2010-06-18 10:20:00,43.3913,-72.0576,loon,1.0,17.959999999999994,edi.499.2,6,2010-06-18 15:20:00+00:00,0 days 00:03:31.122000,211
92981,2010-06-18 10:30:00,43.3913,-72.0576,loon,1.0,18.08,edi.499.2,6,2010-06-18 15:30:00+00:00,-1 days +23:53:31.122000,-389
92982,2010-06-18 10:40:00,43.3913,-72.0576,loon,1.0,18.14,edi.499.2,6,2010-06-18 15:40:00+00:00,-1 days +23:43:31.122000,-989
92983,2010-06-18 10:50:00,43.3913,-72.0576,loon,1.0,18.24,edi.499.2,6,2010-06-18 15:50:00+00:00,-1 days +23:33:31.122000,-1589
381235,2010-06-18 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,17.24,edi.498.1,6,2010-06-18 15:00:00+00:00,0 days 00:23:31.122000,1411
413588,2010-06-18 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,17.41,edi.498.1,6,2010-06-18 15:00:00+00:00,0 days 00:23:31.122000,1411
440695,2010-06-18 10:00:00,43.3235,-72.0411,Newbury,1.5,17.43,edi.498.1,6,2010-06-18 15:00:00+00:00,0 days 00:23:31.122000,1411
473048,2010-06-18 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,17.77,edi.498.1,6,2010-06-18 15:00:00+00:00,0 days 00:23:31.122000,1411
