,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
57597,2008-08-23 10:00:00,43.3913,-72.0576,loon,0.5,22.03,edi.499.2,8,2008-08-23 15:00:00+00:00,0 days 00:21:59.571000,1319
57598,2008-08-23 10:10:00,43.3913,-72.0576,loon,0.5,22.110000000000007,edi.499.2,8,2008-08-23 15:10:00+00:00,0 days 00:11:59.571000,719
57599,2008-08-23 10:20:00,43.3913,-72.0576,loon,0.5,22.25,edi.499.2,8,2008-08-23 15:20:00+00:00,0 days 00:01:59.571000,119
57600,2008-08-23 10:30:00,43.3913,-72.0576,loon,0.5,22.22,edi.499.2,8,2008-08-23 15:30:00+00:00,-1 days +23:51:59.571000,-481
57601,2008-08-23 10:40:00,43.3913,-72.0576,loon,0.5,22.130000000000006,edi.499.2,8,2008-08-23 15:40:00+00:00,-1 days +23:41:59.571000,-1081
57602,2008-08-23 10:50:00,43.3913,-72.0576,loon,0.5,22.19,edi.499.2,8,2008-08-23 15:50:00+00:00,-1 days +23:31:59.571000,-1681
374228,2008-08-23 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.630000000000006,edi.498.1,8,2008-08-23 15:00:00+00:00,0 days 00:21:59.571000,1319
406581,2008-08-23 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,21.79,edi.498.1,8,2008-08-23 15:00:00+00:00,0 days 00:21:59.571000,1319
433688,2008-08-23 10:00:00,43.3235,-72.0411,Newbury,1.5,20.99,edi.498.1,8,2008-08-23 15:00:00+00:00,0 days 00:21:59.571000,1319
466041,2008-08-23 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.17,edi.498.1,8,2008-08-23 15:00:00+00:00,0 days 00:21:59.571000,1319
