,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
414164,2010-07-12 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,23.98,edi.498.1,7,2010-07-12 15:00:00+00:00,0 days 00:25:06.782000,1506
96434,2010-07-12 10:00:00,43.3913,-72.0576,loon,1.0,24.919999999999995,edi.499.2,7,2010-07-12 15:00:00+00:00,0 days 00:25:06.782000,1506
473624,2010-07-12 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,25.24,edi.498.1,7,2010-07-12 15:00:00+00:00,0 days 00:25:06.782000,1506
441271,2010-07-12 10:00:00,43.3235,-72.0411,Newbury,1.5,23.68,edi.498.1,7,2010-07-12 15:00:00+00:00,0 days 00:25:06.782000,1506
381811,2010-07-12 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,25.04,edi.498.1,7,2010-07-12 15:00:00+00:00,0 days 00:25:06.782000,1506
96435,2010-07-12 10:10:00,43.3913,-72.0576,loon,1.0,24.979999999999997,edi.499.2,7,2010-07-12 15:10:00+00:00,0 days 00:15:06.782000,906
96436,2010-07-12 10:20:00,43.3913,-72.0576,loon,1.0,25.08,edi.499.2,7,2010-07-12 15:20:00+00:00,0 days 00:05:06.782000,306
96437,2010-07-12 10:30:00,43.3913,-72.0576,loon,1.0,25.15000000000001,edi.499.2,7,2010-07-12 15:30:00+00:00,-1 days +23:55:06.782000,-294
96438,2010-07-12 10:40:00,43.3913,-72.0576,loon,1.0,25.12,edi.499.2,7,2010-07-12 15:40:00+00:00,-1 days +23:45:06.782000,-894
96439,2010-07-12 10:50:00,43.3913,-72.0576,loon,1.0,25.23,edi.499.2,7,2010-07-12 15:50:00+00:00,-1 days +23:35:06.782000,-1494
