,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
206951,2014-08-08 10:10:00,43.3913,-72.0576,loon,1.5,22.99,edi.499.2,8,2014-08-08 15:10:00+00:00,0 days 00:20:33.104000,1233
206952,2014-08-08 10:20:00,43.3913,-72.0576,loon,0.5,22.79,edi.499.2,8,2014-08-08 15:20:00+00:00,0 days 00:10:33.104000,633
206953,2014-08-08 10:30:00,43.3913,-72.0576,loon,0.5,22.85,edi.499.2,8,2014-08-08 15:30:00+00:00,0 days 00:00:33.104000,33
206954,2014-08-08 10:40:00,43.3913,-72.0576,loon,1.5,23.05,edi.499.2,8,2014-08-08 15:40:00+00:00,-1 days +23:50:33.104000,-567
206955,2014-08-08 10:50:00,43.3913,-72.0576,loon,0.5,22.919999999999995,edi.499.2,8,2014-08-08 15:50:00+00:00,-1 days +23:40:33.104000,-1167
206956,2014-08-08 11:00:00,43.3913,-72.0576,loon,0.5,22.919999999999995,edi.499.2,8,2014-08-08 16:00:00+00:00,-1 days +23:30:33.104000,-1767
453402,2014-08-08 11:00:00,43.3235,-72.0411,Newbury,1.4,22.66,edi.498.1,8,2014-08-08 16:00:00+00:00,-1 days +23:30:33.104000,-1767
480072,2014-08-08 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.59,edi.498.1,8,2014-08-08 16:00:00+00:00,-1 days +23:30:33.104000,-1767
393942,2014-08-08 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.2,22.14,edi.498.1,8,2014-08-08 16:00:00+00:00,-1 days +23:30:33.104000,-1767
426295,2014-08-08 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,22.48,edi.498.1,8,2014-08-08 16:00:00+00:00,-1 days +23:30:33.104000,-1767
