,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
209251,2014-08-24 10:10:00,43.3913,-72.0576,loon,1.5,21.08,edi.499.2,8,2014-08-24 15:10:00+00:00,0 days 00:20:30.714000,1230
209252,2014-08-24 10:20:00,43.3913,-72.0576,loon,0.5,20.97,edi.499.2,8,2014-08-24 15:20:00+00:00,0 days 00:10:30.714000,630
209253,2014-08-24 10:30:00,43.3913,-72.0576,loon,0.5,20.97,edi.499.2,8,2014-08-24 15:30:00+00:00,0 days 00:00:30.714000,30
209254,2014-08-24 10:40:00,43.3913,-72.0576,loon,1.5,21.130000000000006,edi.499.2,8,2014-08-24 15:40:00+00:00,-1 days +23:50:30.714000,-570
209255,2014-08-24 10:50:00,43.3913,-72.0576,loon,0.5,21.03,edi.499.2,8,2014-08-24 15:50:00+00:00,-1 days +23:40:30.714000,-1170
209256,2014-08-24 11:00:00,43.3913,-72.0576,loon,0.5,21.09,edi.499.2,8,2014-08-24 16:00:00+00:00,-1 days +23:30:30.714000,-1770
394326,2014-08-24 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.2,20.82,edi.498.1,8,2014-08-24 16:00:00+00:00,-1 days +23:30:30.714000,-1770
426679,2014-08-24 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,20.17,edi.498.1,8,2014-08-24 16:00:00+00:00,-1 days +23:30:30.714000,-1770
453786,2014-08-24 11:00:00,43.3235,-72.0411,Newbury,1.4,20.02,edi.498.1,8,2014-08-24 16:00:00+00:00,-1 days +23:30:30.714000,-1770
480456,2014-08-24 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,20.6,edi.498.1,8,2014-08-24 16:00:00+00:00,-1 days +23:30:30.714000,-1770
