,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
98738,2010-07-28 10:00:00,43.3913,-72.0576,loon,1.0,22.779999999999994,edi.499.2,7,2010-07-28 15:00:00+00:00,0 days 00:25:07.057000,1507
98739,2010-07-28 10:10:00,43.3913,-72.0576,loon,1.0,22.830000000000005,edi.499.2,7,2010-07-28 15:10:00+00:00,0 days 00:15:07.057000,907
98740,2010-07-28 10:20:00,43.3913,-72.0576,loon,1.0,22.84,edi.499.2,7,2010-07-28 15:20:00+00:00,0 days 00:05:07.057000,307
98741,2010-07-28 10:30:00,43.3913,-72.0576,loon,1.0,22.87,edi.499.2,7,2010-07-28 15:30:00+00:00,-1 days +23:55:07.057000,-293
98742,2010-07-28 10:40:00,43.3913,-72.0576,loon,1.0,22.9,edi.499.2,7,2010-07-28 15:40:00+00:00,-1 days +23:45:07.057000,-893
98743,2010-07-28 10:50:00,43.3913,-72.0576,loon,1.0,22.979999999999997,edi.499.2,7,2010-07-28 15:50:00+00:00,-1 days +23:35:07.057000,-1493
382195,2010-07-28 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,22.630000000000006,edi.498.1,7,2010-07-28 15:00:00+00:00,0 days 00:25:07.057000,1507
414548,2010-07-28 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,23.3,edi.498.1,7,2010-07-28 15:00:00+00:00,0 days 00:25:07.057000,1507
441655,2010-07-28 10:00:00,43.3235,-72.0411,Newbury,1.5,23.51,edi.498.1,7,2010-07-28 15:00:00+00:00,0 days 00:25:07.057000,1507
474008,2010-07-28 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,23.68,edi.498.1,7,2010-07-28 15:00:00+00:00,0 days 00:25:07.057000,1507
