,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
303880,2018-07-10 10:10:00,43.3913,-72.0576,loon,0.85,24.16,edi.499.2,7,2018-07-10 15:10:00+00:00,0 days 00:22:01.766000,1321
303881,2018-07-10 10:15:00,43.3913,-72.0576,loon,0.25,23.86,edi.499.2,7,2018-07-10 15:15:00+00:00,0 days 00:17:01.766000,1021
303882,2018-07-10 10:30:00,43.3913,-72.0576,loon,0.25,23.84,edi.499.2,7,2018-07-10 15:30:00+00:00,0 days 00:02:01.766000,121
303883,2018-07-10 10:45:00,43.3913,-72.0576,loon,0.25,23.82,edi.499.2,7,2018-07-10 15:45:00+00:00,-1 days +23:47:01.766000,-779
303884,2018-07-10 10:50:00,43.3913,-72.0576,loon,0.85,24.29,edi.499.2,7,2018-07-10 15:50:00+00:00,-1 days +23:42:01.766000,-1079
303885,2018-07-10 11:00:00,43.3913,-72.0576,loon,0.25,23.82,edi.499.2,7,2018-07-10 16:00:00+00:00,-1 days +23:32:01.766000,-1679
499091,2018-07-10 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,24.35,edi.395.2,7,2018-07-10 15:10:00+00:00,0 days 00:22:01.766000,1321
499092,2018-07-10 10:10:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 15:10:00+00:00,0 days 00:22:01.766000,1321
499093,2018-07-10 10:10:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 15:10:00+00:00,0 days 00:22:01.766000,1321
499094,2018-07-10 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.2,7,2018-07-10 15:20:00+00:00,0 days 00:12:01.766000,721
499095,2018-07-10 10:20:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 15:20:00+00:00,0 days 00:12:01.766000,721
499096,2018-07-10 10:20:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 15:20:00+00:00,0 days 00:12:01.766000,721
499097,2018-07-10 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.2,7,2018-07-10 15:30:00+00:00,0 days 00:02:01.766000,121
499098,2018-07-10 10:30:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 15:30:00+00:00,0 days 00:02:01.766000,121
499099,2018-07-10 10:30:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 15:30:00+00:00,0 days 00:02:01.766000,121
499100,2018-07-10 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.2,7,2018-07-10 15:40:00+00:00,-1 days +23:52:01.766000,-479
499101,2018-07-10 10:40:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 15:40:00+00:00,-1 days +23:52:01.766000,-479
499102,2018-07-10 10:40:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 15:40:00+00:00,-1 days +23:52:01.766000,-479
499103,2018-07-10 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.2,7,2018-07-10 15:50:00+00:00,-1 days +23:42:01.766000,-1079
499104,2018-07-10 10:50:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 15:50:00+00:00,-1 days +23:42:01.766000,-1079
499105,2018-07-10 10:50:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 15:50:00+00:00,-1 days +23:42:01.766000,-1079
499106,2018-07-10 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.2,7,2018-07-10 16:00:00+00:00,-1 days +23:32:01.766000,-1679
499107,2018-07-10 11:00:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.2,7,2018-07-10 16:00:00+00:00,-1 days +23:32:01.766000,-1679
499108,2018-07-10 11:00:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.2,7,2018-07-10 16:00:00+00:00,-1 days +23:32:01.766000,-1679
