,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
156389,2012-08-02 10:00:00,43.3913,-72.0576,loon,0.5,24.1,edi.499.2,8,2012-08-02 15:00:00+00:00,0 days 00:27:51.683000,1671
447366,2012-08-02 10:00:00,43.3235,-72.0411,Newbury,1.2,23.16,edi.498.1,8,2012-08-02 15:00:00+00:00,0 days 00:27:51.683000,1671
387906,2012-08-02 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,23.66,edi.498.1,8,2012-08-02 15:00:00+00:00,0 days 00:27:51.683000,1671
477029,2012-08-02 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,24.21,edi.498.1,8,2012-08-02 15:00:00+00:00,0 days 00:27:51.683000,1671
420259,2012-08-02 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,23.3,edi.498.1,8,2012-08-02 15:00:00+00:00,0 days 00:27:51.683000,1671
156390,2012-08-02 10:10:00,43.3913,-72.0576,loon,0.5,24.04,edi.499.2,8,2012-08-02 15:10:00+00:00,0 days 00:17:51.683000,1071
156391,2012-08-02 10:20:00,43.3913,-72.0576,loon,0.5,24.1,edi.499.2,8,2012-08-02 15:20:00+00:00,0 days 00:07:51.683000,471
156392,2012-08-02 10:30:00,43.3913,-72.0576,loon,0.5,24.1,edi.499.2,8,2012-08-02 15:30:00+00:00,-1 days +23:57:51.683000,-129
156393,2012-08-02 10:40:00,43.3913,-72.0576,loon,0.5,24.17,edi.499.2,8,2012-08-02 15:40:00+00:00,-1 days +23:47:51.683000,-729
156394,2012-08-02 10:50:00,43.3913,-72.0576,loon,0.5,24.23,edi.499.2,8,2012-08-02 15:50:00+00:00,-1 days +23:37:51.683000,-1329
