,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
103346,2010-08-29 10:00:00,43.3913,-72.0576,loon,1.0,20.67,edi.499.2,8,2010-08-29 15:00:00+00:00,0 days 00:25:09.772000,1509
103347,2010-08-29 10:10:00,43.3913,-72.0576,loon,1.0,20.759999999999994,edi.499.2,8,2010-08-29 15:10:00+00:00,0 days 00:15:09.772000,909
103348,2010-08-29 10:20:00,43.3913,-72.0576,loon,1.0,20.84,edi.499.2,8,2010-08-29 15:20:00+00:00,0 days 00:05:09.772000,309
103349,2010-08-29 10:30:00,43.3913,-72.0576,loon,1.0,20.82,edi.499.2,8,2010-08-29 15:30:00+00:00,-1 days +23:55:09.772000,-291
103350,2010-08-29 10:40:00,43.3913,-72.0576,loon,1.0,20.779999999999994,edi.499.2,8,2010-08-29 15:40:00+00:00,-1 days +23:45:09.772000,-891
103351,2010-08-29 10:50:00,43.3913,-72.0576,loon,1.0,20.759999999999994,edi.499.2,8,2010-08-29 15:50:00+00:00,-1 days +23:35:09.772000,-1491
382963,2010-08-29 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.48,edi.498.1,8,2010-08-29 15:00:00+00:00,0 days 00:25:09.772000,1509
415316,2010-08-29 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,8,2010-08-29 15:00:00+00:00,0 days 00:25:09.772000,1509
442423,2010-08-29 10:00:00,43.3235,-72.0411,Newbury,1.5,20.99,edi.498.1,8,2010-08-29 15:00:00+00:00,0 days 00:25:09.772000,1509
474776,2010-08-29 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.34,edi.498.1,8,2010-08-29 15:00:00+00:00,0 days 00:25:09.772000,1509
