,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
475877,2012-06-15 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,18.9,edi.498.1,6,2012-06-15 15:00:00+00:00,0 days 00:27:19.031000,1639
386754,2012-06-15 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,19.34,edi.498.1,6,2012-06-15 15:00:00+00:00,0 days 00:27:19.031000,1639
446214,2012-06-15 10:00:00,43.3235,-72.0411,Newbury,1.2,19.37,edi.498.1,6,2012-06-15 15:00:00+00:00,0 days 00:27:19.031000,1639
419107,2012-06-15 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,19.02,edi.498.1,6,2012-06-15 15:00:00+00:00,0 days 00:27:19.031000,1639
149484,2012-06-15 10:00:00,43.3913,-72.0576,loon,0.5,19.58,edi.499.2,6,2012-06-15 15:00:00+00:00,0 days 00:27:19.031000,1639
149485,2012-06-15 10:10:00,43.3913,-72.0576,loon,0.5,19.52,edi.499.2,6,2012-06-15 15:10:00+00:00,0 days 00:17:19.031000,1039
149486,2012-06-15 10:20:00,43.3913,-72.0576,loon,0.5,19.459999999999994,edi.499.2,6,2012-06-15 15:20:00+00:00,0 days 00:07:19.031000,439
149487,2012-06-15 10:30:00,43.3913,-72.0576,loon,0.5,19.459999999999994,edi.499.2,6,2012-06-15 15:30:00+00:00,-1 days +23:57:19.031000,-161
149488,2012-06-15 10:40:00,43.3913,-72.0576,loon,0.5,19.459999999999994,edi.499.2,6,2012-06-15 15:40:00+00:00,-1 days +23:47:19.031000,-761
149489,2012-06-15 10:50:00,43.3913,-72.0576,loon,0.5,19.459999999999994,edi.499.2,6,2012-06-15 15:50:00+00:00,-1 days +23:37:19.031000,-1361
