,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
310792,2018-08-27 10:10:00,43.3913,-72.0576,loon,0.85,23.54,edi.499.2,8,2018-08-27 15:10:00+00:00,0 days 00:22:25.308000,1345
310793,2018-08-27 10:15:00,43.3913,-72.0576,loon,0.25,23.14,edi.499.2,8,2018-08-27 15:15:00+00:00,0 days 00:17:25.308000,1045
310794,2018-08-27 10:30:00,43.3913,-72.0576,loon,0.25,23.12,edi.499.2,8,2018-08-27 15:30:00+00:00,0 days 00:02:25.308000,145
310795,2018-08-27 10:45:00,43.3913,-72.0576,loon,0.25,23.12,edi.499.2,8,2018-08-27 15:45:00+00:00,-1 days +23:47:25.308000,-755
310796,2018-08-27 10:50:00,43.3913,-72.0576,loon,0.85,23.7,edi.499.2,8,2018-08-27 15:50:00+00:00,-1 days +23:42:25.308000,-1055
310797,2018-08-27 11:00:00,43.3913,-72.0576,loon,0.25,23.12,edi.499.2,8,2018-08-27 16:00:00+00:00,-1 days +23:32:25.308000,-1655
519717,2018-08-27 10:10:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 15:10:00+00:00,0 days 00:22:25.308000,1345
519718,2018-08-27 10:10:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 15:10:00+00:00,0 days 00:22:25.308000,1345
519719,2018-08-27 10:10:00,43.3436,-72.0595,StateBeach,0.1,22.81,edi.395.2,8,2018-08-27 15:10:00+00:00,0 days 00:22:25.308000,1345
519720,2018-08-27 10:20:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 15:20:00+00:00,0 days 00:12:25.308000,745
519721,2018-08-27 10:20:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 15:20:00+00:00,0 days 00:12:25.308000,745
519722,2018-08-27 10:20:00,43.3436,-72.0595,StateBeach,0.1,22.81,edi.395.2,8,2018-08-27 15:20:00+00:00,0 days 00:12:25.308000,745
519723,2018-08-27 10:30:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 15:30:00+00:00,0 days 00:02:25.308000,145
519724,2018-08-27 10:30:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 15:30:00+00:00,0 days 00:02:25.308000,145
519725,2018-08-27 10:30:00,43.3436,-72.0595,StateBeach,0.1,22.72,edi.395.2,8,2018-08-27 15:30:00+00:00,0 days 00:02:25.308000,145
519726,2018-08-27 10:40:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 15:40:00+00:00,-1 days +23:52:25.308000,-455
519727,2018-08-27 10:40:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 15:40:00+00:00,-1 days +23:52:25.308000,-455
519728,2018-08-27 10:40:00,43.3436,-72.0595,StateBeach,0.1,22.72,edi.395.2,8,2018-08-27 15:40:00+00:00,-1 days +23:52:25.308000,-455
519729,2018-08-27 10:50:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 15:50:00+00:00,-1 days +23:42:25.308000,-1055
519730,2018-08-27 10:50:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 15:50:00+00:00,-1 days +23:42:25.308000,-1055
519731,2018-08-27 10:50:00,43.3436,-72.0595,StateBeach,0.1,22.72,edi.395.2,8,2018-08-27 15:50:00+00:00,-1 days +23:42:25.308000,-1055
519732,2018-08-27 11:00:00,43.4288,-72.0675,GeorgesMills,0.5,23.77,edi.395.2,8,2018-08-27 16:00:00+00:00,-1 days +23:32:25.308000,-1655
519733,2018-08-27 11:00:00,43.4096,-72.033,HerrickCove,1.0,24.16,edi.395.2,8,2018-08-27 16:00:00+00:00,-1 days +23:32:25.308000,-1655
519734,2018-08-27 11:00:00,43.3436,-72.0595,StateBeach,0.1,22.81,edi.395.2,8,2018-08-27 16:00:00+00:00,-1 days +23:32:25.308000,-1655
