,system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,.geo,landsat_time_utc,scene,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
45,1_2_1_LE07_013030_20110715,132.33632,16.0,61.469967,0.977941145456293,1.0164593,40739.64334351852,1310743584880.0,0.8646664724730556,14842,12.449196590492337,26.911464269125226,19.914332404728142,19.757848972017342,18.701719448160773,0.5575778294546319,28.530033111572266,40739.75,1310752800000,2.139999389648437,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-15 15:26:24.880000+00:00,LE07_013030_20110715,23.42,0.39623225512317817,0.8111111111111111,0.46755867130351786,23.23,9.0,,,,,24.38,24.38,,1.0,23.49,23.49,,1.0,23.65,23.65,,1.0,23.200000000000003,23.209999999999997,0.048989794855661954,6.0,,,,,,,,,,,,,,,,
46,1_2_1_LE07_013030_20110731,135.80113,12.0,58.693363,0.977941145456293,1.0150965,40755.64330474537,1312125981530.0,0.8854646082143898,15199,12.051143289286909,26.41453543243452,20.96153846323961,20.805279539170563,20.28277946712528,0.4793514129255048,31.30663681030273,40755.75,1312135200000,2.1899993896484378,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-07-31 15:26:21.530000+00:00,LE07_013030_20110731,24.055555555555557,0.11303883305208802,0.8111111111111111,0.46755867130351786,24.04,9.0,,,,,24.2,24.2,,1.0,24.18,24.18,,1.0,23.82,23.82,,1.0,24.04,24.05,0.0451663591625463,6.0,,,,,,,,,,,,,,,,
47,1_1_2_1_LT05_013030_20111011,156.32689,1.0,36.93492,0.977941145456293,0.9983227,40827.63954097222,1318346456340.0,1.0,17165,4.877183353459047,17.03019533259409,13.929980022441477,13.784560938849802,13.313487946079338,0.3081185038070373,53.06507873535156,40827.75,1318356000000,1.1399993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-10-11 15:20:56.340000+00:00,LT05_013030_20111011,16.54,0.024494897427832712,0.5,0.0,16.55,6.0,,,,,,,,,,,,,,,,,16.55,16.540000000000003,0.02449489742783255,6.0,,,,,,,,,,,,,,,,
48,1_2_1_LE07_013030_20111104,161.45084,16.0,29.457754,0.977941145456293,0.9917652,40851.64327418982,1320420378890.0,0.7687154092630353,13195,20.07826066648329,8.163775312810552,7.159821918491313,7.580411477763485,-4.184730111565745,1.12552609194508,60.54224586486816,40851.75,1320429600000,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-11-04 15:26:18.890000+00:00,LE07_013030_20111104,10.270000000000001,0.01788854381999853,1.5,0.0,10.265,6.0,,,,,,,,,,,,,,,,,,,,,10.265,10.27,0.01788854381999869,6.0,,,,,,,,,,,,
49,1_1_2_1_LT05_013030_20111112,160.39133,32.0,26.826258,0.977941145456293,0.9898324,40859.639191319446,1321111226130.0,0.9846198660064084,16901,9.064928030681626,6.504293702711168,5.56353571921164,5.496304110823524,0.8374392238438518,0.659987439384172,63.17374229431152,40859.75,1321120800000,1.0600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}",2011-11-12 15:20:26.130000+00:00,LT05_013030_20111112,9.473333333333334,0.005163977794943112,1.5,0.0,9.47,6.0,,,,,,,,,,,,,,,,,,,,,9.47,9.473333333333334,0.00516397779494325,6.0,,,,,,,,,,,,
50,1_2_1_LE07_013030_20120615,132.6231,0.0,63.820877,0.977941145456293,1.0158358,41075.64397025463,1339774039030.0,0.8745120885522867,15011,8.394784845007601,23.376081968484907,17.609973595405958,17.635067550960517,16.02008620976877,0.7093933720649176,26.179122924804688,41075.75,1339783200000,1.1899993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-06-15 15:27:19.030000+00:00,LE07_013030_20120615,19.357,0.2215124777022225,0.82,0.42110964526276684,19.459999999999997,10.0,18.9,18.9,,1.0,19.37,19.37,,1.0,19.34,19.34,,1.0,19.02,19.02,,1.0,19.459999999999997,19.49,0.050199601592042946,6.0,,,,,,,,,,,,,,,,
51,1_2_1_LE07_013030_20120818,142.40648,36.0,54.526978,0.977941145456293,1.0121038,41139.64448888889,1345303683840.0,0.4901252548791144,8413,12.76540804277204,23.8871195415458,20.156889228810527,20.27946267498559,14.382092170034124,0.6435891981566483,35.4730224609375,41139.75,1345312800000,1.470001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-08-18 15:28:03.840000+00:00,LE07_013030_20120818,24.284,0.239731331100278,0.82,0.42110964526276684,24.35,10.0,24.72,24.72,,1.0,24.02,24.02,,1.0,23.83,23.83,,1.0,24.16,24.16,,1.0,24.35,24.35166666666667,0.041190613817549813,6.0,,,,,,,,,,,,,,,,
52,1_2_1_LE07_013030_20120903,147.98201,1.0,49.956173,0.977941145456293,1.0085604,41155.64460613426,1346686093970.0,0.8922225458782406,15315,6.658369375165382,22.357876556236803,18.92683989563575,18.701302281434604,18.169872554227503,0.4035912100174086,40.043827056884766,41155.75,1346695200000,1.9899993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-03 15:28:13.970000+00:00,LE07_013030_20120903,22.331,0.22308194807190404,0.82,0.42110964526276684,22.41,10.0,22.34,22.34,,1.0,22.16,22.16,,1.0,21.97,21.97,,1.0,21.96,21.96,,1.0,22.5,22.48,0.05899152481501184,6.0,,,,,,,,,,,,,,,,
53,1_2_1_LE07_013030_20120919,153.18295,9.0,44.786755,0.977941145456293,1.0043688,41171.644696296295,1348068501760.0,0.8697349257209438,14929,29.59290132490888,19.75312862596388,16.50606327188835,16.560550924798793,9.321023648070485,0.5695744954176396,45.2132453918457,41171.75,1348077600000,0.479998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-09-19 15:28:21.760000+00:00,LE07_013030_20120919,19.255,0.2554842895800492,0.82,0.42110964526276684,19.259999999999994,10.0,19.87,19.87,,1.0,18.88,18.88,,1.0,19.34,19.34,,1.0,19.02,19.02,,1.0,19.259999999999994,19.239999999999995,0.030983866769656816,6.0,,,,,,,,,,,,,,,,
54,1_2_1_LE07_013030_20121106,162.29822,0.0,28.780134,0.977941145456293,0.9910839,41219.64495046296,1352215723720.0,0.8895426740460239,15269,5.676976626601308,9.32101604741945,7.614098627080948,7.580398109016567,0.9384061235108836,0.9596373452700692,61.2198657989502,41219.75,1352224800000,0.5399993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-06 15:28:43.720000+00:00,LE07_013030_20121106,10.923333333333332,0.031411250638372815,1.5,0.0,10.915,6.0,,,,,,,,,,,,,,,,,,,,,10.915,10.923333333333334,0.03141125063837307,6.0,,,,,,,,,,,,
55,1_2_1_LE07_013030_20121122,162.69164,0.0,24.671196,0.977941145456293,0.9875474,41235.64505775463,1353598132990.0,0.8929799009612583,15328,3.880251800122644,6.993629475133354,5.126860210722824,5.214129149687687,2.178546880199342,0.3922578186512008,65.32880401611328,41235.75,1353607200000,1.0399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}",2012-11-22 15:28:52.990000+00:00,LE07_013030_20121122,7.848333333333333,0.013291601358251264,1.5,0.0,7.85,6.0,,,,,,,,,,,,,,,,,,,,,7.85,7.848333333333333,0.013291601358251455,6.0,,,,,,,,,,,,
56,1_2_1_LE07_013030_20130501,143.24661,0.0,57.49223,0.977941145456293,1.0076833,41395.64500474537,1367422128410.0,0.8626856976405476,14808,2.476443235382807,23.378799456012327,10.924026521414902,11.033233199322932,6.993193645253753,1.932911590317013,32.50777053833008,41395.75,1367431200000,1.55,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-01 15:28:48.410000+00:00,LE07_013030_20130501,9.451666666666668,0.12718752559377317,1.5,0.0,9.44,6.0,,,,,,,,,,,,,,,,,,,,,9.44,9.451666666666666,0.1271875255937723,6.0,,,,,,,,,,,,
57,1_2_1_LE07_013030_20130517,139.53268,34.0,61.252213,0.977941145456293,1.011393,41411.644977083335,1368804526020.0,0.4812700262161375,8261,6.3139246213016165,17.099080654776674,10.08183971741677,9.894779149272845,5.810686391685565,0.8270034888375921,28.747787475585938,41411.75,1368813600000,1.020001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-05-17 15:28:46.020000+00:00,LE07_013030_20130517,11.86,0.03286335345031024,0.5,0.0,11.86,6.0,,,,,,,,,,,,,,,,,11.86,11.86,0.03286335345031048,6.0,,,,,,,,,,,,,,,,
58,1_2_1_LE07_013030_20130805,138.06842,0.0,57.74016,0.977941145456293,1.0143673,41491.64454861111,1375716489000.0,0.8407224002330324,14431,9.61197876652201,22.868204105704223,18.992785729782337,19.22923669729688,13.830701462464788,0.4668177571272128,32.25983810424805,41491.75,1375725600000,1.6200012207031251,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-08-05 15:28:09+00:00,LE07_013030_20130805,22.293333333333333,0.08500000000000062,0.8111111111111112,0.46755867130351786,22.279999999999998,9.0,,,,,22.33,22.33,,1.0,22.48,22.48,,1.0,22.15,22.15,,1.0,22.279999999999998,22.279999999999998,0.0,6.0,,,,,,,,,,,,,,,,
59,1_2_1_LE07_013030_20130906,148.99937,2.0,49.120106,0.977941145456293,1.0078804,41523.64475717593,1378481307020.0,0.8995630643751821,15441,0.4084794676772678,21.838593126913185,17.269771792630426,17.635396878884944,12.720198281176389,1.0774256926344823,40.8798942565918,41523.75,1378490400000,1.4799987792968752,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-09-06 15:28:27.020000+00:00,LE07_013030_20130906,21.32,0.21505813167606516,1.4777777777777779,0.04409585518440988,21.439999999999998,9.0,,,,,20.99,20.99,,1.0,21.14,21.14,,1.0,20.99,20.99,,1.0,21.455,21.459999999999997,0.02097617696340324,6.0,,,,,,,,,,,,,,,,
60,2_1_LC08_013030_20130930,158.19667,3.88,41.541733,0.977941145456293,1.0013444,41547.64914849537,1380555286430.0,0.9205359743664432,15801,14.296348288296254,19.3737265463814,15.71038227810323,15.781708934088586,10.722409654044888,0.5752081561607868,48.45826721191406,41547.75,1380564000000,1.6,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-09-30 15:34:46.430000+00:00,LC08_013030_20130930,16.955,0.06685805860178737,1.0,0.5477225575051661,16.959999999999994,6.0,,,,,,,,,,,,,,,,,16.959999999999994,16.955,0.06685805860178683,6.0,,,,,,,,,,,,,,,,
61,1_2_1_LE07_013030_20131008,158.17659,1.0,38.345352,0.977941145456293,0.9990453,41555.64501585648,1381246129370.0,0.8934459656277308,15336,3.439566849252441,15.476688572390298,13.759419046096738,13.831130513222638,11.033858334444767,0.3855967462034733,51.65464782714844,41555.75,1381255200000,0.929998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}",2013-10-08 15:28:49.370000+00:00,LE07_013030_20131008,16.236666666666668,0.062182527020592106,1.0,0.5477225575051661,16.235,6.0,,,,,,,,,,,,,,,,,16.235,16.236666666666668,0.062182527020592626,6.0,,,,,,,,,,,,,,,,
66,1_2_1_LE07_013030_20140808,139.8701,13.0,57.40529,0.977941145456293,1.0139557,41859.64621643518,1407511833100.0,0.8075152927468686,13861,6.934486417231701,22.35709800634976,18.6090366894584,18.701064353808764,16.020158343177968,0.3818726163602307,32.59471130371094,41859.75,1407520800000,1.9,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-08-08 15:30:33.100000+00:00,LE07_013030_20140808,22.738999999999997,0.27778688873947055,1.05,0.4813176359397884,22.82,10.0,22.59,22.59,,1.0,22.66,22.66,,1.0,22.14,22.14,,1.0,22.48,22.48,,1.0,22.919999999999995,22.919999999999998,0.09338094023942987,6.0,,,,,,,,,,,,,,,,
67,2_1_LC08_013030_20140917,154.009,15.89,45.995827,0.977941145456293,1.0050675,41899.64793472222,1410967981560.0,0.6941450626274396,11915,26.87065268178316,18.59718930123995,15.560043250233443,15.718772436981927,7.786177519276597,0.6877149618061783,44.004173278808594,41899.75,1410976800000,1.579998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-09-17 15:33:01.560000+00:00,LC08_013030_20140917,18.553999999999995,0.3222214559377854,1.05,0.4813176359397884,18.7,10.0,18.49,18.49,,1.0,18.23,18.23,,1.0,18.06,18.06,,1.0,18.07,18.07,,1.0,18.759999999999994,18.781666666666663,0.08495096624916479,6.0,,,,,,,,,,,,,,,,
68,2_1_LC08_013030_20141003,158.31999,0.02,40.458096,0.977941145456293,1.0005507,41915.64796851852,1412350384480.0,1.0,17165,9.46798757708618,17.115124517504384,14.976511586912729,14.9932638575128,13.787338561854217,0.1978464890159546,49.54190444946289,41915.75,1412359200000,1.3700012207031251,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-10-03 15:33:04.480000+00:00,LC08_013030_20141003,17.356666666666666,0.10726913193769451,0.8333333333333334,0.5163977794943223,17.345000000000002,6.0,,,,,,,,,,,,,,,,,17.345000000000002,17.356666666666666,0.10726913193769502,6.0,,,,,,,,,,,,,,,,
69,1_2_1_LE07_013030_20141027,161.97131,40.0,32.13336,0.977941145456293,0.9937933,41939.64652962963,1414423860160.0,0.3203029420332071,5498,2.9299193171114863,11.033617355578311,9.034480035038882,9.320614939323129,4.010613125702329,1.167243634926736,57.86663818359375,41939.75,1414432800000,1.2300000190734863,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-10-27 15:31:00.160000+00:00,LE07_013030_20141027,12.57,0.1038160766826492,1.5,0.0,12.504999999999999,10.0,,,,,,,,,,,,,,,,,12.69,12.69,0.0,4.0,12.49,12.49,0.014142135623730423,6.0,,,,,,,,,,,,
70,2_1_LC08_013030_20141120,163.79796,37.96,25.451115,0.977941145456293,0.9880979,41963.64795,1416497582880.0,0.909233906204486,15607,5.241613459822405,4.665182494892456,3.712320412566061,3.841671586643911,-4.096539495509652,0.8066581815243623,64.54888534545898,41963.75,1416506400000,0.3200000047683716,"{""type"":""MultiPoint"",""coordinates"":[]}",2014-11-20 15:33:02.880000+00:00,LC08_013030_20141120,6.933600000000001,0.08565330635117892,1.5,0.0,6.965000000000001,10.0,,,,,,,,,,,,,,,,,6.876500000000001,6.876500000000001,0.11720210464549484,4.0,6.965000000000001,6.971666666666667,0.024832774042918834,6.0,,,,,,,,,,,,
71,1_2_1_LE07_013030_20150507,143.52887,0.0,59.352432,0.977941145456293,1.0090339,42131.6473994213,1431012735310.0,0.8844159627148267,15181,2.64480548868288,20.800802067025217,9.787734120152107,9.320508919133529,6.40363577308364,1.7087836690356029,30.64756774902344,42131.75,1431021600000,1.3300000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-05-07 15:32:15.310000+00:00,LE07_013030_20150507,10.846,0.0,1.5,0.0,10.846,4.0,,,,,,,,,,,,,,,,,10.846,10.846,0.0,4.0,,,,,,,,,,,,,,,,
72,1_2_1_LE07_013030_20150523,139.78596,0.0,62.641277,0.977941145456293,1.0124792,42147.64746875,1432395141300.0,0.8766676376347218,15048,5.822568323543313,16.020033189468602,10.178546721195978,10.465797754538032,5.810705071778092,0.9087023217381592,27.358722686767575,42147.75,1432404000000,0.9800000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-05-23 15:32:21.300000+00:00,LE07_013030_20150523,13.172500000000001,0.13623631429737723,1.5,0.0,13.124500000000001,4.0,,,,,,,,,,,,,,,,,13.124500000000001,13.172500000000001,0.13623631429737704,4.0,,,,,,,,,,,,,,,,
73,1_2_1_LE07_013030_20150624,133.98425,13.0,64.32255,0.977941145456293,1.0164187,42179.64756747685,1435159949830.0,0.7619574715991844,13079,8.581425614541367,26.40745593951088,18.148066708343595,18.16955610167216,13.830476730419624,0.735673507312278,25.677452087402344,42179.75,1435168800000,1.829999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-06-24 15:32:29.830000+00:00,LE07_013030_20150624,20.409,0.3073344179301179,1.4700000000000002,0.048304589153964836,20.57,10.0,20.64,20.64,,1.0,20.18,20.18,,1.0,19.68,19.68,,1.0,20.17,20.17,,1.0,20.57,20.57,0.006324555320337494,6.0,,,,,,,,,,,,,,,,
74,2_1_LC08_013030_20150702,133.72997,38.16,63.768753,0.977941145456293,1.0166498,42187.64743414352,1435851138310.0,0.740809787357996,12716,9.869425219914152,21.755390893386213,17.85170326874102,17.828310897208034,13.787509288673734,0.4829904424504331,26.231246948242188,42187.75,1435860000000,1.2800000190734864,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-07-02 15:32:18.310000+00:00,LC08_013030_20150702,19.823,0.9563013239676197,1.4700000000000002,0.048304589153964836,20.279999999999998,10.0,19.99,19.99,,1.0,17.27,17.27,,1.0,19.52,19.52,,1.0,19.52,19.52,,1.0,20.32,20.321666666666665,0.04308905506815901,6.0,,,,,,,,,,,,,,,,
75,1_2_1_LE07_013030_20150710,134.27905,21.0,62.96398,0.977941145456293,1.0166405,42195.64764814815,1436542356800.0,0.4563938246431692,7834,4.680406551636224,24.394761802054703,18.920288891634826,18.70020541788152,13.83077551894921,0.6587095066787473,27.03601837158203,42195.75,1436551200000,1.5399999618530271,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-07-10 15:32:36.800000+00:00,LE07_013030_20150710,21.87,0.34499597421161704,1.4700000000000002,0.048304589153964836,22.03,10.0,22.130000000000003,22.130000000000003,,1.0,21.16,21.16,,1.0,21.81,21.81,,1.0,21.32,21.32,,1.0,22.045,22.046666666666667,0.03502380143083759,6.0,,,,,,,,,,,,,,,,
76,1_2_1_LE07_013030_20151030,162.93169,32.0,31.3858,0.977941145456293,0.9930649,42307.64814664352,1446219199870.0,0.6548208563938246,11240,7.457001891452325,9.321026647810424,8.09550806779824,8.163774798526998,0.938406644942086,1.0807935601446474,58.614200592041016,42307.75,1446228000000,0.4300000190734863,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-10-30 15:33:19.870000+00:00,LE07_013030_20151030,11.236,0.0,1.5,0.0,11.236,4.0,,,,,,,,,,,,,,,,,11.236,11.236,0.0,4.0,,,,,,,,,,,,,,,,
77,2_1_LC08_013030_20151123,163.74684,1.18,24.829836,0.977941145456293,0.9874694,42331.64794861111,1448292782760.0,1.0,17165,2.101411418975327,6.747077270818561,5.759257672277211,6.013987446385952,1.0710015830386646,0.9574120459483444,65.17016410827637,42331.75,1448301600000,0.1,"{""type"":""MultiPoint"",""coordinates"":[]}",2015-11-23 15:33:02.760000+00:00,LC08_013030_20151123,8.282,0.0,1.5,0.0,8.282,4.0,,,,,,,,,,,,,,,,,8.282,8.282,0.0,4.0,,,,,,,,,,,,,,,,
78,1_2_1_LE07_013030_20160525,140.4399,12.0,63.393753,0.977941145456293,1.0129819,42515.64955243055,1464190521330.0,0.7782697349257209,13359,0.520892764446923,21.84540052282941,13.434627031667183,13.829679910406703,8.741677886673202,1.8182572252309408,26.606246948242188,42515.75,1464199200000,2.379999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-05-25 15:35:21.330000+00:00,LE07_013030_20160525,15.29,0.024494897427831987,1.5,0.0,15.28,6.0,,,,,,,,,,,,,,,,,15.28,15.29,0.024494897427832056,6.0,,,,,,,,,,,,,,,,
79,2_1_LC08_013030_20160618,134.57008,1.38,64.500114,0.977941145456293,1.0160778,42539.64764930555,1466263956900.0,1.0,17165,4.9853419759604805,26.361934452359595,18.93055600361997,18.7178548710692,17.337468104804504,0.9926691719451444,25.49988555908203,42539.75,1466272800000,0.9899999618530274,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-06-18 15:32:36.900000+00:00,LC08_013030_20160618,18.92,0.7190469883314806,1.4875,0.03535533905932741,19.105000000000004,8.0,,,,,19.04,19.04,,1.0,17.419999999999998,17.419999999999998,,1.0,,,,,19.240000000000002,19.150000000000002,0.4554997255762066,6.0,,,,,,,,,,,,,,,,
80,2_1_LC08_013030_20160704,134.01465,0.37,63.574863,0.977941145456293,1.0167509,42555.64775833333,1467646366320.0,1.0,17165,7.35385489683188,26.184118781982257,20.0719145555629,19.89111650127585,19.47111424430021,0.679225987725727,26.42513656616211,42555.75,1467655200000,1.8899999618530277,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-04 15:32:46.320000+00:00,LC08_013030_20160704,21.6325,0.45593702572676836,1.4875,0.03535533905932741,21.835,8.0,,,,,20.99,20.99,,1.0,20.82,20.82,,1.0,,,,,21.865000000000002,21.875,0.07661592523751207,6.0,,,,,,,,,,,,,,,,
81,2_1_LC08_013030_20160720,136.03629,10.8,61.431236,0.977941145456293,1.0160836,42571.64783032407,1469028772540.0,0.983396446256918,16880,10.470513194529689,22.25880649698665,19.50483655140352,19.49181768113641,18.47196445663522,0.2967785025062329,28.56876373291016,42571.75,1469037600000,2.370000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-20 15:32:52.540000+00:00,LC08_013030_20160720,23.16875,0.27889770270016234,1.4875,0.03535533905932741,23.264999999999997,8.0,,,,,22.83,22.83,,1.0,22.64,22.64,,1.0,,,,,23.295,23.313333333333333,0.07033254343948223,6.0,,,,,,,,,,,,,,,,
82,2_1_LC08_013030_20160805,140.11159,6.34,58.271564,0.977941145456293,1.014357,42587.6478625,1470411175320.0,0.4836586076318089,8302,-0.5097230424880408,21.810476659216626,17.3538184083877,18.280386246207726,11.454722986486145,2.240419333290506,31.728435516357425,42587.75,1470420000000,2.370000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-08-05 15:32:55.320000+00:00,LC08_013030_20160805,24.26625,0.4932382067231091,1.4875,0.03535533905932741,24.46,8.0,,,,,23.68,23.68,,1.0,23.32,23.32,,1.0,,,,,24.494999999999997,24.521666666666665,0.12040210407906708,6.0,,,,,,,,,,,,,,,,
83,1_2_1_LE07_013030_20160829,148.94914,21.0,52.162724,0.977941145456293,1.0097582,42611.64970555555,1472484934560.0,0.6480629187299738,11124,7.702973245585012,24.901163076157324,20.172244388624915,20.28021713200357,14.930615999221471,0.5708052838092087,37.83727645874024,42611.75,1472493600000,1.6600000381469728,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-08-29 15:35:34.560000+00:00,LE07_013030_20160829,23.5325,0.4112263888141684,1.4875,0.03535533905932741,23.73,8.0,,,,,22.66,22.66,,1.0,23.14,23.14,,1.0,,,,,23.744999999999997,23.74333333333333,0.01861898672502171,6.0,,,,,,,,,,,,,,,,
84,1_2_1_LE07_013030_20160914,154.10805,73.0,47.036526,0.977941145456293,1.0057406,42627.64972569444,1473867336300.0,0.6755607340518497,11596,2.639434315240724,18.702727936620533,15.361141006553863,15.476252763353257,12.158939230450311,0.5858197134727783,42.96347427368164,42627.75,1473876000000,2.4700000762939456,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-09-14 15:35:36.300000+00:00,LE07_013030_20160914,21.80125,0.21702123003456222,1.4875,0.03535533905932741,21.895,8.0,,,,,21.66,21.66,,1.0,21.31,21.31,,1.0,,,,,21.905,21.906666666666666,0.01861898672502365,6.0,,,,,,,,,,,,,,,,
85,2_1_LC08_013030_20161024,162.2845,22.48,33.064236,0.977941145456293,0.9944494,42667.64808703704,1477323194720.0,0.6231867171570056,10697,13.484021749040878,11.695246341214268,10.707573017988674,11.158504239688396,-0.5893870717029897,1.2048495745658327,56.93576431274414,42667.75,1477332000000,0.6400000095367432,"{""type"":""MultiPoint"",""coordinates"":[]}",2016-10-24 15:33:14.720000+00:00,LC08_013030_20161024,13.426599999999999,0.4058714082070825,1.5,0.0,13.17,10.0,,,,,,,,,,,,,,,,,13.894,13.894,0.05542562584220412,4.0,13.11,13.115,0.05822370651203901,6.0,,,,,,,,,,,,
86,2_1_LC08_013030_20170504,144.08742,20.11,58.70405,0.977941145456293,1.0084302,42859.64735405093,1493911931390.0,0.9067288086221964,15564,7.993932469444129,12.726949924753225,5.280218664340714,5.561839921795074,-11.56144007940893,2.1759029633319305,31.29595184326172,42859.75,1493920800000,0.6099999904632569,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-05-04 15:32:11.390000+00:00,LC08_013030_20170504,8.183333333333332,0.35483329419132326,1.5,0.0,8.3,6.0,,,,,,,,,,,,,,,,,,,,,8.3,8.183333333333334,0.3548332941913232,6.0,,,,,,,,,,,,
88,2_1_LC08_013030_20170621,134.26765,37.93,64.43098,0.977941145456293,1.0162964,42907.64766319444,1498059158100.0,0.7702883775123799,13222,11.444883874254366,22.578239159574377,18.11441754449692,18.029552455118235,11.164816816932507,0.5086468997750184,25.56902313232422,42907.75,1498068000000,2.039999961853028,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-06-21 15:32:38.100000+00:00,LC08_013030_20170621,20.171111111111113,1.3058564665043055,1.488888888888889,0.03333333333333336,20.57,9.0,21.31,21.31,,1.0,16.8,16.8,,1.0,20.01,20.01,,1.0,,,,,20.57,20.57,0.0,6.0,,,,,,,,,,,,,,,,
89,2_1_LC08_013030_20170723,136.58371,50.96,60.94443,0.977941145456293,1.0158982,42939.64777368056,1500823967646.0,0.8696184095543257,14927,7.48983776804803,23.76304974947286,19.380328934503577,19.4525009530268,16.625533810035947,0.4777977755586061,29.05556869506836,42939.75,1500832800000,1.65,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-23 15:32:47.646000+00:00,LC08_013030_20170723,24.141111111111115,0.4589238619979478,1.488888888888889,0.03333333333333336,24.110000000000007,9.0,24.87,24.87,,1.0,24.55,24.55,,1.0,23.15,23.15,,1.0,,,,,24.110000000000007,24.116666666666674,0.01032795558988783,6.0,,,,,,,,,,,,,,,,
90,2_1_LC08_013030_20170824,146.22678,22.41,53.44886,0.977941145456293,1.010927,42971.64790393518,1503588778900.0,0.3483250801048645,5979,11.838215185454027,21.50550198763281,18.54027249030403,18.843023596490543,9.20935769509306,1.056059656734852,36.55113983154297,42971.75,1503597600000,1.7799999237060549,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-08-24 15:32:58.900000+00:00,LC08_013030_20170824,22.376666666666665,0.3855191305240246,1.488888888888889,0.03333333333333336,22.55,9.0,22.64,22.64,,1.0,22.0,22.0,,1.0,21.48,21.48,,1.0,,,,,22.55,22.545,0.02738612787525768,6.0,,,,,,,,,,,,,,,,
91,1_2_1_LE07_013030_20170901,149.82034,21.0,51.30168,0.977941145456293,1.0091146,42979.649658333336,1504280130480.0,0.2879114477133702,4942,6.090942205984407,18.16842321719167,16.18213513984542,16.560886436804342,9.320699991785444,1.2368244584297303,38.69831848144531,42979.75,1504288800000,1.1399999618530274,"{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-01 15:35:30.480000+00:00,LE07_013030_20170901,20.176666666666662,0.2570505786805393,1.488888888888889,0.03333333333333336,20.34,9.0,20.0,20.0,,1.0,19.86,19.86,,1.0,19.69,19.69,,1.0,,,,,20.34,20.34,0.0063245553203355,6.0,,,,,,,,,,,,,,,,
