,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
299273,2018-06-08 10:10:00,43.3913,-72.0576,loon,0.85,17.49,edi.499.2,6,2018-06-08 15:10:00+00:00,0 days 00:21:42.340000,1302
299274,2018-06-08 10:15:00,43.3913,-72.0576,loon,0.25,16.919999999999998,edi.499.2,6,2018-06-08 15:15:00+00:00,0 days 00:16:42.340000,1002
299275,2018-06-08 10:30:00,43.3913,-72.0576,loon,0.25,16.9,edi.499.2,6,2018-06-08 15:30:00+00:00,0 days 00:01:42.340000,102
299276,2018-06-08 10:45:00,43.3913,-72.0576,loon,0.25,16.88,edi.499.2,6,2018-06-08 15:45:00+00:00,-1 days +23:46:42.340000,-798
299277,2018-06-08 10:50:00,43.3913,-72.0576,loon,0.85,17.5,edi.499.2,6,2018-06-08 15:50:00+00:00,-1 days +23:41:42.340000,-1098
299278,2018-06-08 11:00:00,43.3913,-72.0576,loon,0.25,16.86,edi.499.2,6,2018-06-08 16:00:00+00:00,-1 days +23:31:42.340000,-1698
487804,2018-06-08 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 15:10:00+00:00,0 days 00:21:42.340000,1302
487805,2018-06-08 10:10:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 15:10:00+00:00,0 days 00:21:42.340000,1302
487806,2018-06-08 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 15:20:00+00:00,0 days 00:11:42.340000,702
487807,2018-06-08 10:20:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 15:20:00+00:00,0 days 00:11:42.340000,702
487808,2018-06-08 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 15:30:00+00:00,0 days 00:01:42.340000,102
487809,2018-06-08 10:30:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 15:30:00+00:00,0 days 00:01:42.340000,102
487810,2018-06-08 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 15:40:00+00:00,-1 days +23:51:42.340000,-498
487811,2018-06-08 10:40:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 15:40:00+00:00,-1 days +23:51:42.340000,-498
487812,2018-06-08 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 15:50:00+00:00,-1 days +23:41:42.340000,-1098
487813,2018-06-08 10:50:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 15:50:00+00:00,-1 days +23:41:42.340000,-1098
487814,2018-06-08 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.2,6,2018-06-08 16:00:00+00:00,-1 days +23:31:42.340000,-1698
487815,2018-06-08 11:00:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.2,6,2018-06-08 16:00:00+00:00,-1 days +23:31:42.340000,-1698
