,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
3565,2014-11-20 15:15:00,43.3913,-72.0576,loon,1.5,6.775,edi.500.2,11,1416496500000.0
3566,2014-11-20 15:30:00,43.3913,-72.0576,loon,1.5,6.775,edi.500.2,11,1416497400000.0
3567,2014-11-20 15:45:00,43.3913,-72.0576,loon,1.5,6.775,edi.500.2,11,1416498300000.0
3568,2014-11-20 16:00:00,43.3913,-72.0576,loon,1.5,6.877000000000001,edi.500.2,11,1416499200000.0
221941,2014-11-20 15:10:00,43.3857,-72.0812,harbor,1.5,6.94,edi.499.2,11,1416496200000.0
221942,2014-11-20 15:20:00,43.3857,-72.0812,harbor,1.5,6.95,edi.499.2,11,1416496800000.0
221943,2014-11-20 15:30:00,43.3857,-72.0812,harbor,1.5,6.94,edi.499.2,11,1416497400000.0
221944,2014-11-20 15:40:00,43.3857,-72.0812,harbor,1.5,6.9300000000000015,edi.499.2,11,1416498000000.0
221945,2014-11-20 15:50:00,43.3857,-72.0812,harbor,1.5,6.92,edi.499.2,11,1416498600000.0
221946,2014-11-20 16:00:00,43.3857,-72.0812,harbor,1.5,6.91,edi.499.2,11,1416499200000.0
