,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
158721,2012-08-18 15:00:00,43.3913,-72.0576,loon,0.5,24.68,edi.499.2,8,1345302000000.0
158722,2012-08-18 15:10:00,43.3913,-72.0576,loon,0.5,24.68,edi.499.2,8,1345302600000.0
158723,2012-08-18 15:20:00,43.3913,-72.0576,loon,0.5,24.74,edi.499.2,8,1345303200000.0
158724,2012-08-18 15:30:00,43.3913,-72.0576,loon,0.5,24.74,edi.499.2,8,1345303800000.0
158725,2012-08-18 15:40:00,43.3913,-72.0576,loon,0.5,24.74,edi.499.2,8,1345304400000.0
158726,2012-08-18 15:50:00,43.3913,-72.0576,loon,0.5,24.74,edi.499.2,8,1345305000000.0
388295,2012-08-18 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,24.34,edi.498.1,8,1345302000000.0
423090,2012-08-18 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,23.98,edi.498.1,8,1345302000000.0
457885,2012-08-18 15:00:00,43.3235,-72.0411,Newbury,1.2,24.37,edi.498.1,8,1345302000000.0
492680,2012-08-18 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,24.89,edi.498.1,8,1345302000000.0
