,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
103376,2010-08-29 15:00:00,43.3913,-72.0576,loon,1.0,21.73,edi.499.2,8,1283094000000.0
103377,2010-08-29 15:10:00,43.3913,-72.0576,loon,1.0,21.72,edi.499.2,8,1283094600000.0
103378,2010-08-29 15:20:00,43.3913,-72.0576,loon,1.0,21.73,edi.499.2,8,1283095200000.0
103379,2010-08-29 15:30:00,43.3913,-72.0576,loon,1.0,21.75,edi.499.2,8,1283095800000.0
103380,2010-08-29 15:40:00,43.3913,-72.0576,loon,1.0,21.75,edi.499.2,8,1283096400000.0
103381,2010-08-29 15:50:00,43.3913,-72.0576,loon,1.0,21.779999999999994,edi.499.2,8,1283097000000.0
382968,2010-08-29 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.97,edi.498.1,8,1283094000000.0
417763,2010-08-29 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,8,1283094000000.0
452558,2010-08-29 15:00:00,43.3235,-72.0411,Newbury,1.5,21.49,edi.498.1,8,1283094000000.0
487353,2010-08-29 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.67,edi.498.1,8,1283094000000.0
