system:index,cloud_cover,earthsun_d,l_exceltime,pixel_count,sunazi,sunelev,temp_max,temp_mean,temp_median,temp_min,temp_p25,temp_p75,temp_skew,temp_stdDev,vapor_source,.geo
1_1_2_1_LT05_013030_19880621,12.0,1.0163172,32315.627430590277,16872,122.86057005,60.2458883,21.338021300000037,13.86253287038847,13.738279587174057,10.28072659999998,13.335443448350942,14.66922392929466,0.5082985159737976,1.2746529852082131,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880707,13.0,1.0166908,32331.627477523147,17061,123.03384986,59.09176336,30.69997808000005,21.681622653550967,21.7986379784775,19.372659800000008,20.945002467320265,21.9419998961117,1.6748145313457479,1.1227692674246927,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880723,32.0,1.0158482,32347.627514131942,8175,125.68538989,56.90043194,28.170643280000036,19.26415724042069,19.463511661555557,8.58880670000002,17.95235403654512,21.532133805228067,-0.8655369351166058,2.8133860027375523,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880808,29.0,1.0138468,32363.627508090278,6939,130.23241544,53.86618798,31.909957159999976,26.430901134069092,26.54147122079353,24.106617500000027,25.841473389641244,26.657266979629384,0.20258352142779185,0.6739111710528081,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880909,38.0,1.0069936,32395.627551331017,16952,141.68930555,45.59237656,23.46061172000003,17.779459823274884,17.682824140936667,4.500854780000054,17.539497945335935,18.159615845609846,-2.725293663951877,0.68671495181311,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880925,7.0,1.0026268,32411.62747385417,17134,147.02398984,40.59990784,20.346795499999985,16.191721229381162,16.341637517587888,14.187523460000023,15.959369820146634,16.496091888948705,1.0457497363828312,0.41326064679718627,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19881027,3.0,0.9935882,32443.627395798612,17133,154.42391666,30.15958108,11.524885880000056,9.06128545496564,9.221242259312321,6.028709720000052,8.812033542572664,9.361418257699713,-1.0842728530030636,0.4408890934281935,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19881112,10.0,0.989604,32459.62742542824,17131,156.05571174,25.50104549,7.071205820000046,5.777199691865369,6.10260125408775,0.5940579200000116,5.566642807179113,6.246150436142606,-1.4802690267944842,0.8818854986982014,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890507,36.0,1.0092191,32635.62611375,12360,131.59630944,55.57476125,17.998615760000007,8.062915675093567,7.8806187322499515,6.127832300000023,7.300633706258402,8.458006895631868,2.2017791302503067,1.4903728427346659,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890726,1.0,1.0155844,32715.625039953702,17134,125.11043293,55.87151927,34.45296403999998,24.438357590377755,24.352095898408685,22.56509047999998,24.196058544567727,24.352095898408685,2.3465756218668954,1.135672804313356,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19890803,32.0,1.0146253,32723.62944511574,4586,129.50228547,55.33442785,28.433830820000026,23.006738096009837,23.163010539881522,19.902452900000014,22.518520944480127,23.797483680350844,-0.14369106824407693,1.0634693383743279,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19890819,26.0,1.0119189,32739.62941898148,15334,134.84670457,51.73901843,28.75512470000001,22.787754238468672,23.141654145329966,18.118246460000023,22.57303149189977,23.141654145329966,-1.777738718018558,1.0642616017067366,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890827,2.0,1.0102283,32747.624550416665,17134,135.41357115,48.75503628,23.207678240000007,18.149497514693486,18.20744937838769,16.081106540000007,18.05604466555915,18.20744937838769,1.8939185044543054,0.41832197820252887,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890928,0.0,1.0018597,32779.624037546295,17134,146.28782295,39.1619852,18.88730096000006,15.998087700370013,15.95307855313053,12.68701268000001,15.820516542039533,16.356003524650124,-1.2805435084122947,0.5425028672691171,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19891014,27.0,0.9972737,32795.62367177084,17126,150.41113312,33.91842127,16.70318617999999,11.02431135366634,11.778690846754396,6.616609160000053,9.432808222058117,12.322749648037746,-0.5748725160673562,1.771593194865027,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19891030,36.0,0.9928742,32811.62335378472,16122,153.21914037,28.81433218,12.885257840000008,7.084335674616043,6.817650884897641,5.553604940000014,6.683817897647278,7.442476089237559,2.134787238769747,0.6943568517705625,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900526,41.0,1.0131161,33019.62018670139,15865,123.88787403,57.66536181,23.41275944000006,11.474571492739214,11.443991931284922,0.22832978000002413,9.568995421315568,14.358414264970554,-0.5964109264480834,3.253063650028943,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900627,52.0,1.01658,33051.620179398145,17134,119.16979868,58.32586374,30.012956060000022,22.47719721512071,22.50857349697462,21.00989138,21.82702448677318,22.50857349697462,1.5013132048161275,0.932197774262789,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19900721,39.0,1.0160593,33075.62649188658,9645,124.58599166,57.04765729,29.930923580000012,22.094936551410512,22.033987945052527,14.54983358000004,20.72795130225381,23.315687299035336,0.11689263482291992,1.804652901636497,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900729,13.0,1.0152917,33083.62010068287,15060,123.59947906,54.34151425,33.21905881999999,24.610016647621418,24.351582679810743,22.780425740000055,24.203119621937816,25.05409656390161,1.209053872198888,0.8077466356342454,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900830,5.0,1.0096002,33115.619964895835,17134,134.40008099,47.20223389,26.700894680000033,22.18950482051963,22.312395877295046,20.10411608000004,21.878615556505196,22.463018285174165,0.18378378776354423,0.4204971605067623,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901001,4.0,1.001076,33147.61980625,13851,145.39521967,37.68610972,17.250069380000014,14.529215730230062,14.594858032088865,10.147423820000029,14.449636156020269,14.976514632828763,-1.709158104481874,0.7802945153991562,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901017,27.0,0.9964974,33163.61975449074,15860,149.48226714,32.5210037,16.768128560000036,13.755897052215477,13.586426229461077,11.066871200000037,13.4445090308207,14.020122318686546,0.2660446647938675,0.46857670237830007,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901118,52.0,0.9884149,33195.61969028935,6885,153.50162421,23.20310572,6.124414279999996,3.9762602383608794,4.08163306863222,-1.0910259400000086,3.9402786710156588,4.483771771327965,-1.6889274708948876,0.9299355027710089,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910513,0.0,1.0104688,33371.621738877315,17134,128.06300723,55.92738838,25.81904552000003,13.794292388095647,13.26950389369015,11.948720360000038,13.133325722868648,13.85655776975176,2.2030952617679014,1.861959092833677,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910529,19.0,1.0135833,33387.62191469908,17133,124.0627556,58.33398717,26.800017260000004,19.424064910731136,19.342985574048658,17.824296740000023,18.65468159753908,19.463382729860996,1.9445896059668606,1.2221312380090774,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910716,1.0,1.0164091,33435.62236876157,16755,121.69099426,56.92722049,30.32741390000001,20.69962700204791,20.384522481683174,19.054783939999993,20.240621079069445,20.973653102843492,2.3185476716946702,1.0280973196849632,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910801,35.0,1.0149618,33451.62247333334,17035,125.46259694,54.35925609,31.97831756000005,23.00296867782831,22.740778358810754,21.15003020000006,22.611695906336966,23.45983988523233,2.136056764758904,1.0426353598182083,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910817,5.0,1.0124168,33467.622522847225,15035,130.72922686,51.00988119,30.272725580000042,18.294544908406248,19.13634063835172,4.989631640000027,14.254908796930088,22.202892335105098,-0.5541715365604523,4.771920916155601,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910902,0.0,1.0089507,33483.62267664352,17134,136.65914156,46.96093487,23.85710204000003,19.969375209023024,19.865914880091786,16.81598084000001,19.71611532982008,20.24435016608192,-1.1250443963826793,0.5374123058097625,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910918,69.0,1.0048085,33499.62280859954,13924,142.43197422,42.30194983,22.66079504000004,13.566761294482568,13.415398137609998,6.671297480000021,11.338904519125231,15.571528809518771,0.2538518155444153,2.8996534486935577,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911004,7.0,1.0002895,33515.62284049769,16062,147.45326219,37.24259967,20.083607959999995,14.999925621852192,14.939744063426918,13.633804220000002,14.811720420665518,14.939744063426918,2.3353737783524995,0.6000962750883803,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911105,43.0,0.9914724,33547.62295592592,16092,153.78295249,27.14835123,8.657167100000038,5.772411119246655,5.988868860710048,-2.0002192599999944,4.356988463156996,7.597557800717339,-0.683816603203351,1.91683348857881,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920515,35.0,1.0110645,33739.622629108795,14825,127.69631774,56.59145133,20.35021352000001,10.430049566487861,10.214842486472639,7.173746420000043,10.065530314867095,10.78170584450923,1.9294212578931542,1.3017747089498775,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920616,1.0,1.0159444,33771.622378217595,17134,120.82397514,59.19417388,26.43087109999999,18.347635054116672,18.30990383033122,17.27057750000006,17.943167633400062,18.462409928329993,2.976207204528805,0.7670530768165377,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920819,64.0,1.0118822,33835.62179027778,11107,131.33168062,50.18238503,25.72675898,18.397642371565514,18.11994972061662,16.56988339999998,17.994298283573965,18.739362653620173,1.6705304286366565,0.8428646338642076,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920920,1.0,1.0040522,33867.621452754625,17129,142.74719148,41.23097391,21.29700506000006,17.94842678823446,17.953125426642895,14.307154159999982,17.80402738456907,18.360910474344937,-0.4830844167853714,0.4912936612009191,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921006,0.0,0.9995016,33883.62116765046,17133,147.50924243,36.10811268,14.28664604000005,12.571859527676494,12.838499606366957,8.489684119999993,12.448887230462196,12.984245520839744,-1.8694750462440084,0.6370441066175192,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921022,62.0,0.9949683,33899.621063969906,9112,151.08689444,30.92581238,12.01024472000006,9.600256028295565,9.838523444779467,5.922751100000028,9.431512874006991,9.838523444779467,-2.0982778730093936,0.6206719027077572,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921107,53.0,0.9907989,33915.62087238426,5289,153.2552268,26.09825272,7.317303260000017,5.117608872824834,5.997858853646369,-3.0495513999999844,4.504746123441491,5.997858853646369,-1.6807823094577719,1.690922599919894,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930502,0.0,1.0079773,34091.62176577546,17134,130.76668733,53.52561559,21.067997719999994,7.586500807669699,7.296795140000079,4.85291084000005,6.5891040711656155,7.8690897477930735,2.1511678228379196,2.0541553611262366,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930603,10.0,1.0144279,34123.62183099537,8776,122.78166092,58.76228372,22.506984139999986,12.568777180892663,12.518442829705515,9.009223160000033,11.95703573932749,13.067755725492386,1.6878789570111816,1.3373843951744038,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930705,3.0,1.0167103,34155.621730405095,17134,120.19002287,58.05219092,34.11799808000001,22.395683554365025,22.338302749887276,20.14171429999999,21.7386929859873,23.050736933603105,1.876680706920732,1.232186717633081,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930806,26.0,1.0142056,34187.621736597226,16090,126.83994007,53.15795828,28.943115799999987,17.84739255779068,17.63655251688651,12.905765960000053,16.40870552951647,19.46644536718067,0.16638041993190575,1.954454105722676,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930907,84.0,1.0075935,34219.62170112268,4445,138.2798731,45.26263869,17.71150208000006,13.803420014648339,14.14580537304674,9.183542180000018,12.908466544670597,14.49075559373509,-0.32353067695662646,1.2239534560998377,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931025,22.0,0.9942191,34267.62154287037,15188,151.8308085,30.1524087,14.566923680000059,10.138418888608303,10.025979688194875,7.115640080000048,9.88134353442363,10.571395341393636,0.20855222639298898,0.5183430063194001,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931110,1.0,0.9901459,34283.62145925926,17131,153.78401734,25.45009589,8.800723940000012,6.381763404154207,6.413836106096624,3.0550323200000093,5.861151870621477,6.820439851470587,-0.5491930809502122,0.6304942318714317,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931126,61.0,0.9868154,34299.62139663195,17123,154.30457716,21.62277997,4.288937540000006,1.7996409521733199,1.8134344221581356,-4.44752158,1.6704838990040605,2.363773070426174,-1.4539228450096726,0.9990235002969791,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940521,1.0,1.0121814,34475.61965320602,17134,124.83554147,56.86941536,24.400567220000028,12.244983112292713,11.883546189605005,10.208948179999993,11.328238395892287,12.578120827448306,1.8896711984145118,1.8984693750466135,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940622,5.0,1.0163389,34507.6192028588,17114,118.8740177,58.32165547,27.418678880000016,21.182558096834878,21.041752653534743,18.815522540000018,20.59552708960506,21.629687701775527,0.8316105690119442,0.9687760838778624,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940708,45.0,1.016682,34523.61891295139,5135,119.06499638,57.06189099,30.053972300000055,14.033542625532489,12.412446162025384,-2.4889961199999675,7.675112283703754,22.394189414613404,0.05463387257728254,8.279615960732993,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940724,45.0,1.0158094,34539.61860458333,7227,121.6526071,54.84003817,28.72094450000003,23.78884344412132,23.734514837207698,20.53136858000005,23.050213910951268,24.559004953810916,0.003951170857618883,0.9537725955599162,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940809,16.0,1.0137808,34555.61830101852,17134,126.12549638,51.8197169,29.920669520000047,22.32717977292354,22.064528910316007,21.26966090000002,21.9362257870051,22.731971675839592,2.6803585944076187,0.5668224778601272,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940825,10.0,1.0107361,34571.618031527774,17134,131.66770447,48.09746765,27.340064420000033,20.536329022377167,20.43140638069443,19.690535660000023,20.28723803327441,20.877698051421756,2.465266075797568,0.5464959902691484,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940910,6.0,1.0068885,34587.61774851852,9995,137.48346422,43.73499791,19.41709406000001,16.30609377419503,16.519921742210876,12.690430699999979,16.122565218265716,16.660147857839537,-0.9106539774908606,0.5701160642995513,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941012,0.0,0.9979294,34619.61711619213,17134,147.28322496,33.7394282,13.972188200000005,11.51226112999786,11.64466769384168,8.530700360000026,11.252646259793924,11.788322174635026,-1.410788719554764,0.49026802718917545,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941028,1.0,0.9934823,34635.6167430787,17133,150.42771541,28.67877711,13.305674300000021,10.627203733926391,10.58199543952753,8.359799360000011,10.438129182300637,10.986601753757762,0.42751352639338247,0.396898033926222,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941113,45.0,0.9895147,34651.61635582176,17131,152.14359263,24.08760862,11.053199120000045,8.165493936388506,8.10217945677855,5.7039978200000405,7.960642314112264,8.520137826284458,-0.03777896348976267,0.44447465461819213,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941129,54.0,0.9863404,34667.615990983795,16789,152.43286549,20.43961283,5.912497040000005,4.0080609839701165,4.005048578790324,1.2810799400000406,3.576949441044804,4.245800642191415,-0.7649725928888483,0.542026620169419,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950508,11.0,1.0093126,34827.61166737269,8106,124.65962399,52.72123854,17.164618880000035,7.318028453973948,6.923615161506052,5.615129300000035,6.783503088591166,7.502824324098223,2.4095198646193228,1.2225155498324838,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950727,38.0,1.0155407,34907.60914927084,13425,118.2896771,52.22281164,32.39189798000001,24.40444691360014,24.546522891649655,22.835114060000024,23.830908962497972,24.645683063298705,1.3315188746278601,0.7071179127844821,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950828,16.0,1.010127,34939.608121412035,6225,128.41623679,45.38815364,14.419948820000059,10.308089559520395,10.345929131148997,2.689304180000022,9.24614047081696,11.653344164339618,-0.41860579832084044,1.7432137584995766,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950929,20.0,1.0017332,34971.60702517361,17134,139.45735941,36.27530061,14.40285872000004,10.453025098052745,10.626762325405718,4.220577140000046,9.717778691884124,11.296266892334929,-0.5697647354847295,1.2439467413234715,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19951116,26.0,0.9889071,35019.60583689815,16099,148.82935097,22.09753603,7.874440520000007,5.105520267343128,5.283493893102132,0.9461139800000069,4.875941964232083,5.426395860719369,-1.097671430663805,0.8225225647900939,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960526,1.0,1.0131915,35211.614319837965,16759,121.14813359,56.5006981,22.407861560000015,12.620146433944567,12.673347080116622,10.106407579999996,12.136399853070706,12.820483063858477,1.9424885550362423,1.1360215258373656,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960611,59.0,1.0154581,35227.61493390046,6096,118.24139328,57.60935234,24.61248446000002,14.051391136846417,14.601792910737096,5.218638980000037,12.788671892567852,15.500404412972337,-0.622638053809457,3.1073153670603673,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960814,5.0,1.0128423,35291.61728443287,16841,127.75889838,50.56279842,28.98071402000005,21.714622306023248,21.623988367417997,19.87169072000006,21.14634579467682,21.77448884458372,2.3576344776207883,0.6917004502059911,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960830,0.0,1.0094954,35307.617884756946,17134,133.88602223,46.79010305,25.613964320000036,19.86918115123156,19.868595251779297,16.310113880000017,19.18742442611706,20.763550149051074,-0.24067465809760438,1.0187012761434708,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960915,47.0,1.0054335,35323.61849591435,14405,140.00598818,42.3776526,23.89128224000001,18.59126499040354,18.71254860609247,14.276391980000028,18.56927475383871,18.71254860609247,-0.6731241166765309,0.6129927781565557,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19961001,17.0,1.0009491,35339.61909150463,17134,145.44712687,37.50066884,19.64610140000002,14.78744234732239,14.68285209571278,13.196297660000027,14.547010952679184,15.167231886654793,0.980781518380996,0.4824190831243654,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19961017,19.0,0.9963733,35355.61966701389,16562,149.75506333,32.4330279,16.41607250000004,11.86815856516805,11.885638721557845,10.861790000000042,11.451040357272513,12.020363576143122,2.5041169320557572,0.45917795733267075,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19970614,25.0,1.0157395,35595.62660290509,9534,123.32954367,60.26532431,26.338584560000015,19.28008447507742,19.265518978891226,17.133856700000024,18.85503763385742,19.421332748380813,1.3136700804422272,0.8512716320143344,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19970630,4.0,1.0166671,35611.62699884259,17131,122.54628477,59.72463058,31.465614560000006,21.590186488544536,21.46864050615028,20.046009740000045,20.830213476629527,21.96569186251057,2.277307812279956,1.2044945325378595,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}"
