date,LSmission,month,doy,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,system:index,cloud_cover,earthsun_d,l_exceltime,pixel_count,sunazi,sunelev,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,vapor_source,.geo,collection
2017-11-28,LS 8,11,332,6.23,0.011547005383792781,1.5,0,6.23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,6.23,0.011547005383792866,2_1_LC08_013030_20171128,49.63,0.9864813,43067.647949826394,16792,163.57854245,23.72063951,3.369490160000055,1.403643231199608,1.5508521787559062,-3.357173199999977,1.0517571303009876,2.051068559111421,-1.1973223765509227,0.9149207655079843,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-05-23,LS 8,05,143,14.350000000000003,0.010000000000002451,0.85,0,14.350000000000005,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.350000000000005,14.350000000000003,0.010000000000002007,2_1_LC08_013030_20180523,0.29,1.0125102,43243.647084895834,17134,139.42024726,62.59185055,27.240941840000005,15.78576025847166,15.55318272240873,14.242211780000048,14.85089229634445,16.147740596212913,1.9196844729102491,1.5717412414695244,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-07-10,LS 8,07,191,25.095357142857143,0.7933309156959294,0.3999999999999998,0.5671566509057852,24.93,28,25.56,25.56,NA,1,24.72,24.72,NA,1,24.18,24.18,NA,1,23.86,23.86,NA,1,24.03,24.19666666666667,0.3067680991672191,2_1_LC08_013030_20180710,24.33,1.016655,43291.64724266204,14121,134.11927854,62.86432354,35.55356648000003,25.069579918169616,24.94620938369862,12.779299219999984,24.551947616204338,25.646450106191566,0.3944407478497632,1.42908931272964,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-07-18,LS 7,07,199,24.86892857142857,0.6332358947601588,0.3999999999999998,0.5671566509057852,25.035,28,25.04,25.04,NA,1,23.51,23.51,NA,1,24.18,24.18,NA,1,23.52,23.52,NA,1,24.14,24.223333333333333,0.16990193249832602,1_2_1_LE07_013030_20180718,2,1.0162793,43299.64719672454,15102,135.09932315,61.68721521,32.46025838000003,24.51843680881777,24.441797487913444,21.669569239999987,24.09317880667363,24.9429224632832,0.7131501607860944,0.7819967692628662,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-08-19,LS 7,08,231,24.33178571428572,0.36982531984136363,0.6785714285714286,0.5323651927133276,24.4,28,24.17,24.17,NA,1,23.51,23.51,NA,1,24.35,24.35,NA,1,23.86,23.86,NA,1,23.8,23.91333333333333,0.1994659536529135,1_2_1_LE07_013030_20180819,19,1.0120151,43331.64679018519,14607,143.7430742,54.70633965,28.922607680000056,23.33887920382617,23.382310161974342,20.77746602000002,23.040966233362408,23.4154875161034,3.112373681681718,0.47677152134638356,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-09-04,LS 7,09,247,24.506428571428565,0.7106398488045789,0.4857142857142856,0.5443067529158913,24.45,28,24.69,24.69,NA,1,24.02,24.02,NA,1,23.66,23.66,NA,1,23.68,23.68,NA,1,23.6,23.961666666666662,0.6002804899933577,1_2_1_LE07_013030_20180904,24,1.0084507,43347.64656032408,9154,149.0863873,50.0208082,29.91725150000002,22.680482129722886,22.577320249080795,19.160742560000017,22.11994370654744,23.057847890088375,1.3039586030013237,0.866126993939007,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-10-14,LS 8,10,287,15.413333333333334,0.01154700538379227,0.85,0,15.42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,15.413333333333334,0.011547005383792526,2_1_LC08_013030_20181014,11.47,0.9974157,43387.64772984954,17069,160.51838499,36.58507033,15.503461160000029,13.580867106735383,14.15258493025158,5.717669900000033,13.250716769191857,14.354405381953493,-2.123761837677154,1.3479286745183874,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-10-22,LS 7,10,295,11.44,0,1.5,0,11.44,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,11.44,0,1_2_1_LE07_013030_20181022,45,0.9951671,43395.64578385417,14344,160.95405142,33.68153256,13.086921019999977,10.44606632237225,10.525180884473958,4.2650114000000485,10.180180539734279,10.869952505546511,-2.151998500338945,0.6389002629513831,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2018-11-07,LS 7,11,311,8.515,0.009999999999999787,1.5,0,8.52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,8.515,0.010000000000000083,1_2_1_LE07_013030_20181107,30,0.9909771,43411.64554321759,8318,162.48680647,28.64553661,13.476575300000036,8.064816887881276,7.9793800546585905,4.5213628999999855,7.9793800546585905,8.357630018750092,2.322516925276273,0.6078291439247774,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-05-18,LS 7,05,138,9.76,0.016329931618554172,1.5,0,9.76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,9.76,0.01632993161855399,1_2_1_LE07_013030_20190518,5,1.0114827,43603.6413177662,14655,137.12954709,60.68392321,21.690077360000032,10.76249549542736,10.231543167682204,8.711855420000006,9.854853452731263,11.450293221976091,1.9271687950903311,1.566414943478358,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-05-26,LS 8,05,146,12.918333333333331,0.01471960144387943,1.5,0,12.925,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.925,12.918333333333331,0.01471960144387972,2_1_LC08_013030_20190526,33.12,1.0130392,43611.647622372686,10442,139.13906051,63.09598096,26.60860814,15.083837398122503,14.646109903877608,12.338374639999984,13.849205211153892,15.544175954851983,1.778598694550059,2.270213016063241,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-06-03,LS 7,06,154,13.949999999999998,0.09295160030897781,1.5,0,13.935,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.935,13.949999999999998,0.09295160030897734,1_2_1_LE07_013030_20190603,20,1.014316,43619.640920046295,14743,132.9852241,62.6770968,25.128605480000033,15.132937569892407,15.015504519299768,13.27491212000001,14.315129211349968,15.651838630149696,1.7498550935217507,1.0607283767810047,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-06-27,LS 8,06,178,22.093333333333334,0.02875181153713303,1.5,0,22.09,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.09,22.093333333333334,0.028751811537133194,2_1_LC08_013030_20190627,31.28,1.0165905,43643.64776685185,11786,133.9596474,64.19120022,31.530556939999997,22.691181421229857,22.648655305909703,17.12360264000006,22.15012379817438,23.245910868037626,0.455722760622304,1.4787905321236308,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-07-29,LS 8,07,210,26.355,0.05167204273105391,1.5,0,26.365000000000002,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.365000000000002,26.355,0.05167204273105315,2_1_LC08_013030_20190729,15.71,1.0153943,43675.64786861111,13458,137.95031611,59.91697256,34.661463260000005,25.68873289635033,25.54842095687689,24.031421060000014,25.35217640278724,25.846756269814612,2.7978696585699607,0.7901264759537826,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-08-14,LS 8,08,226,24.378333333333334,0.16017698544630649,1.5,0,24.365000000000002,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.365000000000002,24.378333333333334,0.16017698544630624,2_1_LC08_013030_20190814,33.61,1.0130034,43691.647935393514,9689,142.73684021,56.28906615,33.75226994000002,23.562286511554852,24.252420967553444,15.291543919999981,22.34711607475634,24.64615397646392,-0.23642947777279277,1.763796004205637,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-09-07,LS 7,09,250,20.826666666666664,0.01505545305418177,1.5,0,20.830000000000005,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.830000000000005,20.826666666666664,0.01505545305418333,1_2_1_LE07_013030_20190907,8,1.0077679,43715.63826774305,12979,145.82302021,47.98254106,26.13008534000005,20.069704661620996,20.07669318447789,16.542539239999996,19.724137056789232,20.470400918776537,0.5012750569179378,0.5199322652294218,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-09-15,LS 8,09,258,19.241666666666664,0.01834847859269553,1.5,0,19.244999999999997,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.244999999999997,19.241666666666664,0.01834847859269672,2_1_LC08_013030_20190915,15.63,1.0056728,43723.648036666666,13458,153.39389515,46.75536879,23.375161219999995,18.360906909061598,18.346737535468595,16.41949052000001,18.155694243819323,18.44780722090486,3.2532773474158767,0.4962901668366133,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-10-09,LS 7,10,282,15.508333333333333,0.007527726527090649,1.5,0,15.51,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.51,15.508333333333333,0.007527726527090512,1_2_1_LE07_013030_20191009,63,0.9989185,43747.63731615741,14324,154.86056528,37.3191507,18.395106080000005,14.793304457515516,14.976425565976148,12.516111679999995,14.640129253352233,14.976425565976148,0.5615881760311934,0.3996073136976409,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2019-11-02,LS 8,11,306,11.981666666666667,0.04215052391924197,1.5,0,11.99,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99,11.981666666666667,0.042150523919241116,2_1_LC08_013030_20191102,1.41,0.9922924,43771.6481132176,17134,163.17651547,30.42773039,11.921376200000054,10.033525302851217,10.150942171209929,6.305569340000034,9.852919979471924,10.346124666733356,-1.660318597948415,0.5925661144153369,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-05-20,LS 7,05,141,14.149999999999999,0.09380831519646803,1.5,0,14.14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,14.149999999999999,0.09380831519646797,1_2_1_LE07_013030_20200520,0,1.0120347,43971.62921254629,14552,129.64352364,58.80676326,24.721861100000012,12.99033612989676,12.842310681288197,10.400357299999996,12.483798906293808,13.533507303067124,2.176448023154727,1.4906255518240064,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-07-15,LS 8,07,197,25.676666666666666,0.06976149845485183,1.5,0,25.660000000000004,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.660000000000004,25.676666666666666,0.06976149845485054,2_1_LC08_013030_20200715,67.71,1.0164583,44027.647756493054,7452,135.10824417,62.20153096,29.551523360000033,25.10729695275173,25.150942179302742,21.044071580000036,24.852185647584825,25.35294143422297,0.8399605041705895,0.6561251477194437,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-07-31,LS 8,07,213,26.26833333333333,0.050760877323651504,1.5,0,26.249999999999996,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.249999999999996,26.26833333333333,0.050760877323651914,2_1_LC08_013030_20200731,6.71,1.0150009,44043.647806539346,17041,138.64445649,59.34214938,33.58478696000003,25.665454861896,25.545826093289303,24.793639520000056,25.45344570038412,25.745453920354343,3.975462154715919,0.6076284468766934,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-09-17,LS 8,09,261,19.224999999999998,0.008366600265340788,1.5,0,19.22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.22,19.224999999999998,0.008366600265341024,2_1_LC08_013030_20200917,60.95,1.0049697,44091.648023217596,14916,154.20373542,45.82093315,21.43030784000001,15.361575725211004,15.551937165763071,7.840260320000027,13.95047992737597,17.350251296551047,-0.6642776145854823,2.1769293552403104,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-09-25,LS 7,09,269,18.09,0.07456540752923084,1.5,0,18.095000000000002,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.095000000000002,18.09,0.074565407529230035,1_2_1_LE07_013030_20200925,7,1.0027235,44099.62369152778,14233,145.35730653,39.91006948,24.106617500000027,17.749646382784317,17.781396271791245,16.347712100000024,17.32642709498643,17.809088081366003,2.8716859340043586,0.7161844616706563,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-10-03,LS 8,10,277,17.7,0.03949683531626072,1.5,0,17.705,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.705,17.7,0.039496835316259145,2_1_LC08_013030_20201003,51.92,1.0003969,44107.64806612268,7678,158.48897662,40.2786207,16.163139020000017,14.65865785966455,15.149557665603268,5.4271382000000585,14.150981576006512,15.646227264029848,-1.9069872907577865,1.4750762807026228,MODIS,"{""type"":""MultiPoint"",""coordinates"":[]}",2
2020-10-11,LS 7,10,285,15.306666666666667,0.005163977794943112,0.75,0,15.31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_2_1_LE07_013030_20201011,3,0.9981451,44115.62298694444,13973,149.50651063,34.62749344,17.304757699999982,14.224538135314491,14.423873899240313,9.914998459999993,14.088993457470782,14.423873899240313,-1.0842426598857275,0.49377258240535343,NCEP,"{""type"":""MultiPoint"",""coordinates"":[]}",2
