system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_max,surface_temp_mean,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,zscore_max,zscore_mean,zscore_min,.geo
1_1_2_1_LT05_013030_20001028,156.79695,59.0,30.44364,0.981,0.9933546,36827.63310364583,972745900155,0.6085871404399323,14387,9.473536875562175,6.553438984029968,-2.3902321924011107,2.1921402117009596,59.55636024475098,36827.75,972756000000,0.41000061035156254,1.3320762403543518,7.797346152090772E-14,-4.079880989679654,
1_1_2_1_LT05_013030_20001129,158.379,53.0,22.263233,0.981,0.9862617,36859.63341443287,975510727007,0.5411590524534687,12793,2.9337323513292226,1.5426290434937076,-8.017961635149016,0.9078841069730468,67.73676681518555,36859.75,975520800000,0.9500000000000001,1.5322476703260697,-5.276612488430765E-14,-10.530628970385267,
1_1_2_1_LT05_013030_20010508,135.54843,0.0,57.39708,0.981,1.0094253,37019.634091597225,989334785514,1.0,23640,21.075876623696114,9.616845236773965,7.004878428513404,1.9514828306498522,32.60292053222656,37019.75,989344800000,0.5,5.871961160481357,2.3868396524543463E-13,-1.338452364139307,
1_2_1_LE07_013030_20010601,133.23822,5.0,62.512585,0.981,1.0141253,37043.640710486114,991408957386,1.0,23640,23.37308763295201,11.35579558135623,8.16349523384383,1.2608419805941233,27.487415313720703,37043.75,991418400000,0.8799987792968751,9.531164282722482,4.1228505345499486E-13,-2.531879804643045,
1_1_2_1_LT05_013030_20010609,127.90808,9.0,61.69992,0.981,1.0152023,37051.63421231481,992099595944,0.9812605752961083,23197,23.27457338290398,13.092284005191848,7.998181313853055,1.3056958202362834,28.300079345703125,37051.75,992109600000,1.6399993896484375,7.798362543482378,-1.5754418757231183E-12,-3.901446732376723,
1_1_2_1_LT05_013030_20010625,126.08779,11.0,61.515522,0.981,1.016503,37067.634196921295,993481994614,0.9991539763113367,23620,23.280704784197038,17.722443326535114,16.571809913648522,0.7202117751674841,28.484477996826172,37067.75,993492000000,2.1800003051757812,7.717537603949004,-4.897945787109584E-12,-1.5976320473502583,
1_2_1_LE07_013030_20010719,131.33293,50.0,60.18851,0.981,1.0161923,37091.64042188657,995556132451,0.4243654822335025,10032,21.84052580115408,16.492714679386985,12.15984562439663,0.9504181035234924,29.81148910522461,37091.75,995565600000,1.9100006103515625,5.626798460531331,1.6630089563971776E-13,-4.558908378246454,
1_1_2_1_LT05_013030_20010727,129.89041,15.0,57.588657,0.981,1.0154876,37099.634174467596,996246792674,0.7136209813874789,16870,21.07931580754959,17.523258409510376,8.492011444129004,1.3143385911208236,32.41134262084961,37099.75,996256800000,1.529998779296875,2.705586994144887,9.180894609581195E-13,-6.871324502219652,
1_2_1_LE07_013030_20010905,146.0722,1.0,48.738205,0.981,1.0081043,37139.63992262731,999703289315,1.0,23640,20.27702182434592,18.067365296344747,14.930331685613814,0.42789481071750846,41.26179504394531,37139.75,999712800000,0.9899993896484376,5.164018054568004,1.6221753924733438E-11,-7.331319595745153,
1_1_2_1_LT05_013030_20010913,146.00182,42.0,45.395798,0.981,1.0060384,37147.63404444444,1000393981440,0.9688663282571912,22904,19.74512352724249,16.18014163815821,9.47237751351773,0.5743300666966694,44.60420227050781,37147.75,1000404000000,1.779998779296875,6.207200520754059,-2.4310731939763136E-12,-11.679284288947327,
1_1_2_1_LT05_013030_20010929,150.95503,8.0,40.18238,0.981,1.0015948,37163.63393946759,1001776372370,0.9422165820642978,22274,16.111259285584325,14.136485000602336,2.933741840664275,0.8801141567365385,49.81761932373047,37163.75,1001786400000,0.8799987792968751,2.243770617557667,-1.9309252171499972E-12,-12.728738737117705,
1_2_1_LE07_013030_20011007,155.46986,50.0,38.1357,0.981,0.9992991,37171.63968923611,1002468069150,0.33049915397631136,7813,13.830709582360551,10.456099092558908,0.9383999280549701,2.8079669092527317,51.86429977416992,37171.75,1002477600000,0.9100006103515625,1.2017985250045946,2.916075643566846E-13,-3.389533948260391,
1_1_2_1_LT05_013030_20011015,154.82547,47.0,34.795174,0.981,0.9970115,37179.633927083334,1003158771300,0.2912859560067682,6886,12.839931490920478,9.641860919259653,6.001204618053196,1.2531901362249451,55.20482635498047,37179.75,1003168800000,1.379998779296875,2.551943619102008,-1.4961318833988218E-13,-2.9051108813969844,
1_2_1_LE07_013030_20011108,160.3816,2.0,27.851818,0.981,0.990631,37203.63980925926,1005232879520,0.9998730964467005,23637,8.743401342987504,7.218194076600272,3.4035444343913177,0.4671726582506065,62.1481819152832,37203.75,1005242400000,1.2299987792968752,3.26476140983632,1.6455287730705972E-14,-8.165395758590506,
1_1_2_1_LT05_013030_20011116,158.47957,50.0,25.14588,0.981,0.9888039,37211.633636342594,1005923546180,0.7483925549915398,17692,11.888535947152226,6.871459653951038,2.933766942227319,0.8887027190009608,64.8541202545166,37211.75,1005933600000,0.579998779296875,5.64539320734965,-5.262227282355877E-13,-4.430832299185822,
1_1_2_1_LT05_013030_20020511,133.5582,5.0,57.548836,0.981,1.0100586,37387.63187361111,1021129793880,0.9784686971235195,23131,16.570967557809297,8.15417308182052,1.8909188520355396,1.0885567933814682,32.45116424560547,37387.75,1021140000000,0.470001220703125,7.732067382394479,-3.9627902662471217E-13,-5.753722973267155,
1_2_1_LE07_013030_20020519,136.05827,64.0,60.646423,0.981,1.011776,37395.64000185185,1021821696160,0.3995346869712352,9445,12.7203297480278,6.423578839258615,0.9384028598435223,1.3067608779471946,29.35357666015625,37395.75,1021831200000,0.6899993896484375,4.818594599082903,-4.185538352842221E-13,-4.197536115430557,
1_2_1_LE07_013030_20020604,132.15964,11.0,62.574615,0.981,1.0145243,37411.63992893518,1023204089860,0.8040609137055837,19008,15.476150376531779,5.982874144144238,2.7927167954319336,1.1267702303530382,27.425384521484375,37411.75,1023213600000,1.8100006103515627,8.425210372671204,7.459226690027322E-13,-2.8312403565301576,
1_2_1_LE07_013030_20020620,129.52896,9.0,62.89206,0.981,1.0162051,37427.63984618056,1024586482710,1.0,23640,26.403137932574815,18.039482354340244,16.019657811101737,1.0781617291238548,27.107940673828125,37427.75,1024596000000,1.6600006103515625,7.757329306273112,-3.97346579777947E-12,-1.8733966237884125,
1_2_1_LE07_013030_20020706,129.262,25.0,61.81555,0.981,1.0167028,37443.63980451389,1025968879110,0.8662859560067682,20479,22.876362397917212,17.393245767217763,10.463110627971501,0.8818085488484562,28.1844482421875,37443.75,1025978400000,2.5,6.218035238896004,2.684914452731949E-13,-7.859001988919531,
1_2_1_LE07_013030_20020924,151.82014,20.0,42.602726,0.981,1.0030874,37523.63935150463,1032880839970,1.0,23640,20.799083607622364,16.878086231323785,14.930329533375103,0.343534947255167,47.397274017333984,37523.75,1032890400000,1.1200012207031251,11.413678310248262,-2.0191905265768266E-11,-5.669748342959558,
1_1_2_1_LT05_013030_20021018,153.3583,34.0,33.317223,0.981,0.9962377,37547.62897071759,1034953543070,0.6871827411167513,16245,11.888535157648208,9.784807811701782,0.30660616762795023,1.6675003880376122,56.682777404785156,37547.75,1034964000000,0.5399993896484375,1.2616053111820773,8.723990874630407E-13,-5.6840776242506275,
1_1_2_1_LT05_013030_20021103,155.68452,10.0,28.256168,0.981,0.9919311,37563.62869965278,1036335919650,0.9998307952622674,23636,8.492678177164771,6.525269599063569,-0.22699471483451197,1.2501410796269956,61.743831634521484,37563.75,1036346400000,0.2,1.5737492433159765,8.930734456880955E-13,-5.401201851484436,
1_2_1_LE07_013030_20021127,160.60228,88.0,23.29058,0.981,0.9866932,37587.639660416666,1038410466660,0.5236886632825719,12380,-2.8783483828284715,-5.2675645547180165,-8.90639038603478,1.0548700980940995,66.70941925048828,37587.75,1038420000000,0.2399993896484375,2.2649387599537545,-1.4911361520399082E-13,-3.449548752866594,
1_1_2_1_LT05_013030_20030615,125.438446,35.0,61.17897,0.981,1.0157787,37787.63104328704,1055689722140,0.9339255499153977,22078,19.74338793349402,14.206483159490379,9.473110424096102,0.8561949761855784,28.821029663085938,37787.75,1055700000000,1.279998779296875,6.466873700510396,-9.078643602526952E-15,-5.528381813780145,
1_1_2_1_LT05_013030_20030701,124.597824,14.0,60.565468,0.981,1.0166731,37803.631298611115,1057072144200,0.7268612521150593,17183,28.41494921511818,19.18775952027409,11.407354291686437,1.165386870552129,29.434532165527344,37803.75,1057082400000,2.3199996948242188,7.917705208462231,-1.1995696876380678E-12,-6.6762423922808605,
1_1_2_1_LT05_013030_20030717,126.32077,32.0,58.799263,0.981,1.0163524,37819.63148229167,1058454560070,0.7367174280879865,17416,23.28464214878028,18.460801056894592,13.311206981191324,0.6954505696840585,31.20073699951172,37819.75,1058464800000,2.4600006103515626,6.936281746202531,-2.7570509002619472E-12,-7.4046874072483915,
1_2_1_LE07_013030_20030725,132.22339,22.0,59.150646,0.981,1.0157402,37827.63986076389,1059146483970,0.6321065989847716,14943,22.871360228234504,17.693920700825757,14.381200955286902,0.6421056533654614,30.849353790283203,37827.75,1059156000000,2.070001220703125,8.063220593483782,-2.7287939990646207E-12,-5.1591505668513165,
1_1_2_1_LT05_013030_20030818,135.60092,53.0,52.55931,0.981,1.0122355,37851.63188738426,1061219395070,0.8554991539763114,20224,21.525234852435233,18.016744397295334,12.363811938447578,0.6793300518148817,37.44068908691406,37851.75,1061229600000,2.1,5.164633076023504,-4.134598111690579E-12,-8.321334296555142,
1_2_1_LE07_013030_20031013,156.70642,1.0,36.247646,0.981,0.9977285,37907.63960011574,1066058461450,0.8557106598984772,20229,15.476189032142923,12.69177108386913,11.598568034846,0.33074519461554197,53.75235366821289,37907.75,1066068000000,1.1209991455078125,8.418619510134981,-3.027886004881103E-12,-3.3052726594981015,
1_1_2_1_LT05_013030_20031021,155.38152,74.0,32.856586,0.981,0.9954717,37915.63255347222,1066749052620,0.5587563451776649,13209,10.927354670609008,9.189899160497017,7.003771813342159,0.5576562029740194,57.14341354370117,37915.75,1066759200000,1.9000000000000001,3.1156391713138296,1.4810068956787586E-13,-3.9202062767276473,
1_2_1_LE07_013030_20031114,160.6563,25.0,26.337984,0.981,0.9893585,37939.63990671297,1068823287940,0.8295685279187818,19611,6.403921956248315,3.89085180701071,-6.853251072718931,1.7977590054480104,63.66201591491699,37939.75,1068832800000,0.35000000000000003,1.3978904522919275,-6.864904148811365E-14,-5.976386627556988,
1_1_2_1_LT05_013030_20031122,158.29858,13.0,23.772104,0.981,0.9876741,37947.63286423611,1069513879470,1.0,23640,7.004865866484016,4.7838090323755145,3.966295507459186,0.3503685233064726,66.22789573669434,37947.75,1069524000000,0.6209991455078125,6.339201972677522,-7.276195658073341E-13,-2.3332961454452263,
1_1_2_1_LT05_013030_20040703,126.83015,13.0,61.20382,0.981,1.0167044,38171.635334722225,1088867692920,0.8460659898477157,20001,23.276838915024975,17.625811036597,11.408401923843007,0.9230638773689617,28.796180725097656,38171.75,1088877600000,1.8600006103515625,6.122033390078355,2.9353041952205733E-12,-6.735621732350389,
1_2_1_LE07_013030_20040711,129.954,15.0,61.24355,0.981,1.0165919,38179.640195370375,1089559312880,0.8581641285956007,20287,24.403336263294367,17.93102709232017,14.929771035853827,0.5287395955105263,28.756450653076172,38179.75,1089568800000,2.2800003051757813,12.24101471864394,1.0971657379103898E-11,-5.676246080206025,
1_1_2_1_LT05_013030_20041007,154.49493,0.0,37.785793,0.981,0.9992356,38267.636947569445,1097162232270,1.0,23640,17.48652755831627,14.232355994848488,13.31271171785298,0.31105247175632234,52.21420669555664,38267.75,1097172000000,1.5899993896484377,10.46180904814378,1.2502404433080272E-11,-2.956556724345705,
1_1_2_1_LT05_013030_20041108,159.54793,5.0,27.577919,0.981,0.9905786,38299.63741226852,1099927072420,0.9382402707275804,22180,7.999022748751746,6.504735917677017,-4.044224940292973,1.303678074035023,62.422080993652344,38299.75,1099936800000,0.479998779296875,1.1462084550135536,3.257676229265933E-13,-8.091691551826004,
1_1_2_1_LT05_013030_20050503,139.43025,61.0,57.041206,0.981,1.0082058,38475.63897048611,1115133607050,0.6771573604060914,16008,13.784263092396518,5.331706239940854,-2.390248096566457,1.330763868902234,32.95879364013672,38475.75,1115143200000,0.75,6.351657908647834,5.678312881159213E-13,-5.802648025661577,
1_2_1_LE07_013030_20050511,138.28519,21.0,59.240284,0.981,1.010108,38483.640632407405,1115824950640,0.7399323181049069,17492,19.75789974872087,11.496463503410732,4.009966050024764,1.146971665550208,30.759716033935547,38483.75,1115834400000,2.3000000000000003,7.202825050910988,-3.543973110818373E-13,-6.527186048484169,
1_1_2_1_LT05_013030_20050519,135.55165,50.0,60.563602,0.981,1.0118195,38491.63903599537,1116516012710,0.8552876480541455,20219,18.844803269267608,8.98296387217354,0.30660576003469703,1.4136420815674076,29.436397552490234,38491.75,1116525600000,0.9,6.976192577798427,5.590294365063037E-13,-6.137591845397482,
1_1_2_1_LT05_013030_20050604,131.75409,2.0,62.48057,0.981,1.0145541,38507.63913425926,1117898421200,1.0,23640,25.865758062202083,17.314444529819077,15.185661638620765,1.1311064595972455,27.519428253173828,38507.75,1117908000000,1.9799987792968752,7.560131462274455,1.3771407012090989E-12,-1.8820358359161975,
1_1_2_1_LT05_013030_20050620,129.23776,16.0,62.798264,0.981,1.016219,38523.63921446759,1119280828130,0.9982233502538072,23598,24.57486851289633,17.539763225188263,15.185807489263878,0.6626591429033938,27.201736450195312,38523.75,1119290400000,1.7399993896484376,10.616476604977114,1.6255765040257154E-12,-3.5522874182504993,
1_2_1_LE07_013030_20050730,133.92348,25.0,58.214424,0.981,1.0151521,38563.64048356481,1122736937780,0.7579526226734349,17918,25.404802812365315,19.084851335885254,14.381464473818408,0.6510113713426819,31.78557586669922,38563.75,1122746400000,1.7899993896484376,9.707897211450303,1.0297599039070442E-12,-7.224738413349556,
1_1_2_1_LT05_013030_20050807,135.87607,46.0,56.3862,0.981,1.0140613,38571.63950706019,1123428053410,0.6215736040609137,14694,21.52219071885778,13.091629889561826,2.933547979561495,2.7082256398376883,33.613800048828125,38571.75,1123437600000,1.6899993896484375,3.1129462424708527,1.0732887231950247E-13,-3.7508255444362213,
1_1_2_1_LT05_013030_20050823,141.32564,30.0,52.4232,0.981,1.0111232,38587.63957048611,1124810458890,0.8349407783417936,19738,23.279549146444243,18.286756098504178,10.926941753827178,0.9986396047490058,37.57680130004883,38587.75,1124820000000,2.0899993896484377,4.999594472517375,2.0168656815483664E-12,-7.369840240340545,
1_1_2_1_LT05_013030_20050924,152.05165,0.0,42.54926,0.981,1.0030249,38619.63958263889,1127575259940,1.0,23640,19.294546370557086,17.015831589546632,13.784231182615683,0.5228715992205282,47.450740814208984,38619.75,1127584800000,0.9500000000000001,4.358077173071653,-6.062193406059317E-12,-6.180485633085568,
1_2_1_LE07_013030_20051002,154.46365,4.0,39.863857,0.981,1.0007467,38627.64025185185,1128266517760,0.848181049069374,20051,18.701809935316998,15.190236502729654,14.380842652501169,0.3975560371088696,50.13614273071289,38627.75,1128276000000,2.369999694824219,8.832901791969793,5.478221674700263E-13,-2.035923931918143,
1_2_1_LE07_013030_20051103,160.2051,66.0,29.326096,0.981,0.9918757,38659.64046689815,1131031336340,0.7973773265651438,18850,6.403052650879929,2.6882649785213397,-1.5895566235880496,1.43376733725382,60.67390441894531,38659.75,1131040800000,1.8399993896484377,2.590927813625427,1.2082641922775242E-13,-2.9836232776113842,
1_1_2_1_LT05_013030_20051111,160.59094,41.0,27.027407,0.981,0.989933,38667.63973090278,1131722472750,0.9315989847715737,22023,6.50438018318096,3.2539089879059584,-5.7267780539871245,2.410296379288631,62.97259330749512,38667.75,1131732000000,0.3899993896484375,1.348577387912078,5.5408561537327735E-14,-3.7259679428069425,
1_2_1_LE07_013030_20051119,161.00427,18.0,25.013296,0.981,0.9881811,38675.64056759259,1132413745040,0.8630287648054146,20402,4.614144095419129,3.200635572923511,-2.231779436791967,0.7673595390865481,64.98670387268066,38675.75,1132423200000,0.9500000000000001,1.8420420291878237,8.756425779046937E-16,-7.079360759862494,
1_2_1_LE07_013030_20060701,129.4872,9.0,62.450287,0.981,1.0166757,38899.64083078704,1151767367780,0.843020304568528,19929,24.90684118176681,17.515817390846685,16.560839195052843,0.515207108167425,27.549713134765625,38899.75,1151776800000,2.1399993896484375,14.345733344420962,1.4763742081652647E-12,-1.8535811728038238,
1_1_2_1_LT05_013030_20060911,149.88599,3.0,47.44752,0.981,1.0066447,38971.643497916666,1157988398220,0.9920896785109983,23453,17.0294244585203,13.27589730094337,6.001478054611175,0.861378052355417,42.5524787902832,38971.75,1157997600000,0.9399993896484375,4.357583928813837,-1.7027852180077536E-12,-8.445094725179583,
1_1_2_1_LT05_013030_20060927,154.75151,19.0,42.10804,0.981,1.0022492,38987.64363402778,1159370809980,0.7275380710659899,17199,17.030055440801185,13.192314291888282,3.9659001674019674,1.4160204123345497,47.89196014404297,38987.75,1159380000000,1.75,2.7102301036647742,-5.01114852887232E-13,-6.515735256439564,
1_2_1_LE07_013030_20061005,155.29178,22.0,38.949932,0.981,0.9999597,38995.64041944445,1160061732240,0.6585871404399323,15569,13.830697289407356,11.716761784388405,2.7929094515797592,1.7776593480006544,51.05006790161133,38995.75,1160071200000,0.9709991455078125,1.1891679400760942,1.1692786778734157E-12,-5.0200013533781735,
1_1_2_1_LT05_013030_20061013,158.5603,1.0,36.58574,0.981,0.9976656,39003.643765277775,1160753221320,1.0,23640,12.365408090064317,11.476494122451015,7.004865866484016,0.6489451463317014,53.41426086425781,39003.75,1160762400000,0.6209991455078125,1.3697829048234271,2.5366110825772037E-12,-6.8906105257799,
1_2_1_LE07_013030_20061021,158.59012,31.0,33.531536,0.981,0.9954106,39011.64061134259,1161444148820,0.7723350253807106,18258,10.465721608841188,8.787071421864272,0.31249669585461015,1.5572389474094153,56.46846389770508,39011.75,1161453600000,0.4709991455078125,1.0779657096102537,4.697895524993355E-13,-5.44205161327859,
1_2_1_LE07_013030_20070501,140.95476,32.0,56.695316,0.981,1.0075723,39203.641211458336,1178033000670,0.8579103214890017,20281,5.214174779675183,-2.345921946771467,-4.184835308283649,1.0991811315181268,33.304683685302734,39203.75,1178042400000,0.7100006103515626,6.877935318999765,2.55694732886518E-13,-1.6729848327840005,
1_1_2_1_LT05_013030_20070509,140.91443,29.0,59.215073,0.981,1.0095274,39211.64407337963,1178724447940,1.0,23640,26.286653069589136,12.564564062733975,7.998107458915174,2.1763213306688005,30.784927368164062,39211.75,1178733600000,1.6899993896484375,6.305175992847644,-2.03617671434352E-13,-2.098245575902844,
1_1_2_1_LT05_013030_20070525,136.94174,1.0,62.245613,0.981,1.0128657,39227.64394386574,1180106836750,0.9800338409475465,23168,25.867337949617262,15.50618671057339,13.783203652613222,1.6245304165716123,27.75438690185547,39227.75,1180116000000,2.0600006103515627,6.37793613055883,4.764996190432575E-13,-1.060603753788943,
1_1_2_1_LT05_013030_20070610,133.32568,70.0,63.630566,0.981,1.0152515,39243.64377696759,1181489222330,0.7096023688663282,16775,15.185446808469935,10.125580935569513,3.9655343363245557,2.068389655149474,26.369434356689453,39243.75,1181498400000,2.25,2.4462827206195668,-1.0122357008530465E-13,-2.978184784433084,
1_2_1_LE07_013030_20070618,130.30353,27.0,63.148376,0.981,1.0160326,39251.64108136574,1182180189430,0.5836717428087986,13798,21.32044286347961,14.47309504329372,8.743070837765291,1.6030931022677162,26.85162353515625,39251.75,1182189600000,1.529998779296875,4.271335089958103,3.2549746545974505E-13,-3.5743552245485963,
1_1_2_1_LT05_013030_20070712,131.9993,15.0,61.91174,0.981,1.0165832,39275.64346875,1184253995700,0.7042301184433164,16648,25.857767532563102,17.64416356191022,9.959993638207163,1.156755301763916,28.088260650634766,39275.75,1184263200000,1.5,7.100554419874369,-1.267035556122643E-12,-6.6428655325682096,
1_2_1_LE07_013030_20070805,135.72513,0.0,57.131466,0.981,1.0144331,39299.64096736111,1186327379580,0.8556260575296109,20227,26.400102849524288,21.374141418120747,18.69932003390549,0.3528184296043093,32.868534088134766,39299.75,1186336800000,1.4600006103515626,14.245178283459357,-1.0071659228585441E-11,-7.581297233296756,
1_1_2_1_LT05_013030_20070813,139.75162,49.0,55.791782,0.981,1.0131619,39307.64324513889,1187018776380,0.8990693739424704,21254,22.837232151401704,18.780587787141588,15.18592082440094,0.5539199442147597,34.20821762084961,39307.75,1187028000000,1.470001220703125,7.323521036980966,-7.709598394215144E-12,-6.489506291087732,
1_1_2_1_LT05_013030_20070914,150.54677,30.0,46.49819,0.981,1.0059195,39339.643047453705,1189783559300,1.0,23640,20.193490532894092,16.37710303204933,15.649433647917126,0.33684041319765395,43.501808166503906,39339.75,1189792800000,2.0899993896484377,11.329957307127962,2.1363870834420788E-11,-2.160279335915718,
1_2_1_LE07_013030_20071125,161.08498,37.0,23.810648,0.981,0.9871101,39411.64103900463,1196004185770,0.8716159052453468,20605,4.010638964594676,2.443139647175156,-2.878441288285034,0.6424918892074266,66.18935203552246,39411.75,1196013600000,1.05,2.4397184520931092,-3.706473514733406E-13,-8.282720801386075,
1_1_2_1_LT05_013030_20080511,137.91458,0.0,59.173996,0.981,1.0101572,39579.639940277775,1210519290840,1.0,23640,19.2941931228389,9.481893993461581,7.5030602515819975,1.3958281559158936,30.826004028320312,39579.75,1210528800000,0.7399993896484376,7.029732913604135,-1.4660249524072756E-12,-1.4176771929214609,
1_1_2_1_LT05_013030_20080527,133.74326,48.0,61.824757,0.981,1.0133471,39595.639646875,1211901665490,0.2746615905245347,6493,22.399036311243393,12.515132628862407,7.502672691670081,1.5424076316730628,28.175243377685547,39595.75,1211911200000,1.329998779296875,6.40810086738214,1.8600414386359547E-13,-3.249763444022426,
1_1_2_1_LT05_013030_20080612,130.20898,1.0,62.828243,0.981,1.015551,39611.63934780093,1213284039650,1.0,23640,25.422846596578747,17.473427221675088,15.185907080118817,0.8199177364227965,27.171756744384766,39611.75,1213293600000,0.5600006103515626,9.695386526928944,-5.5877064188648274E-12,-2.789938599860578,
1_2_1_LE07_013030_20080706,129.53622,27.0,61.854122,0.981,1.0166967,39635.640555555554,1215357744000,0.8400592216582065,19859,26.90891698534115,20.41818088651498,16.56081448226527,0.7110396482320362,28.145877838134766,39635.75,1215367200000,2.0899993896484377,9.1285150061112,-1.2012427732186449E-14,-5.424966686233116,
1_1_2_1_LT05_013030_20080815,137.85106,70.0,54.173134,0.981,1.0126687,39675.638055902775,1218813528030,0.44615059221658204,10547,17.030451887136753,13.972416911877962,9.471486690401488,1.0592521538506083,35.826866149902344,39675.75,1218823200000,2.2,2.8869754610761738,-3.5069121187167735E-13,-4.249158432309653,
1_2_1_LE07_013030_20080823,141.63443,6.0,52.3904,0.981,1.0110754,39683.64027280093,1219504919570,0.8662013536379018,20477,25.413326264756385,19.47928819862705,18.169949900829483,0.5555240280167582,37.60960006713867,39683.75,1219514400000,2.2899993896484374,10.681874710827678,-9.995009276801654E-13,-2.3569426915194898,
1_1_2_1_LT05_013030_20080831,143.34254,6.0,49.79288,0.981,1.0092744,39691.637762384256,1220195902670,0.8566835871404399,20252,23.274766143335466,17.858035447899077,8.983288963682906,0.9177087432077209,40.20711898803711,39691.75,1220205600000,1.6600006103515625,5.9024507890193725,-3.493798283925342E-12,-9.670548035965913,
1_2_1_LE07_013030_20080908,147.18657,12.0,47.670723,0.981,1.0072978,39699.64018194444,1220887311720,0.6902284263959391,16317,20.803171619291984,16.989252248885535,10.46428031901693,0.7357162849212685,42.32927703857422,39699.75,1220896800000,1.9799987792968752,5.183953989566222,1.9744985451085915E-12,-8.868869785269009,
1_1_2_1_LT05_013030_20080916,148.64572,58.0,44.807903,0.981,1.0051808,39707.63744675926,1221578275400,0.28286802030456853,6687,16.111443831057457,12.887442779198775,7.50239802751145,1.8427088989042208,45.19209671020508,39707.75,1221588000000,1.5709991455078125,1.7495986771300969,-4.572393692275012E-15,-2.9223523883178606,
1_2_1_LE07_013030_20081010,156.32909,0.0,36.993324,0.981,0.9983859,39731.63992071759,1223652089150,0.8761421319796955,20712,16.019589256292104,12.993656886289942,12.160584898020398,0.385510338304344,53.006675720214844,39731.75,1223661600000,1.35,7.8491601115332905,-8.36378274188862E-12,-2.1609588783890663,
1_1_2_1_LT05_013030_20081018,156.56749,9.0,33.981457,0.981,0.9961141,39739.63672824074,1224343013320,0.9552453468697123,22582,11.4096610367384,8.977166088123845,-0.22699471730159326,1.9236428226054703,56.0185432434082,39739.75,1224352800000,0.6399993896484375,1.2645252642691085,-1.1132274959467339E-12,-4.78475561952759,
1_2_1_LE07_013030_20081026,159.20372,3.0,31.677132,0.981,0.9939112,39747.640112037036,1225034505680,0.8680626057529611,20521,12.72025477068901,10.275269475510413,8.743602932578769,0.34964168109021404,58.32286834716797,39747.75,1225044000000,0.9709991455078125,6.992831311057978,7.507229114463474E-12,-4.3806749188362515,
1_2_1_LE07_013030_20081111,160.68654,86.0,26.93093,0.981,0.9898826,39763.64027962963,1226416920160,0.4165820642978003,9848,6.403874075517961,3.740882554827338,-2.2317562310068157,1.7663428409135304,63.06907081604004,39763.75,1226426400000,0.7299987792968751,1.5076300359183707,-3.8417100065243455E-14,-3.3813587303046893,
1_2_1_LE07_013030_20081127,160.83076,60.0,23.219679,0.981,0.9866177,39779.64042060185,1227799332340,0.8042724196277495,19013,3.4036449680044396,1.8174622093725061,-6.85344341797401,0.796211904119756,66.78032112121582,39779.75,1227808800000,0.7000000000000001,1.9921615720949586,5.662377803853788E-13,-10.890198428937769,
1_2_1_LE07_013030_20090522,135.96068,7.0,61.416122,0.981,1.0123974,39955.64120648148,1243005800240,0.8419204737732656,19903,24.395560333593473,12.165074635742249,9.319823202855297,1.5844856156600087,28.583877563476562,39955.75,1243015200000,1.7209991455078126,7.7188997974946485,9.992317092734095E-13,-1.795694075582869,
1_1_2_1_LT05_013030_20090530,133.12552,50.0,62.153744,0.981,1.0137994,39963.63953356481,1243696855700,0.6712774957698816,15869,19.295919155957304,12.397278973011298,7.5024605601453835,0.9933875280667307,27.846256256103516,39963.75,1243706400000,1.5209991455078127,6.944560896966073,1.2862723234025218E-12,-4.927400711776508,
1_1_2_1_LT05_013030_20090903,145.83841,53.0,49.46065,0.981,1.0086151,40059.640626388886,1251991350120,0.4881133671742809,11539,19.745581377275915,10.871546762557607,3.965809538240941,2.0994686516624856,40.53934860229492,40059.75,1252000800000,1.8899993896484375,4.2268002466678,1.3240407355619077E-13,-3.289278560481619,
1_1_2_1_LT05_013030_20090919,151.19208,14.0,44.38442,0.981,1.0044302,40075.640774074076,1253373762880,0.7266497461928934,17178,15.185982601095404,13.113910275758832,3.9662554895317355,1.830965780391064,45.61558151245117,40075.75,1253383200000,0.8899993896484375,1.1316827149516753,-5.736057919831717E-13,-4.996081786014215,
1_1_2_1_LT05_013030_20091005,155.65797,66.0,38.96547,0.981,0.9998961,40091.6409037037,1254756174080,0.39830795262267343,9416,13.783920344492717,10.213572448603255,3.9660490288868164,1.2935423590129522,51.03453063964844,40091.75,1254765600000,1.4799987792968752,2.760132183544298,-8.201511499703595E-13,-4.829778766954073,
1_1_2_1_LT05_013030_20091021,158.8996,36.0,33.536015,0.981,0.9953496,40107.64101331019,1256138583550,0.8065566835871404,19067,11.408709700507393,8.145060346422456,4.988273329694839,0.5640558594633078,56.463985443115234,40107.75,1256148000000,1.6899993896484375,5.786039271341421,1.640521323450748E-12,-5.596585805759133,
