,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
226461,2015-07-02 10:10:00,43.3913,-72.0576,loon,1.5,20.259999999999994,edi.499.2,7,2015-07-02 15:10:00+00:00,0 days 00:22:18.310000,1338
226462,2015-07-02 10:20:00,43.3913,-72.0576,loon,1.5,20.3,edi.499.2,7,2015-07-02 15:20:00+00:00,0 days 00:12:18.310000,738
226463,2015-07-02 10:30:00,43.3913,-72.0576,loon,1.5,20.3,edi.499.2,7,2015-07-02 15:30:00+00:00,0 days 00:02:18.310000,138
226464,2015-07-02 10:40:00,43.3913,-72.0576,loon,1.5,20.34,edi.499.2,7,2015-07-02 15:40:00+00:00,-1 days +23:52:18.310000,-462
226465,2015-07-02 10:50:00,43.3913,-72.0576,loon,1.5,20.35,edi.499.2,7,2015-07-02 15:50:00+00:00,-1 days +23:42:18.310000,-1062
226466,2015-07-02 11:00:00,43.3913,-72.0576,loon,1.5,20.38,edi.499.2,7,2015-07-02 16:00:00+00:00,-1 days +23:32:18.310000,-1662
395739,2015-07-02 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,19.52,edi.498.1,7,2015-07-02 16:00:00+00:00,-1 days +23:32:18.310000,-1662
428092,2015-07-02 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,19.52,edi.498.1,7,2015-07-02 16:00:00+00:00,-1 days +23:32:18.310000,-1662
455199,2015-07-02 11:00:00,43.3235,-72.0411,Newbury,1.5,17.27,edi.498.1,7,2015-07-02 16:00:00+00:00,-1 days +23:32:18.310000,-1662
481869,2015-07-02 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.4,19.99,edi.498.1,7,2015-07-02 16:00:00+00:00,-1 days +23:32:18.310000,-1662
