,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
61052,2008-09-16 09:50:00,43.3913,-72.0576,loon,0.5,19.5,edi.499.2,9,2008-09-16 14:50:00+00:00,0 days 00:27:55.400000,1675
61053,2008-09-16 10:00:00,43.3913,-72.0576,loon,0.5,19.62,edi.499.2,9,2008-09-16 15:00:00+00:00,0 days 00:17:55.400000,1075
61054,2008-09-16 10:10:00,43.3913,-72.0576,loon,0.5,19.62,edi.499.2,9,2008-09-16 15:10:00+00:00,0 days 00:07:55.400000,475
61055,2008-09-16 10:20:00,43.3913,-72.0576,loon,0.5,19.67,edi.499.2,9,2008-09-16 15:20:00+00:00,-1 days +23:57:55.400000,-125
61056,2008-09-16 10:30:00,43.3913,-72.0576,loon,0.5,19.81,edi.499.2,9,2008-09-16 15:30:00+00:00,-1 days +23:47:55.400000,-725
61057,2008-09-16 10:40:00,43.3913,-72.0576,loon,0.5,19.77,edi.499.2,9,2008-09-16 15:40:00+00:00,-1 days +23:37:55.400000,-1325
374804,2008-09-16 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,18.86,edi.498.1,9,2008-09-16 15:00:00+00:00,0 days 00:17:55.400000,1075
407157,2008-09-16 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,19.5,edi.498.1,9,2008-09-16 15:00:00+00:00,0 days 00:17:55.400000,1075
434264,2008-09-16 10:00:00,43.3235,-72.0411,Newbury,1.5,19.37,edi.498.1,9,2008-09-16 15:00:00+00:00,0 days 00:17:55.400000,1075
466617,2008-09-16 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,20.03,edi.498.1,9,2008-09-16 15:00:00+00:00,0 days 00:17:55.400000,1075
