,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
163295,2012-09-19 10:00:00,43.3913,-72.0576,loon,0.5,19.259999999999994,edi.499.2,9,2012-09-19 15:00:00+00:00,0 days 00:28:21.760000,1701
163296,2012-09-19 10:10:00,43.3913,-72.0576,loon,0.5,19.2,edi.499.2,9,2012-09-19 15:10:00+00:00,0 days 00:18:21.760000,1101
163297,2012-09-19 10:20:00,43.3913,-72.0576,loon,0.5,19.2,edi.499.2,9,2012-09-19 15:20:00+00:00,0 days 00:08:21.760000,501
163298,2012-09-19 10:30:00,43.3913,-72.0576,loon,0.5,19.259999999999994,edi.499.2,9,2012-09-19 15:30:00+00:00,-1 days +23:58:21.760000,-99
163299,2012-09-19 10:40:00,43.3913,-72.0576,loon,0.5,19.259999999999994,edi.499.2,9,2012-09-19 15:40:00+00:00,-1 days +23:48:21.760000,-699
163300,2012-09-19 10:50:00,43.3913,-72.0576,loon,0.5,19.259999999999994,edi.499.2,9,2012-09-19 15:50:00+00:00,-1 days +23:38:21.760000,-1299
389058,2012-09-19 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,19.34,edi.498.1,9,2012-09-19 15:00:00+00:00,0 days 00:28:21.760000,1701
421411,2012-09-19 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,19.02,edi.498.1,9,2012-09-19 15:00:00+00:00,0 days 00:28:21.760000,1701
448518,2012-09-19 10:00:00,43.3235,-72.0411,Newbury,1.2,18.88,edi.498.1,9,2012-09-19 15:00:00+00:00,0 days 00:28:21.760000,1701
478181,2012-09-19 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,19.87,edi.498.1,9,2012-09-19 15:00:00+00:00,0 days 00:28:21.760000,1701
