,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
4313,2014-11-28 10:15:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,2014-11-28 15:15:00+00:00,0 days 00:16:14.120000,974
4314,2014-11-28 10:30:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,2014-11-28 15:30:00+00:00,0 days 00:01:14.120000,74
4315,2014-11-28 10:45:00,43.3913,-72.0576,loon,1.5,5.5520000000000005,edi.500.2,11,2014-11-28 15:45:00+00:00,-1 days +23:46:14.120000,-826
4316,2014-11-28 11:00:00,43.3913,-72.0576,loon,1.5,5.5520000000000005,edi.500.2,11,2014-11-28 16:00:00+00:00,-1 days +23:31:14.120000,-1726
223062,2014-11-28 10:10:00,43.3857,-72.0812,harbor,1.5,5.3,edi.499.2,11,2014-11-28 15:10:00+00:00,0 days 00:21:14.120000,1274
223063,2014-11-28 10:20:00,43.3857,-72.0812,harbor,1.5,5.29,edi.499.2,11,2014-11-28 15:20:00+00:00,0 days 00:11:14.120000,674
223064,2014-11-28 10:30:00,43.3857,-72.0812,harbor,1.5,5.29,edi.499.2,11,2014-11-28 15:30:00+00:00,0 days 00:01:14.120000,74
223065,2014-11-28 10:40:00,43.3857,-72.0812,harbor,1.5,5.3,edi.499.2,11,2014-11-28 15:40:00+00:00,-1 days +23:51:14.120000,-526
223066,2014-11-28 10:50:00,43.3857,-72.0812,harbor,1.5,5.29,edi.499.2,11,2014-11-28 15:50:00+00:00,-1 days +23:41:14.120000,-1126
223067,2014-11-28 11:00:00,43.3857,-72.0812,harbor,1.5,5.31,edi.499.2,11,2014-11-28 16:00:00+00:00,-1 days +23:31:14.120000,-1726
