,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
58778,2008-08-31 14:50:00,43.3913,-72.0576,loon,0.5,21.2,edi.499.2,8,1220194200000.0
58779,2008-08-31 15:00:00,43.3913,-72.0576,loon,0.5,21.19,edi.499.2,8,1220194800000.0
58780,2008-08-31 15:10:00,43.3913,-72.0576,loon,0.5,21.22,edi.499.2,8,1220195400000.0
58781,2008-08-31 15:20:00,43.3913,-72.0576,loon,0.5,21.19,edi.499.2,8,1220196000000.0
58782,2008-08-31 15:30:00,43.3913,-72.0576,loon,0.5,21.19,edi.499.2,8,1220196600000.0
58783,2008-08-31 15:40:00,43.3913,-72.0576,loon,0.5,21.19,edi.499.2,8,1220197200000.0
374425,2008-08-31 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.3,edi.498.1,8,1220194800000.0
409220,2008-08-31 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.630000000000006,edi.498.1,8,1220194800000.0
444015,2008-08-31 15:00:00,43.3235,-72.0411,Newbury,1.5,21.49,edi.498.1,8,1220194800000.0
478810,2008-08-31 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.01,edi.498.1,8,1220194800000.0
