,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
3545,2014-11-20 10:15:00,43.3913,-72.0576,loon,1.5,6.9780000000000015,edi.500.2,11,2014-11-20 15:15:00+00:00,0 days 00:18:02.880000,1082
3546,2014-11-20 10:30:00,43.3913,-72.0576,loon,1.5,6.9780000000000015,edi.500.2,11,2014-11-20 15:30:00+00:00,0 days 00:03:02.880000,182
3547,2014-11-20 10:45:00,43.3913,-72.0576,loon,1.5,6.775,edi.500.2,11,2014-11-20 15:45:00+00:00,-1 days +23:48:02.880000,-718
3548,2014-11-20 11:00:00,43.3913,-72.0576,loon,1.5,6.775,edi.500.2,11,2014-11-20 16:00:00+00:00,-1 days +23:33:02.880000,-1618
221911,2014-11-20 10:10:00,43.3857,-72.0812,harbor,1.5,6.94,edi.499.2,11,2014-11-20 15:10:00+00:00,0 days 00:23:02.880000,1382
221912,2014-11-20 10:20:00,43.3857,-72.0812,harbor,1.5,6.96,edi.499.2,11,2014-11-20 15:20:00+00:00,0 days 00:13:02.880000,782
221913,2014-11-20 10:30:00,43.3857,-72.0812,harbor,1.5,6.9700000000000015,edi.499.2,11,2014-11-20 15:30:00+00:00,0 days 00:03:02.880000,182
221914,2014-11-20 10:40:00,43.3857,-72.0812,harbor,1.5,6.96,edi.499.2,11,2014-11-20 15:40:00+00:00,-1 days +23:53:02.880000,-418
221915,2014-11-20 10:50:00,43.3857,-72.0812,harbor,1.5,6.99,edi.499.2,11,2014-11-20 15:50:00+00:00,-1 days +23:43:02.880000,-1018
221916,2014-11-20 11:00:00,43.3857,-72.0812,harbor,1.5,7.01,edi.499.2,11,2014-11-20 16:00:00+00:00,-1 days +23:33:02.880000,-1618
