system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,.geo
1_1_1_1_LT04_013030_19870526,123.58484709,38.0,57.46879674,0.977941145456293,1.0130782,31923.619376226852,5.49039114106E11,1.0,17165,24.527999730740984,17.12663906830186,16.81546420948914,15.479936278065537,1.0562843280469287,32.53120326,31923.5,549028800000,1.379998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19870705,121.050354,16.0,58.560978,0.977941145456293,1.016714,31963.623527060186,552495472738,1.0,17165,22.405851457231634,17.33036904086183,17.0308289748209,16.57223885591393,0.6113349987304174,31.439022064208984,31963.5,552484800000,2.0500000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19870806,127.85028,17.0,53.814022,0.977941145456293,1.0142733,31995.624085983796,555260321029,1.0,17165,22.836689336228456,18.410617978064554,18.394735625215038,17.48677199205767,0.3081132534114279,36.185977935791016,31995.5,555249600000,1.2299987792968752,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19871009,149.84749,9.0,35.99112,0.977941145456293,0.9988292,32059.625176574074,560790015256,1.0,17165,10.445341855902623,9.410656203936403,9.473058467298426,5.496044756244451,0.610514803787983,54.008880615234375,32059.75,560800800000,1.4600006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19871025,153.29037,34.0,30.828316,0.977941145456293,0.994327,32075.62535079861,562172430309,0.9621322458491116,16515,9.47368183772323,8.288779724475855,8.492827644637215,2.413648774709384,0.7610973017427152,59.17168426513672,32075.75,562183200000,0.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880605,125.075615,26.0,60.112915,0.977941145456293,1.0147527,32299.627368541667,581526204642,1.0,17165,18.84886038512467,12.857787750176394,12.838770282781937,11.407707597398009,0.9058112751619491,29.8870849609375,32299.75,581536800000,2.2600006103515624,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880621,122.86057,12.0,60.245888,0.977941145456293,1.0163172,32315.627430590277,582908610003,0.9962714826682202,17101,18.395986135166332,13.15557308555549,13.312612982258704,10.44458262501996,0.8202028141206973,29.754112243652344,32315.75,582919200000,1.8899993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880723,125.68539,32.0,56.900433,0.977941145456293,1.0158482,32347.627514131942,585673417221,0.606874453830469,10417,20.64254859184024,15.315129357114666,16.11184480251912,2.933179401433809,2.421416874761461,33.09956741333008,32347.75,585684000000,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880909,141.6893,38.0,45.592377,0.977941145456293,1.0069937,32395.627551331017,589820620435,0.9971453539178561,17116,18.396663024908424,15.68904250620376,15.649811090462132,6.0003371228079985,0.575769090467607,44.407623291015625,32395.75,589831200000,2.169999694824219,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19880925,147.02399,7.0,40.599907,0.977941145456293,1.0026268,32411.62747385417,591203013741,1.0,17165,16.571822960241192,14.027842782574849,14.253820717567299,12.365689510786869,0.317331068402502,49.40009307861328,32411.75,591213600000,0.8899993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2_LT05_013030_19881011,151.37200786,76.0,35.34130779,0.977941145456293,0.9980436,32427.627407627315,5.92585408019E11,0.3496650160209729,6002,11.409703443399708,7.6435483118374234,7.998897778907124,0.3066054562636172,1.8318327401444603,54.65869221,32427.75,592596000000,1.1200012207031251,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19881027,154.42392,3.0,30.15958,0.977941145456293,0.9935882,32443.627395798612,593967806997,0.9999417419166909,17164,8.49279794913271,7.262694953829209,7.503138726607453,4.47877157338767,0.43369315527722224,59.84041976928711,32443.75,593978400000,0.8600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19881112,156.05571,10.0,25.501045,0.977941145456293,0.989604,32459.62742542824,595350209557,0.9998834838333819,17163,5.496452111666206,4.5746910501469396,4.988848609988014,-0.7634500664359294,0.9279491842328739,64.49895477294922,32459.75,595360800000,0.570001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890507,131.59631,36.0,55.57476,0.977941145456293,1.009219,32635.62611375,610556496228,0.8429362073987766,14469,13.784488939966064,6.922094500405474,6.5041594480788065,3.4512106932533335,1.175011897507525,34.42523956298828,32635.75,610567200000,1.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19890819,134.84670457,26.0,51.73901843,0.977941145456293,1.0119189,32739.62941898148,6.195423818E11,0.9482668220215555,16277,23.279622013116185,19.328022809016414,19.875131124822207,13.67423830026671,1.1726894369559377,38.26098157,32739.75,619552800000,1.8399993896484377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890827,135.41357,2.0,48.755035,0.977941145456293,1.0102283,32747.624550416665,620233161156,1.0,17165,19.295438615869756,16.09185550638438,16.11187197665996,14.253797406819912,0.32041722728979577,41.244964599609375,32747.5,620222400000,0.9799987792968751,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19890928,146.28783,0.0,39.161983,0.977941145456293,1.0018597,32779.624037546295,622997916844,1.0,17165,14.72100293951949,13.379820976062843,13.313412490810205,10.445624240230185,0.5402220961714032,50.838016510009766,32779.5,622987200000,1.2399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19891014,150.41113,27.0,33.918423,0.977941145456293,0.9972737,32795.62367177084,624380285241,0.9998834838333819,17163,12.365752546595333,9.291662245810167,9.960904532800054,5.496426651859157,1.562117500771579,56.08157730102539,32795.5,624369600000,0.720001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19891030,153.21915,36.0,28.814333,0.977941145456293,0.9928742,32811.62335378472,625762657767,0.9965045150014564,17105,10.928814707323026,7.272958747239738,7.004810625264772,4.988731912268172,0.5325013809947171,61.18566703796387,32811.5,625752000000,1.029998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900526,123.88787,41.0,57.665363,0.977941145456293,1.0131161,33019.62018670139,643733584131,0.9632391494319836,16534,17.941283024123,9.70511393636364,9.960797236181664,-0.22699483803383308,2.902048447288619,32.33463668823242,33019.5,643723200000,0.929998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900627,119.1698,52.0,58.325863,0.977941145456293,1.01658,33051.620179398145,646498383500,1.0,17165,23.286053571239773,18.86172109148192,18.849679997597626,17.943744456374763,0.5659657708168282,31.674137115478516,33051.5,646488000000,2.4899993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19900721,124.58599166,39.0,57.04765729,0.977941145456293,1.0160593,33075.62649188658,6.48572528899E11,0.7603845033498398,13052,22.437478493698396,17.56838602705493,17.257586007680608,11.839445904659192,1.4138344698098564,32.95234271,33075.75,648583200000,1.8700012207031251,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900729,123.59948,13.0,54.341515,0.977941145456293,1.0152917,33083.62010068287,649263176699,0.9474512088552287,16263,25.01227952042824,20.30341712169601,20.194342063973572,16.572257123556973,0.5600921534844584,35.658485412597656,33083.5,649252800000,2.1100006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900830,134.40009,5.0,47.202232,0.977941145456293,1.0096002,33115.619964895835,652027964967,1.0,17165,20.63567193517571,18.667227311925924,18.84622451632915,17.03027705214927,0.3350945354431695,42.797767639160156,33115.5,652017600000,1.270001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901001,145.39522,4.0,37.68611,0.977941145456293,1.001076,33147.61980625,654792751260,0.8992135158753277,15435,14.720986094292275,12.43807057551857,12.84064098305681,3.451335024543273,1.2835752738150377,52.31388854980469,33147.5,654782400000,0.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901017,149.48227,27.0,32.521004,0.977941145456293,0.9964974,33163.61975449074,656175146788,0.9681328284299446,16618,12.365086137775785,10.922200958223867,10.928230121721729,6.503897100384045,0.742828308434244,57.47899627685547,33163.5,656164800000,1.529998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901118,153.50162,52.0,23.203106,0.977941145456293,0.9884149,33195.61969028935,658939941241,0.5498397902709001,9438,3.966337678932785,1.8834628628283485,2.933788406649832,-5.726723215823254,2.1122419423635446,66.79689407348633,33195.5,658929600000,0.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910513,128.063,0.0,55.927387,0.977941145456293,1.0104688,33371.621738877315,674146518239,1.0,17165,21.078790462821896,12.34299428379511,11.888533084680976,10.445657182934886,1.398532619297139,34.07261276245117,33371.5,674136000000,1.2100006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910716,121.690994,1.0,56.92722,0.977941145456293,1.0164092,33435.62236876157,679676172661,0.9917856102534227,17024,25.003630799775408,18.65301086725145,18.39524397757258,14.720841304829273,0.7021643135145949,33.07278060913086,33435.5,679665600000,1.529998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910902,136.65915,0.0,46.960934,0.977941145456293,1.0089507,33483.62267664352,683823399262,1.0,17165,19.296724678838004,17.15376161254545,17.030456148542328,14.25346264441697,0.5017342619033462,43.039066314697266,33483.5,683812800000,1.5399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910918,142.43198,69.0,42.30195,0.977941145456293,1.0048085,33499.62280859954,685205810663,0.9341101077774541,16034,15.650090513912595,10.402800063900926,10.44543949443855,3.4511636137343302,2.257885828997465,47.69805145263672,33499.5,685195200000,1.3899993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911004,147.45326,7.0,37.2426,0.977941145456293,1.0002896,33515.62284049769,686588213419,0.9879988348383338,16959,15.65010588869153,12.860606058971516,12.84039196171301,9.960509831315452,0.40729963575604733,52.75740051269531,33515.5,686577600000,1.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911105,153.78296,43.0,27.148352,0.977941145456293,0.9914724,33547.62295592592,689353023392,0.9439557238566851,16203,7.00496738465762,4.270361089709917,4.478807433814754,-6.294230788945906,1.8640187394716041,62.85164833068848,33547.5,689342400000,0.679998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920515,127.69632,35.0,56.59145,0.977941145456293,1.0110645,33739.622629108795,705941795155,0.9116224876201573,15648,16.111819419188752,8.481115381669065,8.492836491651028,4.988813034644428,1.10445710196062,33.40855026245117,33739.5,705931200000,0.779998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920616,120.823975,1.0,59.194176,0.977941145456293,1.0159444,33771.622378217595,708706573478,1.0,17165,22.39895501777357,16.505399943641763,16.57191490347344,15.65011068778831,0.5424510782014812,30.805824279785156,33771.5,708696000000,1.1200012207031251,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920819,131.33168,64.0,50.182384,0.977941145456293,1.0118822,33835.62179027778,714236122680,0.7715117972618701,13243,18.396845871227285,14.799279489031195,14.720126976711633,10.926759720557714,0.6407684719129967,39.8176155090332,33835.5,714225600000,2.2399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920920,142.7472,1.0,41.230972,0.977941145456293,1.0040522,33867.621452754625,717000893518,1.0,17165,16.111952218059944,14.748731091014854,14.720659441502832,11.408820053864273,0.4556647316885079,48.76902770996094,33867.5,716990400000,1.7600006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921006,147.50925,0.0,36.108112,0.977941145456293,0.9995016,33883.62116765046,718383268885,0.9998834838333819,17163,11.409666013460008,10.590593109893446,10.928698562230016,6.504227453182513,0.6551753289922515,53.89188766479492,33883.5,718372800000,1.1600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921022,151.0869,62.0,30.925812,0.977941145456293,0.9949683,33899.621063969906,719765659927,0.601980774832508,10333,8.4927312133722,7.337513396069522,7.999009150735717,-6.294537317425047,1.3438912207077447,59.074188232421875,33899.5,719755200000,0.970001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921107,153.25523,53.0,26.098253,0.977941145456293,0.9907989,33915.62087238426,721148043374,0.5564812117681328,9552,5.496460074656263,1.5802687585521513,2.413663752987886,-6.29413036893613,2.99661359346403,63.90174674987793,33915.5,721137600000,0.429998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930502,130.7667,0.0,53.525616,0.977941145456293,1.0079772,34091.62176577546,736354520563,1.0,17165,17.030017949350476,6.790303521521423,6.504404947856704,4.4787764710505025,1.6668824631807495,36.47438430786133,34091.5,736344000000,0.8399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930603,122.78166,10.0,58.762283,0.977941145456293,1.0144279,34123.62183099537,739119326198,0.682668220215555,11718,18.394452335331902,10.276502027440173,10.445826812868415,0.3066056842321591,1.4255416702070878,31.237716674804688,34123.5,739108800000,1.029998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930705,120.190025,3.0,58.052193,0.977941145456293,1.0167103,34155.621730405095,741884117507,1.0,17165,24.587761382655597,17.926339670813693,17.943679369389447,16.572357323501784,0.7276975233779677,31.94780731201172,34155.5,741873600000,2.4600006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930721,122.5102,34.0,56.023285,0.977941145456293,1.016044,34171.621737141206,743266518089,0.36696766676376347,6299,20.19264551734351,16.732225725937557,17.030618696861776,8.983243194873051,1.1175872840218468,33.976715087890625,34171.5,743256000000,1.770001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930806,126.83994,26.0,53.15796,0.977941145456293,1.0142056,34187.621736597226,744648918042,0.9681328284299446,16618,21.964216739759518,14.635782043850714,14.25323044887771,9.472551443424157,1.5972507771942583,36.842041015625,34187.5,744638400000,1.770001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930907,138.27988,84.0,45.262638,0.977941145456293,1.0075935,34219.62170112268,747413714977,0.4371103990678707,7503,12.364395609035471,10.198829335261223,10.44447654153012,5.495569155098835,1.1466608484807799,44.737361907958984,34219.5,747403200000,1.9399993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931025,151.83081,22.0,30.152409,0.977941145456293,0.9942191,34267.62154287037,751560901304,0.9423244975240315,16175,10.929023400918831,8.503549722865452,8.492897624824769,2.933787582419608,0.6855574912466983,59.847591400146484,34267.5,751550400000,0.570001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931110,153.78401,1.0,25.450096,0.977941145456293,0.9901459,34283.62145925926,752943294080,0.9997669676667638,17161,6.504293702711168,4.989583819051551,4.988719344866514,1.8909007622922542,0.6290808675126734,64.5499038696289,34283.5,752932800000,1.0600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931126,154.30458,61.0,21.62278,0.977941145456293,0.9868154,34299.62139663195,754325688669,0.9993591610836003,17154,2.4136510018683777,0.8448451813970763,0.8374432227114464,-5.7268385842617855,1.0883999588409805,68.3772201538086,34299.5,754315200000,0.770001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940521,124.83554,1.0,56.869415,0.977941145456293,1.0121814,34475.61965320602,769531938037,1.0,17165,20.192600399213323,11.160415331653503,10.927836072868399,9.472569937419316,1.5380882909129423,33.130584716796875,34475.5,769521600000,1.7600006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940622,118.874016,5.0,58.321655,0.977941145456293,1.016339,34507.6192028588,772296699127,0.9993591610836003,17154,21.52426033460526,17.72803405198534,17.94252378909641,15.649961484329861,0.6692324537372277,31.6783447265625,34507.5,772286400000,1.8600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940825,131.66771,10.0,48.09747,0.977941145456293,1.0107361,34571.618031527774,777826197924,1.0,17165,21.967716583156,18.055585325669327,17.943105440177256,17.487842925078684,0.33218588977848196,41.902530670166016,34571.5,777816000000,2.1800003051757812,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940910,137.48346,6.0,43.734997,0.977941145456293,1.0068885,34587.61774851852,779208573472,0.7631226332653656,13099,15.186488987584125,13.384235730626333,13.784594266238951,4.988710630772436,1.3076168335730376,46.2650032043457,34587.5,779198400000,1.079998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941012,147.28322,0.0,33.73943,0.977941145456293,0.9979294,34619.61711619213,781973318839,1.0,17165,10.92886681053306,9.741337438717691,9.960776646660817,7.004852509378676,0.4950494914154089,56.26057052612305,34619.5,781963200000,0.9600006103515626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941028,150.42772,1.0,28.678778,0.977941145456293,0.9934823,34635.6167430787,783355686602,1.0,17165,9.960790519136387,9.05447678496837,8.984265209787043,6.504360263637292,0.34384368263318676,61.32122230529785,34635.5,783345600000,0.9399993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941113,152.14359,45.0,24.087608,0.977941145456293,0.9895147,34651.61635582176,784738053143,0.9998834838333819,17163,7.503018432532496,6.5906350941605325,6.50429370271047,3.9662451263259357,0.4020728324771491,65.91239166259766,34651.5,784728000000,1.0600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941129,152.43286,54.0,20.439613,0.977941145456293,0.9863404,34667.615990983795,786120421621,0.991086513253714,17012,3.9663256739472383,2.8537661846881432,2.9337810409150884,-0.7634506895522838,0.5205070974143338,69.56038665771484,34667.5,786110400000,0.679998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950508,124.65962,11.0,52.721237,0.977941145456293,1.0093126,34827.61166737269,799944048061,0.5872997378386251,10081,12.365531035142144,4.943214552186723,4.988687663603149,0.8374379176532639,1.047103732557227,37.27876281738281,34827.5,799934400000,1.129998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950828,128.41623,16.0,45.388153,0.977941145456293,1.010127,34939.608121412035,809620541690,0.4814448004660647,8264,11.888828072099479,8.263050566788257,8.492836491652042,0.8374431227306414,1.9059191534297273,44.611846923828125,34939.5,809611200000,0.779998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950929,139.45737,20.0,36.2753,0.977941145456293,1.0017332,34971.60702517361,812385246975,1.0,17165,12.84070815997949,9.05760913281422,9.473753237985013,2.933787582419608,1.3012372788281767,53.724700927734375,34971.5,812376000000,0.570001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19951116,148.82935,26.0,22.097536,0.977941145456293,0.9889071,35019.60583689815,816532344308,0.9758228954267405,16750,5.496457392334652,3.6000083188126655,3.9663397778699605,-8.017180393901047,0.9686856660671611,67.90246391296387,35019.5,816523200000,0.5100006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960526,121.14813,1.0,56.500698,0.977941145456293,1.0131915,35211.614319837965,833121877234,0.9934168365860763,17052,17.486322651445303,10.732030213996174,10.4460270838484,4.988838563639733,0.88020429996552,33.49930191040039,35211.5,833112000000,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960729,122.43227,8.0,53.623936,0.977941145456293,1.0152385,35275.61670560185,838651683364,0.3022429362073988,5188,19.745835966159603,9.13711148396516,7.502215651894751,1.365487860312432,3.5291693057673625,36.37606430053711,35275.5,838641600000,1.770001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960814,127.758896,5.0,50.562798,0.977941145456293,1.0128423,35291.61728443287,840034133375,0.9973783862510923,17120,22.838939401738898,18.82283114420948,18.846823184256703,17.030463025256676,0.4366953913265725,39.43720245361328,35291.5,840024000000,1.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960830,133.88602,0.0,46.790104,0.977941145456293,1.0094954,35307.617884756946,841416585243,1.0,17165,21.519474274610758,17.517668674406355,17.486520217353522,14.253811399704107,0.9081036513368547,43.209896087646484,35307.5,841406400000,0.929998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19960915,140.00598,47.0,42.37765,0.977941145456293,1.0054336,35323.61849591435,842799038047,0.919254296533644,15779,17.942557818358342,14.922094041268387,15.186142949922433,8.491568899575894,0.8191944567009753,47.62234878540039,35323.5,842788800000,1.879998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19961001,145.44713,17.0,37.500668,0.977941145456293,1.0009491,35339.61909150463,844181489506,1.0,17165,14.720545711994507,11.985602093857885,11.887536933791052,10.444603397965604,0.33946391140683835,52.499332427978516,35339.5,844171200000,1.879998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19961017,149.75507,19.0,32.43303,0.977941145456293,0.9963733,35355.61966701389,845563939230,0.9917273521701137,17023,12.840653552339397,10.327405546513036,10.445948378487525,8.492803227374393,0.32120065374834933,57.56697082519531,35355.5,845553600000,0.8500000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19961102,152.67897,58.0,27.552187,0.977941145456293,0.9920529,35371.62021201389,846946386318,0.9969705796679289,17113,7.503188572177316,6.482312433256286,6.5044398297177946,-0.7634511582672818,0.8359457752332914,62.44781303405762,35371.5,846936000000,0.7399993896484376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19970614,123.329544,25.0,60.265324,0.977941145456293,1.0157394,35595.62660290509,866300538491,0.772443926594815,13259,21.07824987899339,15.768615480341564,16.111889344848727,8.984176053855208,0.8087704605329004,29.734676361083984,35595.75,866311200000,1.0600006103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19970630,122.54629,4.0,59.724632,0.977941145456293,1.0166671,35611.62699884259,867682972700,0.9999417419166909,17164,25.01719578859281,19.049089562882692,18.849242623476652,17.943488276037236,0.7750560453570604,30.275367736816406,35611.75,867693600000,2.369999694824219,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19971105,156.4342,17.0,27.782814,0.977941145456293,0.9913533,35739.62966409722,878742402978,0.9979027090008739,17129,8.492781327136406,6.879200208057471,7.004889128620098,1.890912994216276,0.50584630860782,62.217185974121094,35739.75,878752800000,0.8899993896484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19980516,132.61214,1.0,58.699497,0.977941145456293,1.0111655,35931.63218732639,895331420985,1.0,17165,20.638701464529966,12.756087527019188,12.364434797620996,10.927515445818415,1.4580343164700684,31.30050277709961,35931.75,895341600000,1.9200012207031252,"{""type"":""MultiPoint"",""coordinates"":[]}"
