,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
103346,2010-08-29 10:00:00,43.3913,-72.0576,loon,1.0,20.67,edi.499.2,sub-daily,8,1283094000000.0
103347,2010-08-29 10:10:00,43.3913,-72.0576,loon,1.0,20.759999999999994,edi.499.2,sub-daily,8,1283094600000.0
103348,2010-08-29 10:20:00,43.3913,-72.0576,loon,1.0,20.84,edi.499.2,sub-daily,8,1283095200000.0
103349,2010-08-29 10:30:00,43.3913,-72.0576,loon,1.0,20.82,edi.499.2,sub-daily,8,1283095800000.0
103350,2010-08-29 10:40:00,43.3913,-72.0576,loon,1.0,20.779999999999994,edi.499.2,sub-daily,8,1283096400000.0
103351,2010-08-29 10:50:00,43.3913,-72.0576,loon,1.0,20.759999999999994,edi.499.2,sub-daily,8,1283097000000.0
382963,2010-08-29 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,20.48,edi.498.1,sub-daily,8,1283094000000.0
417758,2010-08-29 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,sub-daily,8,1283094000000.0
452553,2010-08-29 10:00:00,43.3235,-72.0411,Newbury,1.5,20.99,edi.498.1,sub-daily,8,1283094000000.0
487348,2010-08-29 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.34,edi.498.1,sub-daily,8,1283094000000.0
