,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
303880,2018-07-10 10:10:00,43.3913,-72.0576,loon,0.85,24.16,edi.499.2,sub-daily,7,1531235400000.0
303881,2018-07-10 10:15:00,43.3913,-72.0576,loon,0.25,23.86,edi.499.2,sub-daily,7,1531235700000.0
303882,2018-07-10 10:30:00,43.3913,-72.0576,loon,0.25,23.84,edi.499.2,sub-daily,7,1531236600000.0
303883,2018-07-10 10:45:00,43.3913,-72.0576,loon,0.25,23.82,edi.499.2,sub-daily,7,1531237500000.0
303884,2018-07-10 10:50:00,43.3913,-72.0576,loon,0.85,24.29,edi.499.2,sub-daily,7,1531237800000.0
303885,2018-07-10 11:00:00,43.3913,-72.0576,loon,0.25,23.82,edi.499.2,sub-daily,7,1531238400000.0
522663,2018-07-10 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,24.35,edi.395.1,sub-daily,7,1531235400000.0
522664,2018-07-10 10:10:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531235400000.0
522665,2018-07-10 10:10:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531235400000.0
522666,2018-07-10 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.1,sub-daily,7,1531236000000.0
522667,2018-07-10 10:20:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531236000000.0
522668,2018-07-10 10:20:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531236000000.0
522669,2018-07-10 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.1,sub-daily,7,1531236600000.0
522670,2018-07-10 10:30:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531236600000.0
522671,2018-07-10 10:30:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531236600000.0
522672,2018-07-10 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.1,sub-daily,7,1531237200000.0
522673,2018-07-10 10:40:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531237200000.0
522674,2018-07-10 10:40:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531237200000.0
522675,2018-07-10 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.1,sub-daily,7,1531237800000.0
522676,2018-07-10 10:50:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531237800000.0
522677,2018-07-10 10:50:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531237800000.0
522678,2018-07-10 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,24.25,edi.395.1,sub-daily,7,1531238400000.0
522679,2018-07-10 11:00:00,43.4096,-72.033,HerrickCove,0.1,25.32,edi.395.1,sub-daily,7,1531238400000.0
522680,2018-07-10 11:00:00,43.3436,-72.0595,StateBeach,0.1,23.97,edi.395.1,sub-daily,7,1531238400000.0
