,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
206951,2014-08-08 10:10:00,43.3913,-72.0576,loon,1.5,22.99,edi.499.2,sub-daily,8,1407510600000.0
206952,2014-08-08 10:20:00,43.3913,-72.0576,loon,0.5,22.79,edi.499.2,sub-daily,8,1407511200000.0
206953,2014-08-08 10:30:00,43.3913,-72.0576,loon,0.5,22.85,edi.499.2,sub-daily,8,1407511800000.0
206954,2014-08-08 10:40:00,43.3913,-72.0576,loon,1.5,23.05,edi.499.2,sub-daily,8,1407512400000.0
206955,2014-08-08 10:50:00,43.3913,-72.0576,loon,0.5,22.919999999999995,edi.499.2,sub-daily,8,1407513000000.0
206956,2014-08-08 11:00:00,43.3913,-72.0576,loon,0.5,22.919999999999995,edi.499.2,sub-daily,8,1407513600000.0
393942,2014-08-08 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.2,22.14,edi.498.1,sub-daily,8,1407513600000.0
428737,2014-08-08 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,22.48,edi.498.1,sub-daily,8,1407513600000.0
463532,2014-08-08 11:00:00,43.3235,-72.0411,Newbury,1.4,22.66,edi.498.1,sub-daily,8,1407513600000.0
498327,2014-08-08 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.59,edi.498.1,sub-daily,8,1407513600000.0
