,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
1241,2014-10-27 10:15:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,sub-daily,10,1414422900000.0
1242,2014-10-27 10:30:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,sub-daily,10,1414423800000.0
1243,2014-10-27 10:45:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,sub-daily,10,1414424700000.0
1244,2014-10-27 11:00:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,sub-daily,10,1414425600000.0
218459,2014-10-27 10:10:00,43.3857,-72.0812,harbor,1.5,12.47,edi.499.2,sub-daily,10,1414422600000.0
218460,2014-10-27 10:20:00,43.3857,-72.0812,harbor,1.5,12.49,edi.499.2,sub-daily,10,1414423200000.0
218461,2014-10-27 10:30:00,43.3857,-72.0812,harbor,1.5,12.49,edi.499.2,sub-daily,10,1414423800000.0
218462,2014-10-27 10:40:00,43.3857,-72.0812,harbor,1.5,12.48,edi.499.2,sub-daily,10,1414424400000.0
218463,2014-10-27 10:50:00,43.3857,-72.0812,harbor,1.5,12.5,edi.499.2,sub-daily,10,1414425000000.0
218464,2014-10-27 11:00:00,43.3857,-72.0812,harbor,1.5,12.51,edi.499.2,sub-daily,10,1414425600000.0
