,system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,scene,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
175,1_1_2_1_LT05_013030_20080815,137.85106000000002,70.0,54.173134,0.977941145456293,1.0126687,39675.638055902775,1218813528030.0,0.4385085930672881,7527,17.030947223023507,13.973403327667649,14.252648432886426,9.47162146125227,1.0529821656651412,35.826866149902344,39675.75,1218823200000,2.2,LT05_013030_20080815,21.9,0.1344949400122121,0.9,0.5163977794943222,21.925,10.0,21.84,21.84,,1.0,22.16,22.16,,1.0,21.8,21.8,,1.0,21.630000000000006,21.630000000000006,,1.0,21.94,21.92833333333333,0.027868739954770707,6.0,,,,,,,,,,,,,,,,
176,1_2_1_LE07_013030_20080823,141.63443,6.0,52.3904,0.977941145456293,1.0110754000000002,39683.640272800934,1219504919570.0,0.8625691814739295,14806,25.414546153948923,19.484295332071664,19.231481647962973,18.170520450989507,0.5473721970271553,37.60960006713867,39683.75,1219514400000,2.2899993896484374,LE07_013030_20080823,22.362000000000002,0.5839292194550062,0.9,0.5163977794943222,22.665,10.0,22.51,22.51,,1.0,21.49,21.49,,1.0,21.47,21.47,,1.0,21.630000000000006,21.630000000000006,,1.0,22.75,22.753333333333334,0.0850098033562397,6.0,,,,,,,,,,,,,,,,
177,1_1_2_1_LT05_013030_20080831,143.34253999999999,6.0,49.79288,0.977941145456293,1.0092744,39691.637762384256,1220195902670.0,0.8590154383920771,14745,23.275862625169182,17.856570937188827,17.942200484626323,8.983433122102047,0.920806338476702,40.20711898803711,39691.75,1220205600000,1.6600006103515623,LT05_013030_20080831,21.261,0.33972047333064764,0.9,0.5163977794943222,21.195,10.0,22.01,22.01,,1.0,21.49,21.49,,1.0,21.3,21.3,,1.0,20.630000000000006,20.630000000000006,,1.0,21.19,21.196666666666665,0.012110601416388653,6.0,,,,,,,,,,,,,,,,
178,1_2_1_LE07_013030_20080908,147.18657,12.0,47.670722999999995,0.977941145456293,1.0072978000000001,39699.640181944436,1220887311720.0,0.6898922225458782,11842,20.80398951791836,16.98948589908083,17.09985802977586,10.46446390169525,0.7344679017693392,42.32927703857422,39699.75,1220896800000,1.9799987792968752,LE07_013030_20080908,21.326999999999998,0.2243533918719418,0.9,0.5163977794943222,21.354999999999997,10.0,21.51,21.51,,1.0,21.33,21.33,,1.0,21.630000000000006,21.630000000000006,,1.0,20.79,20.79,,1.0,21.325,21.334999999999997,0.08826097665446606,6.0,,,,,,,,,,,,,,,,
179,1_1_2_1_LT05_013030_20080916,148.64571999999998,58.0,44.807903,0.977941145456293,1.0051808,39707.63744675926,1221578275400.0,0.2813865423827556,4830,16.11195100173322,12.89028350678498,12.840025830997655,7.502499795859897,1.83827042462012,45.19209671020508,39707.75,1221588000000,1.5709991455078125,LT05_013030_20080916,19.836000000000002,0.257733712708808,0.9,0.5163977794943222,19.865000000000002,10.0,20.03,20.03,,1.0,19.37,19.37,,1.0,19.51,19.51,,1.0,20.31,20.31,,1.0,19.865000000000002,19.856666666666666,0.043665394383500734,6.0,,,,,,,,,,,,,,,,
180,1_2_1_LE07_013030_20081010,156.32908999999998,0.0,36.993324,0.977941145456293,0.9983859,39731.639920717585,1223652089150.0,0.8795222837168657,15097,16.020116897490425,12.994842170799576,12.720332313303725,12.1608820063418,0.3767656829238029,53.00667572021485,39731.75,1223661600000,1.35,LE07_013030_20081010,14.819999999999999,0.040000000000000036,0.5,0.0,14.8,6.0,,,,,,,,,,,,,,,,,14.8,14.819999999999999,0.0400000000000002,6.0,,,,,,,,,,,,,,,,
181,1_1_2_1_LT05_013030_20081018,156.56749,9.0,33.981457,0.977941145456293,0.9961141,39739.63672824074,1224343013320.0,0.954558695018934,16385,11.409967683670876,8.973821600463285,9.473739486961342,-0.2269945993760053,1.9303864860676063,56.0185432434082,39739.75,1224352800000,0.6399993896484375,LT05_013030_20081018,13.899999999999999,0.024494897427831838,0.5,0.0,13.905000000000001,6.0,,,,,,,,,,,,,,,,,13.905000000000001,13.899999999999999,0.02449489742783128,6.0,,,,,,,,,,,,,,,,
182,1_2_1_LE07_013030_20081026,159.20372,3.0,31.677132,0.977941145456293,0.9939111999999999,39747.64011203704,1225034505680.0,0.8675211185551995,14891,12.720609475731552,10.276334596910134,10.465803967240156,8.743768016602013,0.3454549738810262,58.32286834716797,39747.75,1225044000000,0.9709991455078124,LE07_013030_20081026,12.058333333333335,0.19187669651801734,0.6666666666666666,0.408248290463863,11.98,6.0,,,,,,,,,,,,,,,,,11.98,12.058333333333335,0.1918766965180173,6.0,,,,,,,,,,,,,,,,
183,1_2_1_LE07_013030_20081111,160.68653999999998,86.0,26.93093,0.977941145456293,0.9898826,39763.64027962963,1226416920160.0,0.4113603262452665,7061,6.403967128816506,3.740498071676333,4.61424556923521,-2.2317452254985555,1.7555502848671531,63.06907081604004,39763.75,1226426400000,0.7299987792968751,LE07_013030_20081111,9.269999999999998,1.9459014222361975e-15,0.5,0.0,9.27,6.0,,,,,,,,,,,,,,,,,9.27,9.269999999999998,0.0,6.0,,,,,,,,,,,,,,,,
184,1_2_1_LE07_013030_20081127,160.83076,60.0,23.219679,0.977941145456293,0.9866176999999999,39779.64042060185,1227799332340.0,0.8093212933294495,13892,3.403671232250552,1.81273914296137,2.1785730000669217,-6.8533403878886725,0.8069562036050626,66.78032112121582,39779.75,1227808800000,0.7000000000000001,LE07_013030_20081127,4.696666666666667,0.019663841605003687,0.5,0.0,4.69,6.0,,,,,,,,,,,,,,,,,4.69,4.696666666666667,0.019663841605003802,6.0,,,,,,,,,,,,,,,,
185,1_2_1_LE07_013030_20090522,135.96068,7.0,61.416121999999994,0.977941145456293,1.0123974,39955.64120648148,1243005800240.0,0.8432857558986309,14475,22.35565855080482,12.181528873436726,12.160409859007665,9.319978005630409,1.5820637871542278,28.58387756347656,39955.75,1243015200000,1.7209991455078126,LE07_013030_20090522,14.418750000000001,1.0285140112942415,1.5,0.0,14.48,8.0,15.7,15.7,0.0,2.0,14.65,14.65,0.1131370849898477,2.0,13.01,13.01,0.0,2.0,14.315,14.315,0.10606601717798364,2.0,,,,,,,,,,,,,,,,,,,,
186,1_1_2_1_LT05_013030_20090530,133.12552,50.0,62.153743999999996,0.977941145456293,1.0137994000000001,39963.63953356481,1243696855700.0,0.6723565394698514,11541,19.296671439636945,12.403230835279805,12.36509863235318,7.5025639477854975,0.9781211228323816,27.84625625610352,39963.75,1243706400000,1.520999145507813,LT05_013030_20090530,13.88875,0.6632697684308292,1.5,0.0,14.084999999999999,8.0,14.59,14.59,0.0,2.0,12.95,12.95,0.1131370849898477,2.0,14.239999999999998,14.239999999999998,0.0,2.0,13.774999999999999,13.774999999999999,0.21920310216783073,2.0,,,,,,,,,,,,,,,,,,,,
187,1_1_2_1_LT05_013030_20090903,145.83841,53.0,49.46065,0.977941145456293,1.0086150999999999,40059.640626388886,1251991350120.0,0.487678415380134,8371,18.39598613516633,10.872889165039757,10.927578473654073,3.9658336383970423,2.095816547326589,40.53934860229492,40059.75,1252000800000,1.8899993896484373,LT05_013030_20090903,21.695714285714292,0.7600780758045061,1.2857142857142858,0.2567762955065478,21.409999999999997,14.0,21.17,21.17,0.0,2.0,21.409999999999997,21.409999999999997,0.11313708498984897,2.0,20.725,20.725,0.12020815280171052,2.0,21.045,21.045,0.12020815280171805,2.0,22.5,22.506666666666664,0.1227463509301473,6.0,,,,,,,,,,,,,,,,
188,1_1_2_1_LT05_013030_20090919,151.19208,14.0,44.38442,0.977941145456293,1.0044302,40075.64077407408,1253373762880.0,0.7217593941159336,12389,15.186502495101044,13.113689808301485,13.784672117489825,3.966289534312185,1.8301822733358168,45.61558151245117,40075.75,1253383200000,0.8899993896484375,LT05_013030_20090919,17.787142857142857,0.2111663060036045,1.2857142857142858,0.2567762955065478,17.89,14.0,17.610000000000007,17.610000000000007,0.0,2.0,17.509999999999998,17.509999999999998,0.11313708498984897,2.0,17.89,17.89,0.0,2.0,17.56,17.56,0.0,2.0,17.974999999999994,17.979999999999993,0.0244948974278339,6.0,,,,,,,,,,,,,,,,
