"date","dip_statistic","dip_pval","acr_statistic","acr_pval"
2001-09-05,0.00223493679940995,0.916,0.00398953866398128,0.038
2001-09-13,0.00742240964693594,0,0.0148411358645257,0
2001-09-29,0.0268543056832463,0,0.0537402681976377,0
2001-11-08,0.0354773397902715,0,0.0710216815650296,0
2001-11-16,0.0271996925574143,0,0.0543043569837164,0
2002-05-11,0.0122462187802377,0,0.0246337605795035,0
2002-05-19,0.0161275785722915,0,0.031793263121764,0
2002-06-04,0.0195196712415483,0,0.0390302805168704,0
2002-06-20,0.0139590174917729,0,0.0278420233781023,0
2002-07-06,0.00509680519371222,0.016,0.0102910709762822,0
2002-09-24,0.00370045117743699,0.128,0.00638532651570605,0
2002-10-18,0.0236101027479378,0,0.0470712977641344,0
2002-11-03,0.0168594530673281,0,0.0336696105849789,0
2003-06-15,0.0305774685905858,0,0.0609576035897892,0
2003-07-01,0.0300125411911933,0,0.0602739309220025,0
2003-07-17,0.0310586531838402,0,0.0622386468597823,0
2003-07-25,0.0124562322684264,0,0.0246148036573218,0
2003-08-18,0.00731362352042045,0,0.0145379551765868,0
2003-10-13,0.0143365259805904,0,0.0289355014973666,0
2003-10-21,0.0318183913589389,0,0.0645019707476873,0
2003-11-14,0.00376926710611942,0.26,0.00725617094944686,0
2003-11-22,0.00246015739249329,0.776,0.00622885007798699,0
2004-07-03,0.0315214247949111,0,0.0634664556340559,0
2004-07-11,0.00494662461901297,0.012,0.00926717786297816,0
2004-10-07,0.0171889227989262,0,0.0345099657462185,0
2004-11-08,0.0196343105459072,0,0.0391668721425891,0
2005-05-03,0.0220634571137437,0,0.0442310006624636,0
2005-05-11,0.0135352924414411,0,0.0281092784394939,0
2005-05-19,0.02822079799901,0,0.0562114038018748,0
2005-06-04,0.019413976434068,0,0.0388474596287465,0
2005-06-20,0.0165809281114473,0,0.0332769604655525,0
2005-07-30,0.00478194513946494,0.036,0.00861662116852419,0
2005-08-07,0.010697744146185,0,0.0220539389380268,0
2005-08-23,0.0271977011717617,0,0.0543594234193934,0
2005-09-24,0.0137920644471825,0,0.0274817570540884,0
2005-10-02,0.00284279872331913,0.686,0.00629148677386274,0
2005-11-03,0.0259940752321123,0,0.0519803614429677,0
2005-11-11,0.0102259486362797,0,0.0209756438103196,0
2005-11-19,0.0200039107502373,0,0.0396842291228126,0
2006-07-01,0.0020708700124838,0.994,0.00647771250852644,0
2006-09-11,0.0172397531029499,0,0.0341844290926545,0
2006-09-27,0.0147714730345944,0,0.0295851733033571,0
2006-10-05,0.0155427673315501,0,0.0316193298603132,0
2006-10-13,0.0100209428653606,0,0.0200948316000826,0
2006-10-21,0.0127345748055444,0,0.0253792289022301,0
2007-05-01,0.0196545299009822,0.848,0.0279556513809064,0.916
2007-05-09,0.0137805495811046,0,0.0277443317093975,0
2007-05-25,0.0109787847615482,0,0.0218252427470755,0
2007-06-10,0.0135078064933813,0,0.0267874615867069,0
2007-06-18,0.00956065185414706,0,0.0186389773123552,0
2007-07-12,0.0215464280741427,0,0.0427364230971371,0
2007-08-05,0.00195295672673158,0.998,0.00415061648529968,0.038
2007-08-13,0.0255955864764423,0,0.0514005811879933,0
2007-09-14,0.00423013216691373,0.04,0.00821436441287131,0
2007-11-25,0.00596066327816715,0,0.0123447700199969,0
2008-05-11,0.0204883163883834,0,0.0406363990223725,0
2008-06-12,0.0273553845727763,0,0.054496690659174,0
2008-07-06,0.0298316587842849,0,0.0597009627694378,0
2008-08-15,0.0161365993413258,0,0.0302860244323912,0
2008-08-23,0.00423310245515796,0.09,0.00493440351999658,0.002
2008-08-31,0.00995290142732598,0,0.0197786110068574,0
2008-09-08,0.0225817294602483,0,0.0454395303145881,0
2008-10-10,0.00354556618678175,0.28,0.00784213751553499,0
2008-10-18,0.0216426970330582,0,0.0434038212529571,0
2008-10-26,0.0297783965521006,0,0.059646125007815,0
2008-11-11,0.0159162181333321,0,0.0307893228568365,0
2008-11-27,0.00248298721126272,0.916,0.00492497899002713,0.004
2009-05-22,0.0153367348298253,0,0.0303918045666093,0
2009-05-30,0.033889257197812,0,0.0677029731133877,0
2009-09-03,0.0132330981706274,0,0.0264110020214973,0
2009-09-19,0.0181934420436982,0,0.0372675345740634,0
2009-10-05,0.0214880590491847,0,0.0429552326558897,0
2009-10-21,0.0247829210870447,0,0.0499173937376956,0
2009-11-22,0.0319095891649192,0,0.0637777969601141,0
2010-05-01,0.01964938744042,0,0.0392670589658688,0
2010-05-17,0.0206681755395735,0,0.0413661537625061,0
2010-06-02,0.0232322478133612,0,0.0467665891795904,0
2010-06-18,0.0140088369540922,0,0.0279385477938668,0
2010-07-12,0.00592281650737928,0.074,0.0120342740953569,0
2010-08-29,0.00573037202484997,0,0.0111055343608018,0
2010-09-06,0.016124556059047,0,0.0322743218146283,0
2010-09-14,0.0213585031551724,0,0.0425376647737687,0
2010-10-08,0.0256793725124789,0,0.05141819379483,0
2010-11-17,0.0379288224950771,0,0.0762212330178174,0
2011-05-12,0.0163172443586085,0,0.032527010316229,0
2011-06-21,0.0238170436334031,0,0.0474919663357114,0
2011-06-29,0.00419130735228756,0.072,0.00827843451031178,0
2011-07-07,0.0180111870311981,0,0.0363933220535245,0
2011-07-15,0.00345886211489725,0.27,0.00703403055442829,0
2011-07-31,0.00647120995491426,0,0.0128626076876244,0
2011-10-11,0.0314037553691623,0,0.0627542610324149,0
2011-11-04,0.0171277501250748,0,0.0342700058004452,0
2011-11-12,0.0323072404055337,0,0.0648330406249289,0
2012-06-15,0.025441054198687,0,0.0508049133891175,0
2012-08-18,0.0118855574690901,0,0.0237390244129407,0
2012-09-03,0.00289446971019601,0.626,0.00485834095982633,0.004
2012-09-19,0.00249736441188536,0.834,0.00441088659703721,0.032
2012-10-21,0.0115096070313247,0,0.0230582180773357,0
2012-11-06,0.0303953921878259,0,0.0606043489171241,0
2012-11-22,0.0164088978178084,0,0.0328209356573609,0
2013-05-01,0.0113112854289669,0,0.0225553023705037,0
2013-05-17,0.0217003006402216,0,0.0436797321573394,0
2013-07-12,0.00589582023998674,0.12,0.0118353285072523,0
2013-08-05,0.00448630820263031,0.04,0.00891241178529463,0
2013-09-06,0.0109080639561959,0,0.0217771488960448,0
2013-09-30,0.00240786951927982,0.852,0.0059075586371091,0
2013-10-08,0.0163038643725737,0,0.0325909379234308,0
2013-11-09,0.0210417194936323,0,0.0419233925393965,0
2013-11-25,0.00236852449182745,0.922,0.00524261551165896,0.036
2014-05-12,0.00474383999012474,0.016,0.00932355490504836,0
2014-05-20,0.0211587967302686,0,0.0417864666497408,0
2014-08-08,0.0200220168928584,0,0.0401559908232884,0
2014-09-17,0.00213282040324908,0.964,0.00510481244398609,0.004
2014-10-03,0.00209894992430772,0.96,0.00429865607354892,0.014
2014-10-27,0.0115739974966292,0,0.0232481809064245,0
2014-11-20,0.00520048005185412,0.004,0.00997981385830956,0
2014-11-28,0.00853375448691128,0.124,0.00987652340739983,0.174
2015-05-07,0.0159730451462505,0,0.0321369806088197,0
2015-05-23,0.0169983927661628,0,0.0342300131994558,0
2015-06-24,0.0158969593811946,0,0.0317253277291326,0
2015-07-02,0.00240429289701849,0.9,0.00474215257088847,0.002
2015-07-10,0.0165736325710594,0,0.0330055900562253,0
2015-10-22,0.0112824927313869,0,0.0223683369095966,0
2015-10-30,0.0305738062534931,0,0.0611149320200523,0
2015-11-23,0.00462568994927931,0.008,0.00985192606562722,0
2016-05-17,0.0017419326882932,1,0.00400659706763524,0.646
2016-05-25,0.0118316321316421,0,0.0235122074994115,0
2016-06-18,0.00529493563380661,0,0.0105792199305143,0
2016-07-04,0.00140518348898409,1,0.00460680204289319,0
2016-07-20,0.00202172793780703,0.976,0.00312038299141031,0.304
2016-08-05,0.00964742358780299,0,0.0189378845759363,0
2016-08-29,0.0104340967512904,0,0.0205599055585289,0
2016-09-14,0.0147457531429155,0,0.0297167238021578,0
2016-10-24,0.00187584347962835,0.996,0.00295963829338729,0.404
2016-11-01,0.037521013550621,0,0.0752282230663527,0
2017-05-04,0.00769071437520786,0,0.0157415317190409,0
2017-05-20,0.0017859780574673,0.994,0.00351708654247857,0.05
2017-06-13,0.0174357532327136,0,0.0353233464517397,0
2017-06-21,0.00163417183060899,1,0.00459681736265158,0.008
2017-07-23,0.00147981137437163,1,0.0035139738037465,0.112
2017-08-24,0.00433073492693065,0.206,0.00920271638815161,0
2017-09-01,0.00677019142175455,0.032,0.0140079942303354,0
2017-09-09,0.00951772607859612,0,0.0186004718125696,0
2017-09-17,0.0196025116496396,0,0.0392931340794324,0
2017-10-03,0.0303479423378771,0,0.0608479281229045,0
2017-10-11,0.006511503702238,0,0.0128598755644312,0
2017-10-19,0.0102095494382894,0,0.0208465199391673,0
2017-10-27,0.00207492553550105,0.974,0.0029767216533421,0.234
2017-11-04,0.0107987416054536,0,0.0213335893173531,0
2017-11-12,0.0210494478112286,0,0.0424248632427584,0
2017-11-28,0.00533939680307492,0.012,0.00933645858613965,0
2018-05-23,0.00177091840450186,0.998,0.00379652979579015,0.03
2018-06-08,0.00216343823625595,0.974,0.00411345229262549,0.046
2018-07-10,0.00156978999317657,1,0.00332876223622607,0.246
2018-07-18,0.0249432135183545,0,0.0497527161272691,0
2018-08-19,0.00755729837846408,0,0.0152602111880754,0
2018-09-04,0.026989404224849,0,0.0546658986729977,0
2018-10-14,0.00224766397766501,0.9,0.00528446516899216,0
2018-10-22,0.0335309326967797,0,0.0663661518833517,0
2018-11-07,0.0170158020549729,0,0.033813339277129,0
2018-11-23,0.00277894420927672,0.878,0.00764467536559538,0.006
2019-05-18,0.0177855699220027,0,0.035485580714528,0
2019-05-26,0.00296884581315219,0.712,0.00707361220425279,0
2019-06-03,0.0260918682363572,0,0.0527474629661784,0
2019-06-27,0.00851688683952848,0,0.0165864166489067,0
2019-07-29,0.00134267116033668,1,0.00303398528541227,0.47
2019-08-14,0.0299357458884639,0,0.0599710294951348,0
2019-09-07,0.0103514748732793,0,0.0206252563640055,0
2019-09-15,0.00177389448666107,1,0.00318203761990997,0.35
2019-10-09,0.0255709840821122,0,0.0512281433318037,0
2019-11-02,0.00243206807539537,0.8,0.00348697569892637,0.082
2019-11-26,0.0045294524460416,0.18,0.00729172825149673,0.122
2020-05-20,0.00938726341066965,0,0.0187706448759711,0
2020-06-13,0.0020034964350321,1,0.00377588319503476,0.646
2020-07-15,0.00161561887371595,1,0.00336231499957224,0.55
2020-07-31,0.00205432770502342,0.96,0.00421552220199356,0.01
2020-09-17,0.0139521072880685,0,0.0270098964146511,0
2020-09-25,0.00502560324030864,0.02,0.0104036175314647,0
2020-10-03,0.00197134289612698,1,0.00377978662681167,0.238
2020-10-11,0.0242850441284016,0,0.0485328280154882,0
