,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
191630,2013-09-06 15:00:00,43.3913,-72.0576,loon,1.5,21.939999999999994,edi.499.2,9,1378479600000.0
191631,2013-09-06 15:10:00,43.3913,-72.0576,loon,1.5,21.95,edi.499.2,9,1378480200000.0
191632,2013-09-06 15:20:00,43.3913,-72.0576,loon,1.5,21.939999999999994,edi.499.2,9,1378480800000.0
191633,2013-09-06 15:30:00,43.3913,-72.0576,loon,1.5,21.93,edi.499.2,9,1378481400000.0
191634,2013-09-06 15:40:00,43.3913,-72.0576,loon,1.5,21.91,edi.499.2,9,1378482000000.0
191635,2013-09-06 15:50:00,43.3913,-72.0576,loon,1.5,21.919999999999995,edi.499.2,9,1378482600000.0
391792,2013-09-06 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,21.31,edi.498.1,9,1378479600000.0
426587,2013-09-06 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.99,edi.498.1,9,1378479600000.0
461382,2013-09-06 15:00:00,43.3235,-72.0411,Newbury,1.4,21.16,edi.498.1,9,1378479600000.0
496177,2013-09-06 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.6,21.59,edi.498.1,9,1378479600000.0
