,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
187031,2013-08-05 15:00:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375714800000.0
187032,2013-08-05 15:10:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375715400000.0
187033,2013-08-05 15:20:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375716000000.0
187034,2013-08-05 15:30:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375716600000.0
187035,2013-08-05 15:40:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375717200000.0
187036,2013-08-05 15:50:00,43.3913,-72.0576,loon,0.5,22.6,edi.499.2,8,1375717800000.0
391024,2013-08-05 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,22.48,edi.498.1,8,1375714800000.0
425819,2013-08-05 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,21.65,edi.498.1,8,1375714800000.0
460614,2013-08-05 15:00:00,43.3235,-72.0411,Newbury,1.4,22.49,edi.498.1,8,1375714800000.0
495409,2013-08-05 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.6,22.76,edi.498.1,8,1375714800000.0
