,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
123029,2011-07-15 15:00:00,43.3913,-72.0576,loon,0.5,23.67,edi.499.2,7,1310742000000.0
123030,2011-07-15 15:10:00,43.3913,-72.0576,loon,0.5,23.6,edi.499.2,7,1310742600000.0
123031,2011-07-15 15:20:00,43.3913,-72.0576,loon,0.5,23.6,edi.499.2,7,1310743200000.0
123032,2011-07-15 15:30:00,43.3913,-72.0576,loon,0.5,23.6,edi.499.2,7,1310743800000.0
123033,2011-07-15 15:40:00,43.3913,-72.0576,loon,0.5,23.6,edi.499.2,7,1310744400000.0
123034,2011-07-15 15:50:00,43.3913,-72.0576,loon,0.5,23.6,edi.499.2,7,1310745000000.0
384579,2011-07-15 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,23.32,edi.498.1,7,1310742000000.0
419374,2011-07-15 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,23.99,edi.498.1,7,1310742000000.0
454169,2011-07-15 15:00:00,43.3235,-72.0411,Newbury,1.5,24.55,edi.498.1,7,1310742000000.0
488964,2011-07-15 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.9,24.03,edi.498.1,7,1310742000000.0
