,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
309670,2018-08-19 15:10:00,43.3913,-72.0576,loon,0.85,24.18,edi.499.2,8,1534691400000.0
309671,2018-08-19 15:15:00,43.3913,-72.0576,loon,0.25,23.76,edi.499.2,8,1534691700000.0
309672,2018-08-19 15:30:00,43.3913,-72.0576,loon,0.25,23.78,edi.499.2,8,1534692600000.0
309673,2018-08-19 15:45:00,43.3913,-72.0576,loon,0.25,23.8,edi.499.2,8,1534693500000.0
309674,2018-08-19 15:50:00,43.3913,-72.0576,loon,0.85,24.16,edi.499.2,8,1534693800000.0
309675,2018-08-19 16:00:00,43.3913,-72.0576,loon,0.25,23.8,edi.499.2,8,1534694400000.0
404703,2018-08-19 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.6,24.35,edi.498.1,8,1534694400000.0
439498,2018-08-19 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.6,23.86,edi.498.1,8,1534694400000.0
474293,2018-08-19 16:00:00,43.3235,-72.0411,Newbury,1.6,23.51,edi.498.1,8,1534694400000.0
509088,2018-08-19 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.9,24.17,edi.498.1,8,1534694400000.0
539923,2018-08-19 15:10:00,43.4288,-72.0675,GeorgesMills,0.5,24.64,edi.395.2,8,1534691400000.0
539924,2018-08-19 15:10:00,43.4096,-72.033,HerrickCove,1.0,24.55,edi.395.2,8,1534691400000.0
539925,2018-08-19 15:10:00,43.3436,-72.0595,StateBeach,0.1,24.16,edi.395.2,8,1534691400000.0
539926,2018-08-19 15:20:00,43.4288,-72.0675,GeorgesMills,0.5,24.74,edi.395.2,8,1534692000000.0
539927,2018-08-19 15:20:00,43.4096,-72.033,HerrickCove,1.0,24.55,edi.395.2,8,1534692000000.0
539928,2018-08-19 15:20:00,43.3436,-72.0595,StateBeach,0.1,24.25,edi.395.2,8,1534692000000.0
539929,2018-08-19 15:30:00,43.4288,-72.0675,GeorgesMills,0.5,24.74,edi.395.2,8,1534692600000.0
539930,2018-08-19 15:30:00,43.4096,-72.033,HerrickCove,1.0,24.55,edi.395.2,8,1534692600000.0
539931,2018-08-19 15:30:00,43.3436,-72.0595,StateBeach,0.1,24.35,edi.395.2,8,1534692600000.0
539932,2018-08-19 15:40:00,43.4288,-72.0675,GeorgesMills,0.5,24.84,edi.395.2,8,1534693200000.0
539933,2018-08-19 15:40:00,43.4096,-72.033,HerrickCove,1.0,24.64,edi.395.2,8,1534693200000.0
539934,2018-08-19 15:40:00,43.3436,-72.0595,StateBeach,0.1,24.45,edi.395.2,8,1534693200000.0
539935,2018-08-19 15:50:00,43.4288,-72.0675,GeorgesMills,0.5,24.74,edi.395.2,8,1534693800000.0
539936,2018-08-19 15:50:00,43.4096,-72.033,HerrickCove,1.0,24.64,edi.395.2,8,1534693800000.0
539937,2018-08-19 15:50:00,43.3436,-72.0595,StateBeach,0.1,24.45,edi.395.2,8,1534693800000.0
539938,2018-08-19 16:00:00,43.4288,-72.0675,GeorgesMills,0.5,24.74,edi.395.2,8,1534694400000.0
539939,2018-08-19 16:00:00,43.4096,-72.033,HerrickCove,1.0,24.64,edi.395.2,8,1534694400000.0
539940,2018-08-19 16:00:00,43.3436,-72.0595,StateBeach,0.1,24.25,edi.395.2,8,1534694400000.0
