,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
161022,2012-09-03 15:00:00,43.3913,-72.0576,loon,0.5,22.79,edi.499.2,9,1346684400000.0
161023,2012-09-03 15:10:00,43.3913,-72.0576,loon,0.5,22.85,edi.499.2,9,1346685000000.0
161024,2012-09-03 15:20:00,43.3913,-72.0576,loon,0.5,22.79,edi.499.2,9,1346685600000.0
161025,2012-09-03 15:30:00,43.3913,-72.0576,loon,0.5,22.85,edi.499.2,9,1346686200000.0
161026,2012-09-03 15:40:00,43.3913,-72.0576,loon,0.5,22.85,edi.499.2,9,1346686800000.0
161027,2012-09-03 15:50:00,43.3913,-72.0576,loon,0.5,22.919999999999995,edi.499.2,9,1346687400000.0
388679,2012-09-03 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,22.630000000000006,edi.498.1,9,1346684400000.0
423474,2012-09-03 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,21.79,edi.498.1,9,1346684400000.0
458269,2012-09-03 15:00:00,43.3235,-72.0411,Newbury,1.2,22.83,edi.498.1,9,1346684400000.0
493064,2012-09-03 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,22.51,edi.498.1,9,1346684400000.0
