,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
291127,2017-09-09 15:10:00,43.3913,-72.0576,loon,1.5,18.85,edi.499.2,9,1504969800000.0
291128,2017-09-09 15:20:00,43.3913,-72.0576,loon,1.5,18.86,edi.499.2,9,1504970400000.0
291129,2017-09-09 15:30:00,43.3913,-72.0576,loon,1.5,18.84,edi.499.2,9,1504971000000.0
291130,2017-09-09 15:40:00,43.3913,-72.0576,loon,1.5,18.86,edi.499.2,9,1504971600000.0
291131,2017-09-09 15:50:00,43.3913,-72.0576,loon,1.5,18.85,edi.499.2,9,1504972200000.0
291132,2017-09-09 16:00:00,43.3913,-72.0576,loon,1.5,18.810000000000006,edi.499.2,9,1504972800000.0
402693,2017-09-09 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,18.71,edi.498.1,9,1504972800000.0
437488,2017-09-09 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.8,18.74,edi.498.1,9,1504972800000.0
472283,2017-09-09 16:00:00,43.3235,-72.0411,Newbury,1.5,18.56,edi.498.1,9,1504972800000.0
507078,2017-09-09 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,19.03,edi.498.1,9,1504972800000.0
