,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
59931,2008-09-08 15:00:00,43.3913,-72.0576,loon,0.5,21.27,edi.499.2,9,1220886000000.0
59932,2008-09-08 15:10:00,43.3913,-72.0576,loon,0.5,21.25,edi.499.2,9,1220886600000.0
59933,2008-09-08 15:20:00,43.3913,-72.0576,loon,0.5,21.25,edi.499.2,9,1220887200000.0
59934,2008-09-08 15:30:00,43.3913,-72.0576,loon,0.5,21.38,edi.499.2,9,1220887800000.0
59935,2008-09-08 15:40:00,43.3913,-72.0576,loon,0.5,21.42,edi.499.2,9,1220888400000.0
59936,2008-09-08 15:50:00,43.3913,-72.0576,loon,0.5,21.44,edi.499.2,9,1220889000000.0
374617,2008-09-08 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.630000000000006,edi.498.1,9,1220886000000.0
409412,2008-09-08 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,20.79,edi.498.1,9,1220886000000.0
444207,2008-09-08 15:00:00,43.3235,-72.0411,Newbury,1.5,21.33,edi.498.1,9,1220886000000.0
479002,2008-09-08 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.51,edi.498.1,9,1220886000000.0
