,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
225340,2015-06-24 15:10:00,43.3913,-72.0576,loon,1.5,21.18,edi.499.2,6,1435158600000.0
225341,2015-06-24 15:20:00,43.3913,-72.0576,loon,1.5,21.19,edi.499.2,6,1435159200000.0
225342,2015-06-24 15:30:00,43.3913,-72.0576,loon,1.5,21.18,edi.499.2,6,1435159800000.0
225343,2015-06-24 15:40:00,43.3913,-72.0576,loon,1.5,21.14,edi.499.2,6,1435160400000.0
225344,2015-06-24 15:50:00,43.3913,-72.0576,loon,1.5,21.14,edi.499.2,6,1435161000000.0
225345,2015-06-24 16:00:00,43.3913,-72.0576,loon,1.5,21.130000000000006,edi.499.2,6,1435161600000.0
395552,2015-06-24 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,19.03,edi.498.1,6,1435161600000.0
430347,2015-06-24 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,20.01,edi.498.1,6,1435161600000.0
465142,2015-06-24 16:00:00,43.3235,-72.0411,Newbury,1.5,20.67,edi.498.1,6,1435161600000.0
499937,2015-06-24 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.4,20.97,edi.498.1,6,1435161600000.0
