,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
292279,2017-09-17 15:10:00,43.3913,-72.0576,loon,1.5,21.66,edi.499.2,9,1505661000000.0
292280,2017-09-17 15:20:00,43.3913,-72.0576,loon,1.5,21.99,edi.499.2,9,1505661600000.0
292281,2017-09-17 15:30:00,43.3913,-72.0576,loon,1.5,22.54,edi.499.2,9,1505662200000.0
292282,2017-09-17 15:40:00,43.3913,-72.0576,loon,1.5,22.22,edi.499.2,9,1505662800000.0
292283,2017-09-17 15:50:00,43.3913,-72.0576,loon,1.5,22.0,edi.499.2,9,1505663400000.0
292284,2017-09-17 16:00:00,43.3913,-72.0576,loon,1.5,22.11000000000001,edi.499.2,9,1505664000000.0
402885,2017-09-17 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,20.82,edi.498.1,9,1505664000000.0
437680,2017-09-17 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.8,20.84,edi.498.1,9,1505664000000.0
472475,2017-09-17 16:00:00,43.3235,-72.0411,Newbury,1.5,21.33,edi.498.1,9,1505664000000.0
507270,2017-09-17 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,20.65,edi.498.1,9,1505664000000.0
