,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
299303,2018-06-08 15:10:00,43.3913,-72.0576,loon,0.85,17.85,edi.499.2,6,1528470600000.0
299304,2018-06-08 15:15:00,43.3913,-72.0576,loon,0.25,17.459999999999994,edi.499.2,6,1528470900000.0
299305,2018-06-08 15:30:00,43.3913,-72.0576,loon,0.25,17.52,edi.499.2,6,1528471800000.0
299306,2018-06-08 15:45:00,43.3913,-72.0576,loon,0.25,17.5,edi.499.2,6,1528472700000.0
299307,2018-06-08 15:50:00,43.3913,-72.0576,loon,0.85,17.959999999999994,edi.499.2,6,1528473000000.0
299308,2018-06-08 16:00:00,43.3913,-72.0576,loon,0.25,17.52,edi.499.2,6,1528473600000.0
511436,2018-06-08 15:10:00,43.4288,-72.0675,GeorgesMills,0.1,18.52,edi.395.2,6,1528470600000.0
511437,2018-06-08 15:10:00,43.4096,-72.033,HerrickCove,0.1,18.43,edi.395.2,6,1528470600000.0
511438,2018-06-08 15:20:00,43.4288,-72.0675,GeorgesMills,0.1,18.43,edi.395.2,6,1528471200000.0
511439,2018-06-08 15:20:00,43.4096,-72.033,HerrickCove,0.1,18.43,edi.395.2,6,1528471200000.0
511440,2018-06-08 15:30:00,43.4288,-72.0675,GeorgesMills,0.1,18.33,edi.395.2,6,1528471800000.0
511441,2018-06-08 15:30:00,43.4096,-72.033,HerrickCove,0.1,18.33,edi.395.2,6,1528471800000.0
511442,2018-06-08 15:40:00,43.4288,-72.0675,GeorgesMills,0.1,18.52,edi.395.2,6,1528472400000.0
511443,2018-06-08 15:40:00,43.4096,-72.033,HerrickCove,0.1,18.33,edi.395.2,6,1528472400000.0
511444,2018-06-08 15:50:00,43.4288,-72.0675,GeorgesMills,0.1,18.24,edi.395.2,6,1528473000000.0
511445,2018-06-08 15:50:00,43.4096,-72.033,HerrickCove,0.1,18.33,edi.395.2,6,1528473000000.0
511446,2018-06-08 16:00:00,43.4288,-72.0675,GeorgesMills,0.1,18.43,edi.395.2,6,1528473600000.0
511447,2018-06-08 16:00:00,43.4096,-72.033,HerrickCove,0.1,18.33,edi.395.2,6,1528473600000.0
