,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
317579,2018-10-14 10:10:00,43.3913,-72.0576,loon,0.85,15.28,edi.499.2,10,2018-10-14 15:10:00+00:00,0 days 00:22:43.859000,1363
317580,2018-10-14 10:30:00,43.3913,-72.0576,loon,0.85,15.27,edi.499.2,10,2018-10-14 15:30:00+00:00,0 days 00:02:43.859000,163
317581,2018-10-14 10:50:00,43.3913,-72.0576,loon,0.85,15.3,edi.499.2,10,2018-10-14 15:50:00+00:00,-1 days +23:42:43.859000,-1037
