,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_utc,dt_delta,delta_secs
375235,2009-05-30 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,14.4,edi.498.1,5,2009-05-30 15:00:00+00:00,0 days 00:20:55.701000,1255
375236,2009-05-30 10:30:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,14.4,edi.498.1,5,2009-05-30 15:30:00+00:00,-1 days +23:50:55.701000,-545
407588,2009-05-30 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,13.32,edi.498.1,5,2009-05-30 15:00:00+00:00,0 days 00:20:55.701000,1255
407589,2009-05-30 10:30:00,43.3446,-72.0438,SouthOfTheFells,1.5,13.32,edi.498.1,5,2009-05-30 15:30:00+00:00,-1 days +23:50:55.701000,-545
434695,2009-05-30 10:00:00,43.3235,-72.0411,Newbury,1.5,12.25,edi.498.1,5,2009-05-30 15:00:00+00:00,0 days 00:20:55.701000,1255
434696,2009-05-30 10:30:00,43.3235,-72.0411,Newbury,1.5,12.72,edi.498.1,5,2009-05-30 15:30:00+00:00,-1 days +23:50:55.701000,-545
467048,2009-05-30 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,14.28,edi.498.1,5,2009-05-30 15:00:00+00:00,0 days 00:20:55.701000,1255
467049,2009-05-30 10:30:00,43.4096,-72.0365,HerrickCoveSouth,1.5,14.28,edi.498.1,5,2009-05-30 15:30:00+00:00,-1 days +23:50:55.701000,-545
