,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
280648,2017-06-21 15:10:00,43.3913,-72.0576,loon,1.5,20.86,edi.499.2,6,1498057800000.0
280649,2017-06-21 15:20:00,43.3913,-72.0576,loon,1.5,20.87,edi.499.2,6,1498058400000.0
280650,2017-06-21 15:30:00,43.3913,-72.0576,loon,1.5,20.88,edi.499.2,6,1498059000000.0
280651,2017-06-21 15:40:00,43.3913,-72.0576,loon,1.5,20.9,edi.499.2,6,1498059600000.0
280652,2017-06-21 15:50:00,43.3913,-72.0576,loon,1.5,20.89,edi.499.2,6,1498060200000.0
280653,2017-06-21 16:00:00,43.3913,-72.0576,loon,1.5,20.88,edi.499.2,6,1498060800000.0
400773,2017-06-21 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,20.01,edi.498.1,6,1498060800000.0
435568,2017-06-21 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.8,20.03,edi.498.1,6,1498060800000.0
470363,2017-06-21 16:00:00,43.3235,-72.0411,Newbury,1.5,18.4,edi.498.1,6,1498060800000.0
505158,2017-06-21 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,21.64,edi.498.1,6,1498060800000.0
