,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
15069,2016-10-24 15:15:00,43.3913,-72.0576,loon,1.5,13.75,edi.500.2,10,1477322100000.0
15070,2016-10-24 15:30:00,43.3913,-72.0576,loon,1.5,13.845999999999998,edi.500.2,10,1477323000000.0
15071,2016-10-24 15:45:00,43.3913,-72.0576,loon,1.5,13.845999999999998,edi.500.2,10,1477323900000.0
15072,2016-10-24 16:00:00,43.3913,-72.0576,loon,1.5,13.845999999999998,edi.500.2,10,1477324800000.0
268464,2016-10-24 15:10:00,43.3857,-72.0812,harbor,1.5,13.38,edi.499.2,10,1477321800000.0
268465,2016-10-24 15:20:00,43.3857,-72.0812,harbor,1.5,13.4,edi.499.2,10,1477322400000.0
268466,2016-10-24 15:30:00,43.3857,-72.0812,harbor,1.5,13.370000000000005,edi.499.2,10,1477323000000.0
268467,2016-10-24 15:40:00,43.3857,-72.0812,harbor,1.5,13.370000000000005,edi.499.2,10,1477323600000.0
268468,2016-10-24 15:50:00,43.3857,-72.0812,harbor,1.5,13.33,edi.499.2,10,1477324200000.0
268469,2016-10-24 16:00:00,43.3857,-72.0812,harbor,1.5,13.27,edi.499.2,10,1477324800000.0
