,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
262723,2016-09-14 15:10:00,43.3913,-72.0576,loon,1.5,21.88,edi.499.2,9,1473865800000.0
262724,2016-09-14 15:20:00,43.3913,-72.0576,loon,1.5,21.89,edi.499.2,9,1473866400000.0
262725,2016-09-14 15:30:00,43.3913,-72.0576,loon,1.5,21.89,edi.499.2,9,1473867000000.0
262726,2016-09-14 15:40:00,43.3913,-72.0576,loon,1.5,21.93,edi.499.2,9,1473867600000.0
262727,2016-09-14 15:50:00,43.3913,-72.0576,loon,1.5,21.919999999999995,edi.499.2,9,1473868200000.0
262728,2016-09-14 16:00:00,43.3913,-72.0576,loon,1.5,21.91,edi.499.2,9,1473868800000.0
400295,2016-09-14 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.81,edi.498.1,9,1473868800000.0
435090,2016-09-14 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.6,21.82,edi.498.1,9,1473868800000.0
469885,2016-09-14 16:00:00,43.3235,-72.0411,Newbury,1.4,21.99,edi.498.1,9,1473868800000.0
504680,2016-09-14 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.7,22.3,edi.498.1,9,1473868800000.0
