,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
57627,2008-08-23 15:00:00,43.3913,-72.0576,loon,0.5,22.64,edi.499.2,8,1219503600000.0
57628,2008-08-23 15:10:00,43.3913,-72.0576,loon,0.5,22.88,edi.499.2,8,1219504200000.0
57629,2008-08-23 15:20:00,43.3913,-72.0576,loon,0.5,22.81,edi.499.2,8,1219504800000.0
57630,2008-08-23 15:30:00,43.3913,-72.0576,loon,0.5,22.75,edi.499.2,8,1219505400000.0
57631,2008-08-23 15:40:00,43.3913,-72.0576,loon,0.5,22.75,edi.499.2,8,1219506000000.0
57632,2008-08-23 15:50:00,43.3913,-72.0576,loon,0.5,22.69,edi.499.2,8,1219506600000.0
374233,2008-08-23 15:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.47,edi.498.1,8,1219503600000.0
409028,2008-08-23 15:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,21.630000000000006,edi.498.1,8,1219503600000.0
443823,2008-08-23 15:00:00,43.3235,-72.0411,Newbury,1.5,21.49,edi.498.1,8,1219503600000.0
478618,2008-08-23 15:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,22.51,edi.498.1,8,1219503600000.0
