,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
1261,2014-10-27 15:15:00,43.3913,-72.0576,loon,1.5,12.883000000000004,edi.500.2,10,1414422900000.0
1262,2014-10-27 15:30:00,43.3913,-72.0576,loon,1.5,12.787,edi.500.2,10,1414423800000.0
1263,2014-10-27 15:45:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,10,1414424700000.0
1264,2014-10-27 16:00:00,43.3913,-72.0576,loon,1.5,12.69,edi.500.2,10,1414425600000.0
218489,2014-10-27 15:10:00,43.3857,-72.0812,harbor,1.5,12.59,edi.499.2,10,1414422600000.0
218490,2014-10-27 15:20:00,43.3857,-72.0812,harbor,1.5,12.59,edi.499.2,10,1414423200000.0
218491,2014-10-27 15:30:00,43.3857,-72.0812,harbor,1.5,12.6,edi.499.2,10,1414423800000.0
218492,2014-10-27 15:40:00,43.3857,-72.0812,harbor,1.5,12.58,edi.499.2,10,1414424400000.0
218493,2014-10-27 15:50:00,43.3857,-72.0812,harbor,1.5,12.6,edi.499.2,10,1414425000000.0
218494,2014-10-27 16:00:00,43.3857,-72.0812,harbor,1.5,12.57,edi.499.2,10,1414425600000.0
