,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
252357,2016-07-04 15:10:00,43.3913,-72.0576,loon,1.5,22.330000000000005,edi.499.2,7,1467645000000.0
252358,2016-07-04 15:20:00,43.3913,-72.0576,loon,1.5,22.25,edi.499.2,7,1467645600000.0
252359,2016-07-04 15:30:00,43.3913,-72.0576,loon,1.5,22.24,edi.499.2,7,1467646200000.0
252360,2016-07-04 15:40:00,43.3913,-72.0576,loon,1.5,22.23,edi.499.2,7,1467646800000.0
252361,2016-07-04 15:50:00,43.3913,-72.0576,loon,1.5,22.17,edi.499.2,7,1467647400000.0
252362,2016-07-04 16:00:00,43.3913,-72.0576,loon,1.5,22.25,edi.499.2,7,1467648000000.0
398567,2016-07-04 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.64,edi.498.1,7,1467648000000.0
433362,2016-07-04 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.6,21.32,edi.498.1,7,1467648000000.0
468157,2016-07-04 16:00:00,43.3235,-72.0411,Newbury,1.4,21.99,edi.498.1,7,1467648000000.0
502952,2016-07-04 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.7,21.97,edi.498.1,7,1467648000000.0
