,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
4333,2014-11-28 15:15:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,1417187700000.0
4334,2014-11-28 15:30:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,1417188600000.0
4335,2014-11-28 15:45:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,1417189500000.0
4336,2014-11-28 16:00:00,43.3913,-72.0576,loon,1.5,5.45,edi.500.2,11,1417190400000.0
223092,2014-11-28 15:10:00,43.3857,-72.0812,harbor,1.5,5.35,edi.499.2,11,1417187400000.0
223093,2014-11-28 15:20:00,43.3857,-72.0812,harbor,1.5,5.359999999999999,edi.499.2,11,1417188000000.0
223094,2014-11-28 15:30:00,43.3857,-72.0812,harbor,1.5,5.35,edi.499.2,11,1417188600000.0
223095,2014-11-28 15:40:00,43.3857,-72.0812,harbor,1.5,5.35,edi.499.2,11,1417189200000.0
223096,2014-11-28 15:50:00,43.3857,-72.0812,harbor,1.5,5.34,edi.499.2,11,1417189800000.0
223097,2014-11-28 16:00:00,43.3857,-72.0812,harbor,1.5,5.34,edi.499.2,11,1417190400000.0
