,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
303910,2018-07-10 15:10:00,43.3913,-72.0576,loon,0.85,24.57,edi.499.2,7,1531235400000.0
303911,2018-07-10 15:15:00,43.3913,-72.0576,loon,0.25,23.94,edi.499.2,7,1531235700000.0
303912,2018-07-10 15:30:00,43.3913,-72.0576,loon,0.25,24.0,edi.499.2,7,1531236600000.0
303913,2018-07-10 15:45:00,43.3913,-72.0576,loon,0.25,24.02,edi.499.2,7,1531237500000.0
303914,2018-07-10 15:50:00,43.3913,-72.0576,loon,0.85,24.61000000000001,edi.499.2,7,1531237800000.0
303915,2018-07-10 16:00:00,43.3913,-72.0576,loon,0.25,24.04,edi.499.2,7,1531238400000.0
403743,2018-07-10 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.6,24.18,edi.498.1,7,1531238400000.0
438538,2018-07-10 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.6,23.86,edi.498.1,7,1531238400000.0
473333,2018-07-10 16:00:00,43.3235,-72.0411,Newbury,1.6,24.72,edi.498.1,7,1531238400000.0
508128,2018-07-10 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.9,25.56,edi.498.1,7,1531238400000.0
522753,2018-07-10 15:10:00,43.4288,-72.0675,GeorgesMills,0.1,24.74,edi.395.2,7,1531235400000.0
522754,2018-07-10 15:10:00,43.4096,-72.033,HerrickCove,0.1,26.1,edi.395.2,7,1531235400000.0
522755,2018-07-10 15:10:00,43.3436,-72.0595,StateBeach,0.1,25.12,edi.395.2,7,1531235400000.0
522756,2018-07-10 15:20:00,43.4288,-72.0675,GeorgesMills,0.1,24.74,edi.395.2,7,1531236000000.0
522757,2018-07-10 15:20:00,43.4096,-72.033,HerrickCove,0.1,26.0,edi.395.2,7,1531236000000.0
522758,2018-07-10 15:20:00,43.3436,-72.0595,StateBeach,0.1,25.12,edi.395.2,7,1531236000000.0
522759,2018-07-10 15:30:00,43.4288,-72.0675,GeorgesMills,0.1,24.74,edi.395.2,7,1531236600000.0
522760,2018-07-10 15:30:00,43.4096,-72.033,HerrickCove,0.1,26.1,edi.395.2,7,1531236600000.0
522761,2018-07-10 15:30:00,43.3436,-72.0595,StateBeach,0.1,25.71,edi.395.2,7,1531236600000.0
522762,2018-07-10 15:40:00,43.4288,-72.0675,GeorgesMills,0.1,24.84,edi.395.2,7,1531237200000.0
522763,2018-07-10 15:40:00,43.4096,-72.033,HerrickCove,0.1,26.2,edi.395.2,7,1531237200000.0
522764,2018-07-10 15:40:00,43.3436,-72.0595,StateBeach,0.1,25.8,edi.395.2,7,1531237200000.0
522765,2018-07-10 15:50:00,43.4288,-72.0675,GeorgesMills,0.1,24.93,edi.395.2,7,1531237800000.0
522766,2018-07-10 15:50:00,43.4096,-72.033,HerrickCove,0.1,26.2,edi.395.2,7,1531237800000.0
522767,2018-07-10 15:50:00,43.3436,-72.0595,StateBeach,0.1,25.9,edi.395.2,7,1531237800000.0
522768,2018-07-10 16:00:00,43.4288,-72.0675,GeorgesMills,0.1,24.93,edi.395.2,7,1531238400000.0
522769,2018-07-10 16:00:00,43.4096,-72.033,HerrickCove,0.1,26.1,edi.395.2,7,1531238400000.0
522770,2018-07-10 16:00:00,43.3436,-72.0595,StateBeach,0.1,25.9,edi.395.2,7,1531238400000.0
